CONTRACT_D	PREVIOUS_S	OPEN_PRICE	HIGH_PRICE	LOW_PRICE	CLOSE_PRIC	SETTLEMENT	NET_CHANGE	OI_NO_CON	TRADED_QUA	TRD_NO_CON	TRADED_VAL
FUTSTKHEROMOTOCO25-JAN-2023	2729.2	2715	2751.95	2715	2728.95	2728.95	0	7792	424500	1415	1159977330
FUTSTKDIVISLAB25-JAN-2023	3391.8	3411.95	3420	3373.9	3413.4	3413.4	0.63	17312	333600	2224	1136308358
FUTSTKINDHOTEL29-MAR-2023	322.4	325.25	325.25	325.25	325.25	325.35	0.91	4	2000	1	650500
FUTSTKPNB23-FEB-2023	57.95	57.9	58.9	57.7	58.5	58.5	0.94	714	9216000	576	538200800
FUTSTKBERGEPAINT25-JAN-2023	580.3	581.6	585.5	579.35	581.2	581.2	0.15	5290	827200	752	481738180
FUTSTKSHREECEM25-JAN-2023	23256.75	23248.7	23612.8	23248.7	23577.85	23577.85	1.38	10213	33350	1334	782270510
FUTSTKHDFCLIFE29-MAR-2023	579.6	584	609	584	607.05	607.05	4.73	11	20900	19	12564365
FUTSTKPERSISTENT29-MAR-2023	4093.35	4023	4023	4020	4020	4114.05	0.5	4	350	2	1407525
FUTSTKIDFCFIRSTB23-FEB-2023	61.95	62.1	62.4	61.25	62.2	62.2	0.4	467	2550000	170	157699500
FUTSTKRAMCOCEM23-FEB-2023	708.4	710.7	715.7	704.25	712.55	712.55	0.58	62	26350	31	18713642.5
FUTSTKINDUSINDBK25-JAN-2023	1234.75	1229.4	1257.45	1227.1	1248.85	1248.85	1.14	55846	5314950	11811	6629727510
FUTSTKSBILIFE23-FEB-2023	1248	1244.9	1287.65	1244.9	1284.35	1284.35	2.91	37	31500	42	40113787.5
FUTIDXNIFTY29-MAR-2023	18433.2	18400	18477	18375	18463.65	18463.65	0.16	2206	77250	1545	1423869275
FUTSTKINDHOTEL25-JAN-2023	319.3	319.65	322.2	317.65	321.35	321.35	0.64	12688	4566000	2283	1461893800
FUTSTKTATACONSUM23-FEB-2023	771.1	768	775.9	766.85	774.95	774.95	0.49	93	45900	51	35393760
FUTIDXFINNIFTY31-JAN-2023	19168.85	19157.5	19314.3	19140	19293.6	19293.6	0.65	265	56640	1416	1090681508
FUTSTKMUTHOOTFIN29-MAR-2023	1080.5	1088	1088.05	1077	1077	1077	-0.32	22	6600	12	7135067.5
FUTSTKFEDERALBNK29-MAR-2023	139.85	141.5	143.35	139.7	139.7	139.7	-0.1	21	85000	17	12002250
FUTIDXMIDCPNIFTY28-FEB-2023	7290.35	0	0	0		7288.4	-0.02	0	0	0	0
FUTSTKLAURUSLABS25-JAN-2023	376	376.9	384.8	375.75	380.25	380.25	1.13	8761	1349700	1227	514120255
FUTSTKJSWSTEEL23-FEB-2023	779.8	778.25	779	769.65	772.1	772.1	-0.98	212	130950	97	101519797.5
FUTSTKINDUSINDBK23-FEB-2023	1240.2	1238.55	1261.25	1238.55	1253.4	1253.4	1.06	522	140400	312	175604782.5
FUTSTKIDFCFIRSTB25-JAN-2023	61.55	61.9	62.05	60.8	61.8	61.8	0.4	10387	54780000	3652	3366848250
FUTSTKDRREDDY25-JAN-2023	4257.8	4257.1	4280	4237.65	4264	4264	0.14	18447	252250	2018	1075002419
FUTSTKHDFCAMC25-JAN-2023	2185.35	2171.35	2202.65	2171.3	2189.55	2189.55	0.19	5436	301200	1004	658743195
FUTSTKTATAMOTORS29-MAR-2023	400.75	402.5	402.75	398.7	400	400	-0.18	115	179550	126	71920177.5
FUTSTKHAL29-MAR-2023	2581.9	0	0	0		2579.85	-0.07	5	0	0	0
FUTSTKPIDILITIND29-MAR-2023	2571.25	0	0	0		2577.75	0.25	2	0	0	0
FUTSTKOFSS25-JAN-2023	3041.4	3040.9	3054.75	3015	3021.25	3021.25	-0.66	2465	97000	485	294001910
FUTSTKSHRIRAMFIN23-FEB-2023	1370.45	1367.5	1372	1332.2	1340.3	1340.3	-2.2	399	40800	68	54991890
FUTSTKINDIGO25-JAN-2023	2055.65	2043.05	2058.9	2038.95	2049.8	2049.8	-0.28	10549	416100	1387	853133670
FUTSTKMGL29-MAR-2023	859	0	0	0		870.4	1.32	0	0	0	0
FUTSTKMARICO29-MAR-2023	514.5	514.5	514.5	511.4	511.4	518.85	0.84	4	2400	2	1231080
FUTSTKCUMMINSIND25-JAN-2023	1390.05	1389	1405	1385.1	1396	1396	0.42	2603	532800	888	743420790
FUTSTKBANDHANBNK29-MAR-2023	243.6	245.3	245.9	243.5	244.05	244.05	0.18	15	19800	11	4843980
FUTSTKGNFC29-MAR-2023	571.95	579.1	580.1	577.65	580.1	580.1	1.42	12	3900	3	2257905
FUTSTKDIXON23-FEB-2023	3878.05	3874.65	3930	3874.65	3924.25	3924.25	1.19	131	6375	51	24931893.75
FUTSTKLTIM29-MAR-2023	4392.6	4370.95	4414.4	4370.95	4413.5	4413.5	0.47	11	450	3	1979685
FUTSTKAUROPHARMA23-FEB-2023	439.6	439.1	450.7	437.8	446	446	1.45	586	229000	229	102227400
FUTSTKBHARATFORG23-FEB-2023	892.4	893.8	893.8	883.1	888.05	888.05	-0.48	70	26000	26	23092350
FUTSTKINDIACEM25-JAN-2023	223.6	223.3	224.5	219.95	223.8	223.8	0.08	5133	2989900	1031	664559070
FUTSTKAXISBANK23-FEB-2023	950.4	953	975.35	953	972.55	972.55	2.33	532	711600	593	687094080
FUTSTKGODREJPROP29-MAR-2023	1256.45	1261.15	1261.15	1261.15	1261.15	1263.1	0.52	1	425	1	535988.75
FUTSTKACC25-JAN-2023	2455.9	2463.3	2467.3	2443.25	2458.95	2458.95	0.12	10557	553000	2212	1356643550
FUTSTKLT23-FEB-2023	2111.5	2109.35	2115.9	2092.85	2114.85	2114.85	0.15	316	39900	133	84029130
FUTSTKCONCOR25-JAN-2023	743.85	747.05	754.75	742.05	747.15	747.15	0.44	6299	1963000	1963	1469179700
FUTSTKMRF25-JAN-2023	88284.9	88721.3	89485.05	88150	89247.05	89247.05	1.08	4856	7840	784	697306143
FUTSTKVOLTAS23-FEB-2023	810.85	814.6	819.25	813.15	817.15	817.15	0.77	372	68400	114	55879020
FUTSTKESCORTS23-FEB-2023	2146.35	2155	2195.2	2153	2178.2	2178.2	1.48	65	11000	40	23932177.5
FUTSTKBALKRISIND25-JAN-2023	2132.95	2127.75	2146.25	2106.45	2133.65	2133.65	0.03	6613	325200	1084	691746300
FUTSTKFEDERALBNK23-FEB-2023	139	139.2	143.4	138.75	139.3	139.3	0.21	264	1445000	289	203010000
FUTSTKAARTIIND25-JAN-2023	613.5	613.6	620.7	611.3	619.8	619.8	1.02	3437	500650	589	308727182.5
FUTSTKVOLTAS29-MAR-2023	815	823.75	823.75	820.5	820.5	821.3	0.77	4	1200	2	986550
FUTSTKHEROMOTOCO29-MAR-2023	2760.15	2732.25	2732.25	2732.25	2732.25	2764.05	0.14	1	300	1	819675
FUTSTKPFC25-JAN-2023	150.7	151.95	158.35	150.45	157	157	4.18	10270	60251600	9718	9378508740
FUTSTKHINDCOPPER29-MAR-2023	118.7	116.6	118	116.6	118	118.25	-0.37	6	9600	2	1126080
FUTSTKLALPATHLAB29-MAR-2023	2067.75	2101.55	2160	2101	2150	2150	3.97	28	5500	22	11712325
FUTSTKTITAN23-FEB-2023	2597.7	2599.55	2645	2581.3	2639.8	2639.8	1.62	229	82125	219	214599562.5
FUTSTKTRENT29-MAR-2023	1364.1	0	0	0		1369.05	0.36	22	0	0	0
FUTSTKBSOFT25-JAN-2023	299.25	296.05	301.9	293.6	301.4	301.4	0.71	4124	2748000	1374	820164800
FUTSTKFEDERALBNK25-JAN-2023	138.4	138.65	142.9	138.15	138.65	138.65	0.18	15323	55895000	11179	7823724250
FUTSTKIDEA29-MAR-2023	8.15	8.2	8.25	8.1	8.15	8.15	0	14	700000	10	5719000
FUTSTKTORNTPOWER23-FEB-2023	499.15	500	501.25	497.3	497.3	504.25	1.02	22	13500	9	6740700
FUTSTKMPHASIS25-JAN-2023	1975.85	1976.7	2026.75	1976.7	2017.25	2017.25	2.09	6576	510675	1857	1027075775
FUTSTKLAURUSLABS29-MAR-2023	379.5	384.8	386.65	384.8	386.65	383.9	1.15	15	2200	2	848595
FUTSTKPIIND29-MAR-2023	3466.6	0	0	0		3467.9	0.03	0	0	0	0
FUTSTKRELIANCE29-MAR-2023	2619.25	2610	2615	2595	2604.55	2604.55	-0.56	99	17250	69	44927937.5
FUTSTKBANDHANBNK25-JAN-2023	241.3	241.55	244.75	240.3	241.55	241.55	0.1	25700	8622000	4790	2090837430
FUTSTKDALBHARAT29-MAR-2023	1918.5	0	0	0		1902.25	-0.84	0	0	0	0
FUTSTKPNB29-MAR-2023	58.1	58.75	59.25	58.15	58.9	58.9	1.37	40	528000	33	30990400
FUTSTKBEL29-MAR-2023	101.9	101.2	101.3	101	101.3	102	0.09	10	34200	6	3458760
FUTSTKAARTIIND23-FEB-2023	614	615	620.95	613.55	620.2	620.2	1	190	33150	39	20449640
FUTSTKAARTIIND29-MAR-2023	620.75	620.75	622.2	620.5	621.35	621.35	0.09	5	3400	4	2111570
FUTSTKTATACHEM25-JAN-2023	947.6	952.85	952.85	941.1	946.65	946.65	-0.1	14230	735500	1471	696049000
FUTSTKTATAPOWER29-MAR-2023	215.95	215.95	215.95	213.9	214.9	214.9	-0.48	42	91125	27	19544287.5
FUTSTKLICHSGFIN29-MAR-2023	429.4	427	429	425	426.05	426.05	-0.78	6	18000	9	7684500
FUTSTKBAJAJ-AUTO29-MAR-2023	3632.35	0	0	0		3659.75	0.75	0	0	0	0
FUTSTKSUNPHARMA29-MAR-2023	1013.25	1006.5	1019.5	1006.5	1016.2	1016.2	0.29	16	7000	10	7086835
FUTSTKSHREECEM23-FEB-2023	23091.65	23190	23405.9	23118.4	23401.1	23401.1	1.34	110	1700	68	39514110
FUTSTKGODREJPROP25-JAN-2023	1242.65	1250.45	1270	1236	1247.45	1247.45	0.38	9463	999600	2352	1250024875
FUTSTKATUL25-JAN-2023	8219.4	8233.5	8358.2	8161.6	8204.25	8204.25	-0.18	1342	36225	483	297995055
FUTSTKBIOCON29-MAR-2023	268.1	269.15	270.2	268	268	267.65	-0.16	15	6900	3	1856905
FUTSTKNATIONALUM25-JAN-2023	84.25	84.15	85.05	83.2	83.55	83.55	-0.83	9247	18262500	2435	1533747000
FUTSTKMCX25-JAN-2023	1463.7	1469.9	1496.7	1458.95	1481.45	1481.45	1.21	3783	1112800	2782	1651675520
FUTSTKRBLBANK25-JAN-2023	182.5	182.95	188.05	182.75	187.35	187.35	2.65	6613	22335000	4467	4141793000
FUTSTKPVR29-MAR-2023	1754.55	0	0	0		1742	-0.71	1	0	0	0
FUTSTKLUPIN25-JAN-2023	736.65	737.25	744.65	732.55	742.6	742.6	0.8	7181	948600	1116	703279630
FUTSTKTATACOMM23-FEB-2023	1328.4	1331.2	1363.5	1329.55	1353.25	1353.25	1.87	77	44000	88	59520675
FUTSTKCANFINHOME29-MAR-2023	555.25	0	0	0		557.5	0.4	1	0	0	0
FUTSTKMCX23-FEB-2023	1470.6	1479	1499.7	1477.6	1489	1489	1.25	60	11600	29	17281240
FUTSTKBHEL25-JAN-2023	80.6	80.95	81.6	80.05	80.8	80.8	0.24	8913	21556500	2053	1740597075
FUTSTKSBICARD23-FEB-2023	802.45	804.7	808.6	792.3	798.3	798.3	-0.51	169	53600	67	42907280
FUTSTKKOTAKBANK23-FEB-2023	1848.25	1851.15	1858	1842.65	1856.15	1856.15	0.42	981	114400	286	211725860
FUTSTKTATASTEEL23-FEB-2023	120.55	120.55	121.65	119	119.8	119.8	-0.62	1058	4779500	869	574325950
FUTSTKCANFINHOME25-JAN-2023	550.05	550.6	555.1	547.65	552	552	0.35	4119	751725	771	414489757.5
FUTSTKAPOLLOHOSP29-MAR-2023	4524.9	4514.05	4514.05	4514.05	4514.05	4563.15	0.84	3	125	1	564256.25
FUTIDXBANKNIFTY23-FEB-2023	43564.15	43565.05	43836.4	43530.05	43784.05	43784.05	0.5	7928	106800	4272	4667600483
FUTSTKABFRL25-JAN-2023	287.7	289.7	289.9	284.5	287.3	287.3	-0.13	4610	2444000	940	700742510
FUTSTKBHEL23-FEB-2023	80.9	81.05	81.85	80.5	81.25	81.25	0.43	382	1533000	146	124456500
FUTSTKBRITANNIA23-FEB-2023	4344	4317.15	4334.05	4260.9	4286.4	4286.4	-1.32	122	16200	81	69585010
FUTSTKLTTS29-MAR-2023	3784.25	3670	3700	3655	3674.35	3674.35	-2.9	10	2200	11	8082650
FUTSTKCOROMANDEL23-FEB-2023	903.6	907.95	907.95	897.35	903.9	903.9	0.03	95	21000	30	18969510
FUTSTKASHOKLEY25-JAN-2023	149.65	149.6	150.5	147	148.35	148.35	-0.86	12683	13330000	2666	1977870250
FUTSTKTATAPOWER23-FEB-2023	214.55	215.25	215.7	212.1	213.5	213.5	-0.48	1088	982125	291	209748487.5
FUTSTKGAIL29-MAR-2023	98.2	98	98.5	98	98.5	98.4	0.2	4	36600	4	3600525
FUTSTKSUNTV29-MAR-2023	496.4	0	0	0		494.65	-0.35	0	0	0	0
FUTSTKTATAMOTORS25-JAN-2023	397	397.2	400.25	394.7	396.1	396.1	-0.22	51463	14807175	10391	5881455866
FUTSTKTATAPOWER25-JAN-2023	213.15	213.2	214.25	210.65	212.1	212.1	-0.49	30518	11849625	3511	2515202213
FUTSTKMCX29-MAR-2023	1481.45	1510	1510	1510	1510	1501.8	1.37	1	400	1	604000
FUTSTKWHIRLPOOL23-FEB-2023	1510.75	1521	1536.9	1521	1528.25	1528.25	1.15	23	8050	23	12318372.5
FUTSTKBATAINDIA23-FEB-2023	1670.65	1668.75	1668.75	1649	1662.8	1662.8	-0.46	172	16775	61	27802912.5
FUTIDXMIDCPNIFTY03-JAN-2023	7214	0	0	0		7212.2	-0.02	0	0	0	0
FUTSTKDLF23-FEB-2023	385.05	385	387.2	383	384.9	384.9	-0.03	262	247500	150	95376187.5
FUTSTKOBEROIRLTY25-JAN-2023	875.65	873	887.95	873	881.9	881.9	0.71	8705	527800	754	465365215
FUTSTKSHREECEM29-MAR-2023	23836.75	0	0	0		24114.15	1.16	4	0	0	0
FUTSTKADANIENT29-MAR-2023	3903.8	3802.05	3814.95	3780	3810	3892.55	-0.28	62	6500	26	24696237.5
FUTSTKICICIBANK23-FEB-2023	913.4	914.05	914.85	907.85	912.85	912.85	-0.06	2143	338100	483	308477610
FUTSTKIDFC29-MAR-2023	85.85	0	0	0		86.15	0.34	0	0	0	0
FUTSTKINFY23-FEB-2023	1535.85	1529.55	1544.3	1528.15	1538	1538	0.13	1470	233600	584	359322680
FUTSTKSHRIRAMFIN29-MAR-2023	1408.4	1361	1361	1337.85	1350	1350	-4.14	4	3600	6	4855740
FUTSTKDRREDDY23-FEB-2023	4284.8	4280	4301.65	4265.45	4289.85	4289.85	0.11	131	5125	41	21971075
FUTSTKPIIND25-JAN-2023	3428.7	3428.35	3480.05	3415.1	3431.8	3431.8	0.09	6079	371500	1486	1281637200
FUTSTKABCAPITAL23-FEB-2023	157.15	156.6	158.85	153.95	155.9	155.9	-0.79	110	648000	120	101490300
FUTSTKM&M25-JAN-2023	1265.65	1266.55	1268.6	1254	1256.3	1256.3	-0.73	16695	1673700	2391	2107712110
FUTSTKINDHOTEL23-FEB-2023	320.85	321.9	324	320.05	323.25	323.25	0.74	215	112000	56	36066300
FUTSTKDIVISLAB23-FEB-2023	3411.05	3425.45	3436.1	3393.65	3430.05	3430.05	0.55	238	12750	85	43642042.5
FUTSTKBAJAJFINSV29-MAR-2023	1576.95	1580	1590	1577	1588.4	1588.4	0.72	11	5500	11	8713950
FUTSTKTORNTPOWER29-MAR-2023	508.8	0	0	0		507.5	-0.25	0	0	0	0
FUTSTKABCAPITAL25-JAN-2023	156.15	156.5	158.2	153.4	154.95	154.95	-0.76	6810	13883400	2571	2164617000
FUTSTKCUB29-MAR-2023	181.15	182.25	182.25	182.1	182.1	181.85	0.38	2	10000	2	1821750
FUTSTKCONCOR23-FEB-2023	747.55	754.15	755.1	746.15	747.75	751.2	0.48	59	9000	9	6739550
FUTSTKIDFC23-FEB-2023	85.45	85.3	86.15	84.05	85.65	85.65	0.23	170	1710000	171	145924000
FUTSTKNESTLEIND23-FEB-2023	19790.4	19698.25	19903.8	19608.45	19868.55	19868.55	0.39	160	4240	106	83790838
FUTSTKBHARTIARTL23-FEB-2023	821.7	821.4	825.6	815.85	824.5	824.5	0.34	195	69350	73	56866192.5
FUTSTKBANKBARODA23-FEB-2023	187.45	188.35	190.5	187.5	188.7	188.7	0.66	362	1597050	273	301729545
FUTSTKADANIPORTS29-MAR-2023	838.55	837	840	834	835.2	835.2	-0.39	16	10625	17	8889218.75
FUTSTKAMBUJACEM29-MAR-2023	535.1	534.7	541.1	532.9	541.1	541.1	1.12	75	160200	89	85887000
FUTSTKTECHM29-MAR-2023	1028	1035.3	1036	1035.3	1035.5	1040.3	1.19	16	3600	6	3727620
FUTSTKTATACOMM25-JAN-2023	1320.35	1320.3	1357.05	1320	1344.8	1344.8	1.85	4143	1355000	2710	1820819600
FUTSTKHCLTECH25-JAN-2023	1035.7	1037.85	1041.75	1029.45	1038.25	1038.25	0.24	13152	2119600	3028	2198403165
FUTSTKIOC25-JAN-2023	78.55	78.35	79.35	78	79.05	79.05	0.63	8172	18564000	1904	1463148863
FUTSTKDLF29-MAR-2023	386.35	387.5	388.8	386.25	386.25	386.2	-0.03	10	8250	5	3199102.5
FUTSTKHCLTECH29-MAR-2023	1056.4	1049.9	1050.8	1049.9	1050.8	1050.8	-0.53	3	1400	2	1470490
FUTSTKJINDALSTEL25-JAN-2023	597.85	595.75	607	595.75	600.6	600.6	0.45	17259	7162500	5730	4311516438
FUTSTKDEEPAKNTR25-JAN-2023	1997.5	2005.25	2025	1999.85	2008.75	2008.75	0.56	5279	331000	1324	666043587.5
FUTSTKBAJFINANCE25-JAN-2023	6588.7	6598	6699	6565	6647.75	6647.75	0.89	46364	1341375	10731	8917394200
FUTSTKZEEL23-FEB-2023	245.65	244.5	245.2	241.75	242.65	242.65	-1.22	375	390000	130	94776450
FUTSTKSHRIRAMFIN25-JAN-2023	1372.7	1361	1376.8	1332	1342.7	1342.7	-2.18	7656	1389000	2315	1877288040
FUTSTKINDUSTOWER23-FEB-2023	192.05	191.75	191.75	190.55	191.05	191.05	-0.52	102	72800	26	13907600
FUTSTKHCLTECH23-FEB-2023	1041.95	1038.05	1047.5	1036	1043.95	1043.95	0.19	264	67900	97	70759570
FUTSTKLTIM23-FEB-2023	4364.5	4370.35	4404.95	4363	4391.65	4391.65	0.62	496	29400	196	128776890
FUTSTKZEEL25-JAN-2023	243.95	242.05	243.65	239.8	240.9	240.9	-1.25	27800	9597000	3199	2314934700
FUTSTKIGL23-FEB-2023	423.35	424.95	427.7	423.85	424.4	424.4	0.24	89	64625	47	27485837.5
FUTSTKPOLYCAB23-FEB-2023	2605.35	2610.1	2619	2600	2619	2619	0.52	53	3600	12	9405585
FUTSTKVEDL23-FEB-2023	320.05	320.05	325.2	317.9	323.2	323.2	0.98	360	406000	203	130588100
FUTSTKPIDILITIND25-JAN-2023	2546.4	2543.55	2564.5	2531.8	2552.85	2552.85	0.25	10368	490250	1961	1250011600
FUTSTKESCORTS25-JAN-2023	2146.9	2156.45	2196.2	2148	2173.3	2173.3	1.22	2633	462825	1683	1007699633
FUTSTKSBIN25-JAN-2023	615.25	616.95	618.65	612.3	615.8	615.8	0.08	34449	12093000	8062	7450101000
FUTSTKGUJGASLTD23-FEB-2023	490.85	493	495.8	491.95	492.1	492.1	0.25	137	8750	7	4317812.5
FUTSTKCROMPTON29-MAR-2023	350.1	352	352	352	352	352.6	0.71	1	1500	1	528000
FUTSTKIGL25-JAN-2023	420.95	421.35	426.2	420.55	421.8	421.8	0.2	5897	1343375	977	568130681.3
FUTSTKSUNPHARMA25-JAN-2023	1000.25	996.9	1016.9	993	1013.7	1013.7	1.34	21068	1827000	2610	1837228995
FUTSTKAXISBANK25-JAN-2023	946.15	948.3	970.8	947.1	968.15	968.15	2.32	34921	20545200	17121	19750016760
FUTSTKINFY29-MAR-2023	1544.9	1541.1	1553	1541.1	1546.8	1546.8	0.12	1261	14800	37	22928760
FUTSTKLUPIN23-FEB-2023	741.6	741.6	749	741.4	747.25	747.25	0.76	152	56100	66	41870787.5
FUTSTKIPCALAB25-JAN-2023	839.35	839.8	861.05	838.7	853.35	853.35	1.66	2460	490750	755	418677220
FUTSTKEICHERMOT23-FEB-2023	3258	3254.45	3267.7	3242.05	3246.75	3246.75	-0.34	177	6300	36	20490846.25
FUTSTKATUL29-MAR-2023	8340.9	0	0	0		8306.3	-0.41	0	0	0	0
FUTSTKITC29-MAR-2023	334.4	332.95	333.25	332.05	332.1	336.45	0.61	33	12800	8	4257440
FUTSTKRAIN25-JAN-2023	179.9	180.15	182.75	178.15	180.65	180.65	0.41	2966	3143000	898	566284250
FUTSTKMRF23-FEB-2023	88351.65	88555.95	89400	88555.95	89304.35	89304.35	1.07	81	310	31	27630724.5
FUTSTKGNFC25-JAN-2023	566.2	566.9	573.75	560.4	571.15	571.15	0.87	5428	2316600	1782	1316949270
FUTSTKJKCEMENT29-MAR-2023	3004.1	0	0	0		3012.45	0.27	0	0	0	0
FUTSTKINTELLECT29-MAR-2023	454.95	0	0	0		454.8	-0.03	0	0	0	0
FUTSTKBRITANNIA25-JAN-2023	4318.25	4308.75	4321.95	4233.4	4264.85	4264.85	-1.23	5854	497800	2489	2126505810
FUTSTKBHARTIARTL25-JAN-2023	816.3	816	821	810.55	819.8	819.8	0.42	40832	2905100	3058	2371182900
FUTSTKOFSS23-FEB-2023	3054.1	3049.85	3053	3036	3039.45	3039.45	-0.47	152	7800	39	23720500
FUTSTKPETRONET23-FEB-2023	219.35	217.8	218.65	217.55	218.65	218.65	-0.31	63	36000	12	7849500
FUTSTKCOLPAL25-JAN-2023	1529.25	1526.15	1534.25	1517.05	1522.35	1522.35	-0.45	6686	304150	869	463673665
FUTSTKTATACOMM29-MAR-2023	1339.05	1351	1365.7	1351	1358	1357.6	1.38	5	2000	4	2716150
FUTSTKULTRACEMCO29-MAR-2023	7141	7112	7112.1	7112	7112.1	7106.15	-0.48	4	200	2	1422410
FUTSTKCHOLAFIN23-FEB-2023	740.75	736	739.15	731.45	735.5	735.5	-0.7	41	18750	15	13788000
FUTSTKSAIL29-MAR-2023	89.9	89.5	90	88.95	89.15	89.15	-0.83	39	320000	40	28574800
FUTSTKTATASTEEL29-MAR-2023	121.2	121.2	122.2	119.7	120.5	120.5	-0.57	101	561000	102	67908225
FUTSTKBSOFT29-MAR-2023	302.95	299.4	305.35	299.4	305.15	305.15	0.72	9	8000	4	2427600
FUTSTKL&TFH25-JAN-2023	90.4	90.45	91.6	89.8	91	91	0.66	6873	20221784	2266	1835564620
FUTSTKINTELLECT23-FEB-2023	452.05	454.55	455.75	450.3	454.9	451.9	-0.03	56	6000	6	2725800
FUTSTKBAJAJFINSV23-FEB-2023	1568.35	1570.85	1585	1560	1579.7	1579.7	0.72	467	113000	226	177870550
FUTSTKBANDHANBNK23-FEB-2023	242.85	243.25	245.8	241.7	242.9	242.9	0.02	343	279000	155	68051970
FUTSTKEXIDEIND29-MAR-2023	184.4	181.85	182.5	181.65	182.5	182.5	-1.03	9	14400	4	2621880
FUTSTKHINDPETRO23-FEB-2023	239.7	238.55	240.9	238.25	239.9	239.9	0.08	60	59400	22	14226570
FUTSTKLTTS23-FEB-2023	3670.4	3685	3731.55	3667.2	3686.6	3686.6	0.44	382	26800	134	98869260
FUTSTKGNFC23-FEB-2023	569.75	570.85	576.7	566	574	574	0.74	164	79300	61	45254300
