CONTRACT_D	PREVIOUS_S	OPEN_PRICE	HIGH_PRICE	LOW_PRICE	CLOSE_PRIC	SETTLEMENT	NET_CHANGE	OI_NO_CON	TRADED_QUA	TRD_NO_CON	TRADED_VAL
FUTSTKBHARATFORG29-MAR-2023	874.4	886	886	883.4	883.4	893.5	2.18	4	2000	2	1769400
FUTSTKPFC23-FEB-2023	155.65	155.2	158.55	153.7	157.5	157.5	1.18	246	1612000	260	252120520
FUTSTKDRREDDY29-MAR-2023	4302.9	4320	4340	4320	4320	4364.75	1.43	14	625	5	2705806.25
FUTSTKIPCALAB29-MAR-2023	869.35	858.05	866.4	858	866.4	871.8	0.28	3	2600	4	2240712.5
FUTSTKGODREJPROP23-FEB-2023	1223.5	1227.15	1230	1210.8	1227	1227	0.28	263	27625	65	33793492.5
FUTSTKPERSISTENT23-FEB-2023	3920.65	3946.95	3960.1	3880	3919.9	3919.9	-0.01	106	11375	65	44468313.75
FUTSTKTATAMOTORS23-FEB-2023	389	389.95	392.3	385.8	390.85	390.85	0.47	2558	1205550	846	469543841.3
FUTSTKJKCEMENT23-FEB-2023	2932.15	2965	2965	2908.4	2903.9	2903.9	-0.96	41	2250	9	6567912.5
FUTSTKSBICARD29-MAR-2023	796.45	796	796	789.7	790.3	790.3	-0.77	13	4000	5	3169360
FUTSTKCONCOR29-MAR-2023	741.9	740	740	740	740	752.55	1.43	2	1000	1	740000
FUTSTKBATAINDIA25-JAN-2023	1645.2	1645.9	1652.5	1620	1642.4	1642.4	-0.17	8824	399300	1452	654552415
FUTSTKTORNTPHARM23-FEB-2023	1545.1	1554.9	1560.85	1554.9	1560.85	1575.65	1.97	9	3000	6	4672325
FUTSTKIRCTC29-MAR-2023	645.3	637.5	640	635	640	640	-0.82	32	16625	19	10603731.25
FUTSTKDELTACORP25-JAN-2023	214.15	213.55	215.45	211.4	215.05	215.05	0.42	5519	2265200	809	483987840
FUTSTKBPCL25-JAN-2023	337.85	339.4	344.2	337.3	343.5	343.5	1.67	7994	4649400	2583	1589220540
FUTSTKBHARTIARTL29-MAR-2023	818.95	826.9	826.9	815.45	818.6	818.6	-0.04	12	11400	12	9330615
FUTSTKLT29-MAR-2023	2099.45	2116	2120.5	2100.05	2113.4	2113.4	0.66	28	2100	7	4434765
FUTSTKHAVELLS23-FEB-2023	1157.25	1160	1179.4	1158.65	1177.75	1177.75	1.77	128	33000	66	38612000
FUTSTKEICHERMOT29-MAR-2023	3266.2	3295	3295	3295	3295	3308.7	1.3	6	175	1	576625
FUTSTKFSL23-FEB-2023	103.1	103.7	103.7	101.9	103.05	103.05	-0.04	135	98800	19	10168860
FUTSTKPVR23-FEB-2023	1708	1716.65	1716.65	1672	1681.9	1681.9	-1.52	197	41921	103	70547528.15
FUTSTKHINDUNILVR29-MAR-2023	2575.7	2611.45	2624.65	2601.4	2624.65	2624.65	1.9	10	2700	9	7047570
FUTSTKMOTHERSON25-JAN-2023	75.05	75	76.1	74.85	75.95	75.95	1.19	10662	6183000	916	466420950
FUTSTKOFSS29-MAR-2023	3062.6	0	0	0		3053.8	-0.28	0	0	0	0
FUTSTKCIPLA23-FEB-2023	1078.35	1083	1099.5	1082.3	1097.85	1097.85	1.8	68	30550	47	33376265
FUTSTKHINDUNILVR23-FEB-2023	2564.3	2584.95	2615	2584.95	2609.2	2609.2	1.75	226	63300	211	164496060
FUTSTKGODREJCP25-JAN-2023	892.2	895	927	895	922.3	922.3	3.37	5770	4776000	4776	4364775750
FUTSTKBAJFINANCE29-MAR-2023	6668.75	6396.1	6668.75	6148	6199.15	6199.15	-7.04	546	47875	383	298371312.5
FUTSTKSRF29-MAR-2023	2301.2	2297.25	2302	2284.25	2301	2301	0	12	2250	6	5166693.75
FUTSTKCHAMBLFERT23-FEB-2023	315.85	317.85	320	313.5	317.55	317.55	0.53	421	222000	148	70481250
FUTSTKGLENMARK29-MAR-2023	435.8	436.4	437.45	436.4	437.45	441.15	1.22	4	5800	4	2534092.5
FUTSTKONGC25-JAN-2023	146.6	146.25	147.45	144.45	147.1	147.1	0.34	8007	13055350	3391	1913390325
FUTSTKBOSCHLTD29-MAR-2023	17124.5	0	0	0		17272.65	0.86	1	0	0	0
FUTSTKIPCALAB23-FEB-2023	863.8	856.65	865.95	856.65	861.25	861.25	-0.29	41	6500	10	5594160
FUTSTKMFSL25-JAN-2023	715.5	716.85	743.8	714.15	738.4	738.4	3.2	8919	2193750	3375	1607802690
FUTSTKBALRAMCHIN25-JAN-2023	388.4	386.15	392.4	382.85	390.95	390.95	0.65	4629	2406400	1504	933546160
FUTSTKPOLYCAB25-JAN-2023	2598.75	2601	2663.8	2582.1	2656.3	2656.3	2.21	2552	666300	2221	1757780070
FUTSTKCOFORGE29-MAR-2023	3871.65	3851.6	3851.6	3851.6	3851.6	3990.5	3.06	17	150	1	577740
FUTSTKASHOKLEY23-FEB-2023	147.5	147.85	150.2	147.15	149.85	149.85	1.59	289	1440000	288	213756500
FUTSTKIEX29-MAR-2023	141.5	141.5	142.25	141.3	142.2	142.2	0.49	17	18750	5	2657625
FUTSTKALKEM25-JAN-2023	3014.9	3021.05	3047.95	3005	3040.05	3040.05	0.83	1477	102000	510	308787200
FUTSTKIDFC25-JAN-2023	83.7	83.7	84.6	82.8	84.25	84.25	0.65	10967	19170000	1917	1605921500
FUTSTKABB23-FEB-2023	2731	2764.95	2829.45	2761	2825.55	2825.55	3.46	42	10250	41	28618837.5
FUTSTKAPOLLOTYRE23-FEB-2023	322.65	324.9	340	324.6	339.65	339.65	5.26	151	1466500	419	492555700
FUTSTKCUMMINSIND23-FEB-2023	1378.5	1392.1	1405	1390	1398.35	1398.35	1.43	52	22800	38	31868670
FUTSTKKOTAKBANK29-MAR-2023	1851.95	1851	1851	1838.3	1849.35	1849.35	-0.14	24	3200	8	5907100
FUTSTKNTPC23-FEB-2023	167.35	168	170.5	167.85	170.25	170.25	1.73	254	1003200	176	170010480
FUTSTKRECLTD29-MAR-2023	122.35	123.35	124.1	122.25	124.1	125.8	2.81	24	56000	7	6902800
FUTSTKHINDCOPPER25-JAN-2023	114.8	114.85	117.25	114.4	116	116	1.04	3850	6628800	1381	768268320
FUTSTKZYDUSLIFE25-JAN-2023	426.15	425.6	434.3	424.65	433.45	433.45	1.71	5392	2547000	1415	1097673300
FUTSTKGUJGASLTD29-MAR-2023	485.1	482.5	487.9	482.5	487.9	497.75	2.6	3	3750	3	1822875
FUTSTKNTPC29-MAR-2023	169.25	169.8	170.25	169.1	170.15	172.6	1.97	7	39900	7	6770175
FUTSTKMPHASIS23-FEB-2023	2022.4	2023.9	2030	2005.85	2028.35	2028.35	0.29	199	14850	54	30024500
FUTSTKASIANPAINT25-JAN-2023	3026	3038.7	3061.75	3005.1	3020.8	3020.8	-0.17	28460	1454200	7271	4410364330
FUTSTKMOTHERSON23-FEB-2023	75.4	75.55	76.5	75.3	76.4	76.4	1.32	615	837000	124	63529312.5
FUTSTKGLENMARK25-JAN-2023	430.1	431.85	436.95	426.65	436.35	436.35	1.45	3376	1078800	744	466767325
FUTSTKNMDC29-MAR-2023	123.45	123.4	124.25	122.7	124.25	124.25	0.64	17	31500	7	3883050
FUTIDXFINNIFTY28-MAR-2023	19304.55	19147.6	19147.6	19011.15	19011.15	19011.15	-1.51	7	120	3	2289990
FUTSTKINDIGO23-FEB-2023	2022.85	2044	2061	2031.5	2058.1	2058.1	1.74	156	58800	196	120327135
FUTSTKSBILIFE29-MAR-2023	1279	0	0	0		1287.5	0.66	0	0	0	0
FUTSTKFSL25-JAN-2023	102.6	103	103.45	101.6	102.75	102.75	0.14	3020	2054000	395	210587000
FUTSTKHDFC29-MAR-2023	2667.3	0	0	0		2662.65	-0.17	6	0	0	0
FUTSTKMARICO25-JAN-2023	509	509.75	526.1	508.5	516.6	516.6	1.49	7016	3483600	2903	1807313520
FUTSTKPOWERGRID29-MAR-2023	214.4	210	211	208.65	210.25	210.25	-1.93	24	51300	19	10764360
FUTSTKBHEL29-MAR-2023	80.35	81.5	83.1	80.6	83.1	83.1	3.42	15	178500	17	14638575
FUTSTKHONAUT29-MAR-2023	41112.7	0	0	0		40497.5	-1.49	5	0	0	0
FUTSTKHINDALCO29-MAR-2023	467.15	471.7	471.7	467.95	471.15	471.15	0.85	29	11200	8	5272960
FUTSTKIDFCFIRSTB29-MAR-2023	61.15	61.5	61.5	60.65	60.65	61.3	0.24	30	165000	11	10082250
FUTSTKCROMPTON23-FEB-2023	341.85	341.6	343.95	340.55	341.9	341.9	0.01	79	37500	25	12814200
FUTSTKUBL23-FEB-2023	1695.35	1680	1680	1665	1674.75	1674.75	-1.21	19	4400	11	7353100
FUTSTKSRF25-JAN-2023	2273.2	2279	2287.5	2250.5	2279.25	2279.25	0.26	12013	529875	1413	1203277088
FUTSTKGMRINFRA29-MAR-2023	40.65	40.9	40.9	40.9	40.9	41.05	0.98	10	45000	2	1840500
FUTSTKCOROMANDEL29-MAR-2023	909.6	0	0	0		916.8	0.79	0	0	0	0
FUTSTKPAGEIND25-JAN-2023	42375.15	42945.75	42945.75	42037.2	42437.1	42437.1	0.14	6692	13155	877	556275588.8
FUTSTKNAVINFLUOR29-MAR-2023	4004.45	0	0	0		4005	0.01	0	0	0	0
FUTSTKOBEROIRLTY23-FEB-2023	861.65	868	869.8	856	867.3	867.3	0.65	24	7000	10	6049400
FUTSTKHDFCAMC23-FEB-2023	2171.75	2179.45	2192	2158.5	2190.95	2190.95	0.88	284	15000	50	32693985
FUTSTKHINDUNILVR25-JAN-2023	2548.3	2553.5	2600.15	2553.5	2594.8	2594.8	1.82	27310	2311200	7704	5969452560
FUTSTKRAIN29-MAR-2023	179.3	178	181.4	178	181.4	180.2	0.5	7	10500	3	1884925
FUTSTKINDIACEM29-MAR-2023	223.05	221.05	221.05	221.05	221.05	224.15	0.49	3	2900	1	641045
FUTSTKGRANULES29-MAR-2023	328.25	0	0	0		331.3	0.92	0	0	0	0
FUTSTKABFRL23-FEB-2023	282.85	282.6	284.85	280.1	282.95	282.95	0.03	142	179400	69	50656840
FUTSTKHEROMOTOCO23-FEB-2023	2705.35	2716	2761	2716	2760.1	2760.1	2.02	246	6600	22	18098730
FUTSTKLT25-JAN-2023	2079.6	2081.25	2101.9	2077.5	2095.05	2095.05	0.74	27146	2023500	6745	4231148985
FUTSTKGMRINFRA23-FEB-2023	40.35	40.5	40.9	40.25	40.85	40.85	1.23	163	1327500	59	53853750
FUTSTKNAUKRI29-MAR-2023	3841	3836.7	3836.7	3720	3751.5	3751.5	-2.33	19	2250	18	8459631.25
FUTSTKTORNTPHARM29-MAR-2023	1572.6	0	0	0		1585.7	0.83	0	0	0	0
FUTIDXMIDCPNIFTY10-JAN-2023	7128.3	0	0	0		7170.65	0.59	0	0	0	0
FUTSTKBERGEPAINT29-MAR-2023	582.75	587.6	589.25	582.05	582.5	582.5	-0.04	28	13200	12	7722550
FUTSTKSYNGENE29-MAR-2023	600	598.9	598.9	598.9	598.9	600.6	0.1	2	2000	2	1197800
FUTSTKABBOTINDIA23-FEB-2023	22044.1	22050	22257.75	22050	22251.2	22251.2	0.93	37	800	20	17730276
FUTSTKIEX25-JAN-2023	141	140.85	141.6	139.25	141.2	141.2	0.14	10950	3877500	1034	544986562.5
FUTSTKLUPIN29-MAR-2023	746.25	752.4	755	752.4	755	755	1.17	11	3400	4	2562580
FUTSTKGMRINFRA25-JAN-2023	40.15	40.15	40.7	39.95	40.6	40.6	1.12	6089	23130000	1028	931082625
FUTIDXMIDCPNIFTY24-JAN-2023	7146.6	0	0	0		7189	0.59	0	0	0	0
FUTSTKBERGEPAINT23-FEB-2023	578.2	584.8	585.35	577.2	579.4	579.4	0.2	109	26400	24	15326575
FUTSTKGRASIM25-JAN-2023	1698.05	1700	1713.3	1683.3	1705.3	1705.3	0.42	16320	900125	1895	1529416780
FUTSTKHINDPETRO29-MAR-2023	244.85	249.25	249.25	249.25	249.25	249.25	1.79	3	2700	1	672975
FUTSTKMGL25-JAN-2023	853.35	853.4	873	849.15	871.5	871.5	2.12	2911	791200	989	683575160
FUTSTKICICIPRULI25-JAN-2023	471.2	475.15	475.15	467.7	473.85	473.85	0.56	11434	1906500	1271	899244750
FUTIDXBANKNIFTY25-JAN-2023	43136.15	43255.3	43300	42473.6	42770.9	42770.9	-0.84	95666	4319925	172797	1.85073E+11
FUTSTKPOWERGRID23-FEB-2023	211.6	212.05	212.05	207.35	209.5	209.5	-0.99	678	799200	296	167024565
FUTSTKNAUKRI23-FEB-2023	3828.15	3832.05	3852	3700	3742.4	3742.4	-2.23	432	72000	576	272283500
FUTSTKRECLTD23-FEB-2023	122.8	123	124.7	121.55	124.3	124.3	1.22	278	1264000	158	155666000
FUTSTKEXIDEIND25-JAN-2023	179.55	179.3	182.25	178.8	181.7	181.7	1.19	6464	3747600	1041	677962260
FUTSTKHINDPETRO25-JAN-2023	241.9	244.45	249.75	242.5	247.25	247.25	2.21	7460	7130700	2641	1754751870
FUTSTKBIOCON23-FEB-2023	263.15	263.15	263.85	261.95	263.3	263.3	0.05	367	119600	52	31409605
FUTSTKCUB25-JAN-2023	178.6	178.8	179.95	176.55	178.75	178.75	0.08	1745	2945000	589	525695500
FUTSTKNAVINFLUOR25-JAN-2023	3959.35	3985.6	3992.75	3932.05	3964.7	3964.7	0.13	2588	125700	838	497692687.5
FUTSTKEICHERMOT25-JAN-2023	3231.4	3228.85	3279	3220	3272.7	3272.7	1.27	15093	710150	4058	2315635053
FUTSTKNESTLEIND25-JAN-2023	19613.9	19620.1	19995	19620.05	19869	19869	1.3	5952	65240	1631	1294237074
FUTSTKSAIL23-FEB-2023	85.9	86.15	88.1	85.05	87.85	87.85	2.27	866	3328000	416	288508000
FUTSTKPEL25-JAN-2023	819.9	823.9	824.05	798.5	809.3	809.3	-1.29	10296	1652200	3004	1335050833
FUTSTKICICIGI25-JAN-2023	1254.5	1255.6	1285.85	1250.5	1282.7	1282.7	2.24	7856	623900	1468	794161162.5
FUTSTKRAMCOCEM25-JAN-2023	705.6	706.85	709.3	698.8	708.45	708.45	0.4	4243	641750	755	452496225
FUTSTKHINDCOPPER29-MAR-2023	116.45	117.8	118	116.55	116.55	117.4	0.81	5	33600	7	3930240
FUTSTKM&MFIN25-JAN-2023	234.4	235.9	241.55	234.55	236.1	236.1	0.72	5976	19424000	4856	4627404200
FUTSTKTATACONSUM25-JAN-2023	764.3	764.7	782.55	764.35	768.2	768.2	0.51	9823	4032000	4480	3111137910
FUTSTKDIXON25-JAN-2023	3865.8	3870	3886.8	3765.25	3829.95	3829.95	-0.92	3463	136875	1095	522532768.8
FUTSTKBHARATFORG25-JAN-2023	865.65	866	885.55	860.15	884.2	884.2	2.14	6513	2418000	2418	2114477550
FUTSTKDLF29-MAR-2023	377.95	379.35	379.35	379.35	379.35	379.35	0.37	14	3300	2	1251855
FUTSTKDEEPAKNTR25-JAN-2023	1954.1	1955.4	1969.2	1920.65	1952.6	1952.6	-0.07	5519	341250	1365	663754275
FUTSTKBAJFINANCE25-JAN-2023	6586.25	6495	6505.15	6039	6120.1	6120.1	-7.07	50910	6851000	54808	42257334750
FUTSTKZEEL25-JAN-2023	237.6	238.15	240.9	236.35	240.6	240.6	1.26	27052	8541000	2847	2038596000
FUTSTKCHAMBLFERT25-JAN-2023	317.65	318.95	321.95	314.7	319.15	319.15	0.47	4636	3703500	2469	1181127150
FUTSTKADANIENT25-JAN-2023	3832.75	3832	3851.9	3762	3841.15	3841.15	0.21	49989	2758000	11032	10528304038
FUTSTKBOSCHLTD25-JAN-2023	16869.65	16912.45	17029	16746.6	17003.4	17003.4	0.79	2681	33200	664	562391920
FUTSTKDELTACORP23-FEB-2023	215.2	215	216.5	213.45	216.3	216.3	0.51	193	140000	50	30098740
FUTSTKMARUTI23-FEB-2023	8498.6	8521.2	8566	8482.4	8548.75	8548.75	0.59	609	13300	133	113331505
FUTSTKDABUR25-JAN-2023	561.7	564.2	575.65	563.5	574.25	574.25	2.23	9522	3361250	2689	1919619688
FUTIDXMIDCPNIFTY31-JAN-2023	7140	7133.25	7184.05	7133.25	7178.8	7178.8	0.54	4	300	4	2150220
FUTSTKTORNTPOWER25-JAN-2023	485.95	487.15	488.65	481.05	487.4	487.4	0.29	2174	588000	392	285023700
FUTSTKINDUSTOWER25-JAN-2023	185.15	185.55	187.75	185.55	187.45	187.45	1.24	5232	2444400	873	456979320
FUTSTKHAL25-JAN-2023	2493.7	2472.3	2532.15	2469.85	2526.1	2526.1	1.29	10834	845400	2818	2115652845
FUTSTKAMBUJACEM25-JAN-2023	521.9	521.15	528.4	516	527.45	527.45	1.06	45253	10260000	5700	5370346980
FUTSTKTORNTPHARM25-JAN-2023	1552.55	1554.15	1570	1548.3	1565.65	1565.65	0.84	3423	175000	350	273549100
FUTSTKAUBANK25-JAN-2023	637	637.2	638.65	618.1	628.85	628.85	-1.27	8906	3540000	3540	2218320150
FUTSTKITC25-JAN-2023	328.1	328.8	334.8	328.8	334.2	334.2	1.85	41190	13072000	8170	4350000320
FUTSTKVEDL25-JAN-2023	309.15	310.6	313.8	308.1	313.05	313.05	1.26	16567	10026000	5013	3116518400
