CONTRACT_D	PREVIOUS_S	OPEN_PRICE	HIGH_PRICE	LOW_PRICE	CLOSE_PRIC	SETTLEMENT	NET_CHANGE	OI_NO_CON	TRADED_QUA	TRD_NO_CON	TRADED_VAL
FUTSTKALKEM23-FEB-2023	3057.95	2990	2997.85	2974.85	2974.85	2974.85	-2.71	58	1200	6	3587400
FUTSTKRECLTD25-JAN-2023	123.45	122.95	124.1	120.25	122.6	122.6	-0.68	9379	33384000	4173	4089061600
FUTSTKIEX23-FEB-2023	143.7	143.4	143.4	140.8	141.05	141.05	-1.84	818	603750	161	85557000
FUTSTKHINDALCO25-JAN-2023	481	476.7	479.4	459.55	461.35	461.35	-4.08	15326	14817600	10584	6897049880
FUTSTKIBULHSGFIN29-MAR-2023	153.4	151	151.35	147.1	147.4	147.4	-3.91	22	40000	10	5969800
FUTSTKIOC29-MAR-2023	79.8	79.15	79.45	78.2	78.9	79.35	-0.56	20	117000	12	9247875
FUTSTKCOALINDIA25-JAN-2023	224.8	225.1	225.1	216.5	217.45	217.45	-3.26	5728	18358200	4371	4016691840
FUTSTKINDUSINDBK29-MAR-2023	1260	1279.45	1284	1220.5	1239.9	1239.9	-1.59	332	28800	64	35971560
FUTSTKMUTHOOTFIN25-JAN-2023	1088	1087.15	1095	1068	1082.45	1082.45	-0.51	12585	958650	1743	1039641735
FUTSTKCOLPAL29-MAR-2023	1541.75	1537	1537	1537	1537	1537	-0.3	7	350	1	537950
FUTSTKDEEPAKNTR23-FEB-2023	2012	2000	2001.15	1949.7	1957.05	1957.05	-2.73	338	53750	215	105841862.5
FUTSTKTRENT23-FEB-2023	1362.45	1362	1362	1310.3	1317.15	1317.15	-3.32	50	28000	70	37306920
FUTSTKAPOLLOTYRE29-MAR-2023	330.65	325.65	325.65	319.2	325.55	325.25	-1.63	10	31500	9	10166100
FUTSTKOBEROIRLTY29-MAR-2023	891.25	0	0	0		873.85	-1.95	0	0	0	0
FUTSTKMGL23-FEB-2023	858.05	853.2	856.6	844.45	851.25	851.25	-0.79	144	14400	18	12240960
FUTSTKGRASIM23-FEB-2023	1736.1	1736.1	1741.8	1702.45	1708.55	1708.55	-1.58	55	24700	52	42314686.25
FUTSTKCHOLAFIN29-MAR-2023	740.25	0	0	0		729.9	-1.39	2	0	0	0
FUTSTKIBULHSGFIN23-FEB-2023	152.3	152.55	152.55	145.3	146.65	146.65	-3.7	617	2016000	504	298432600
FUTSTKCUMMINSIND29-MAR-2023	1418.35	1391.7	1391.7	1391.7	1391.7	1414.95	-0.23	3	1200	2	1670040
FUTSTKNATIONALUM23-FEB-2023	83.6	82.75	82.75	80.3	81.1	81.1	-2.99	305	1702500	227	138282750
FUTSTKMCDOWELL-N23-FEB-2023	875.6	874.05	876.8	858.6	861.5	861.5	-1.61	199	86250	138	74695968.75
FUTSTKRAMCOCEM29-MAR-2023	724.75	0	0	0		719.7	-0.69	0	0	0	0
FUTSTKMANAPPURAM23-FEB-2023	122.9	122.75	125.2	120.6	122.5	122.5	-0.32	331	1356000	226	166553700
FUTSTKGODREJCP29-MAR-2023	907.15	0	0	0		902.8	-0.47	3	0	0	0
FUTSTKNMDC25-JAN-2023	126.45	125.95	126.5	121.55	122.3	122.3	-3.28	7750	14580000	3240	1795481550
FUTSTKWIPRO29-MAR-2023	402.85	399.5	399.5	394	394.45	394.45	-2.08	72	61500	41	24348825
FUTSTKLALPATHLAB25-JAN-2023	2231.7	2225.45	2238.2	2197.15	2205.7	2205.7	-1.16	4668	326750	1307	723820350
FUTSTKBAJAJFINSV25-JAN-2023	1570.55	1567.75	1572.35	1545	1554.3	1554.3	-1.03	15963	1395500	2791	2172880375
FUTSTKTATASTEEL25-JAN-2023	119	119.35	119.45	115.65	116.15	116.15	-2.39	35179	69707000	12674	8147836675
FUTSTKUPL25-JAN-2023	724	725.6	725.65	714.1	717.55	717.55	-0.89	15384	2382900	1833	1712789130
FUTSTKACC23-FEB-2023	2471.25	2493.9	2503.55	2430.6	2436.45	2436.45	-1.4	86	23250	93	57336550
FUTSTKBATAINDIA29-MAR-2023	1672.35	0	0	0		1665	-0.43	1	0	0	0
FUTSTKPETRONET25-JAN-2023	217.45	218.25	220.7	214.85	217.25	217.25	-0.09	3948	7803000	2601	1696911300
FUTSTKINDIACEM23-FEB-2023	225.4	227	227	221.1	221.9	221.9	-1.55	64	124700	43	27892780
FUTSTKSBIN23-FEB-2023	616.9	618	618.55	607.7	609.55	609.55	-1.19	1642	1119000	746	684079650
FUTSTKHDFCBANK29-MAR-2023	1661.55	1659.3	1659.3	1632	1632	1635.6	-1.56	884	13750	25	22593670
FUTSTKJSWSTEEL29-MAR-2023	773	768	768	746	746.1	746.1	-3.47	28	24300	18	18328950
FUTSTKPIDILITIND23-FEB-2023	2564.2	2561.75	2561.75	2531.7	2536.5	2536.5	-1.08	92	8250	33	20987737.5
FUTSTKHONAUT23-FEB-2023	41439.55	40900	40987.9	40900	40987.9	40851.95	-1.41	10	45	3	1842625.5
FUTSTKDABUR23-FEB-2023	566.5	566.5	568.95	564.25	565.55	565.55	-0.16	67	56250	45	31881187.5
FUTSTKTRENT25-JAN-2023	1353.9	1365.5	1365.5	1303.5	1309.45	1309.45	-3.28	10104	952800	2382	1259609840
FUTSTKBALKRISIND23-FEB-2023	2150.1	2119.15	2126	2119.15	2123.6	2123.6	-1.23	61	2400	8	5092860
FUTSTKABBOTINDIA29-MAR-2023	22029.45	22200	22200	22200	22200	22285.7	1.16	2	40	1	888000
FUTSTKJSWSTEEL25-JAN-2023	768.25	768.35	768.35	736.05	737.3	737.3	-4.02	17425	7327800	5428	5469530805
FUTSTKBANKBARODA29-MAR-2023	189.5	185.55	186	183.65	186	185.6	-2.05	27	40950	7	7569022.5
FUTSTKWHIRLPOOL29-MAR-2023	1539.9	0	0	0		1529.55	-0.67	0	0	0	0
FUTSTKABB25-JAN-2023	2706.8	2707.7	2745	2707.7	2714.35	2714.35	0.27	7641	422000	1688	1150403000
FUTSTKHDFCBANK25-JAN-2023	1644.15	1643.65	1649.75	1614.6	1618.5	1618.5	-1.56	100555	11336600	20612	18488193515
FUTSTKALKEM29-MAR-2023	3077.5	0	0	0		3073.15	-0.14	2	0	0	0
FUTSTKMARUTI29-MAR-2023	8517.95	8496.95	8597.25	8450	8539.65	8539.65	0.25	18	600	6	5110645
FUTSTKJUBLFOOD25-JAN-2023	510.6	510.1	510.8	500	500.95	500.95	-1.88	11976	2715000	2172	1365843875
FUTSTKTVSMOTOR25-JAN-2023	1045.3	1043.35	1049.9	1016.55	1023.55	1023.55	-2.08	10694	2743300	3919	2820767250
FUTSTKASIANPAINT29-MAR-2023	3076.95	3080	3089	3060	3067.1	3067.1	-0.32	51	2800	14	8612840
FUTSTKTCS29-MAR-2023	3357.55	3358	3386.45	3332.45	3351.55	3351.55	-0.17	62	10500	60	35120837.5
FUTSTKICICIBANK29-MAR-2023	915.85	920	923.3	911.55	914.65	914.65	-0.13	436	17500	25	16022265
FUTSTKCANFINHOME23-FEB-2023	555.55	552.95	553.8	544.3	548.4	548.4	-1.28	68	47775	49	26209608.75
FUTSTKM&MFIN23-FEB-2023	236	236.85	238.7	233.3	234.85	234.85	-0.48	87	292000	73	68963600
FUTSTKSUNTV23-FEB-2023	488.85	485.05	485.05	479.5	480.05	480.05	-1.8	123	63000	42	30343650
FUTSTKTECHM25-JAN-2023	1027.4	1027.2	1032	1015.05	1022.65	1022.65	-0.46	20685	2877600	4796	2944499520
FUTSTKCHOLAFIN25-JAN-2023	733	729.55	740.65	717.2	719.95	719.95	-1.78	5254	1610000	1288	1166674250
FUTSTKDEEPAKNTR29-MAR-2023	2031.1	1970	1970	1965.05	1965.05	1965.05	-3.25	11	1000	4	1968425
FUTSTKRELIANCE23-FEB-2023	2588.55	2585	2585	2542	2546.6	2546.6	-1.62	1868	377500	1510	964700700
FUTSTKCOFORGE25-JAN-2023	4007.3	4004.9	4008.25	3917.25	3932.95	3932.95	-1.85	3621	288900	1926	1142796833
FUTSTKPOLYCAB29-MAR-2023	2632.6	0	0	0		2637.75	0.19	0	0	0	0
FUTSTKL&TFH29-MAR-2023	91.85	90.75	90.75	90.75	90.75	89.9	-2.12	5	8924	1	809853
FUTSTKHDFCAMC29-MAR-2023	2224.9	2185	2197.15	2170	2194	2215.5	-0.42	7	2100	7	4597125
FUTSTKIDEA25-JAN-2023	8	7.95	7.95	7.7	7.85	7.85	-1.87	8496	101570000	1451	793772000
FUTSTKMUTHOOTFIN23-FEB-2023	1079.55	1078.1	1082.65	1057.8	1070.1	1070.1	-0.87	263	49500	90	52912640
FUTSTKLICHSGFIN25-JAN-2023	424.35	424.85	425.95	413.15	422.3	422.3	-0.48	6069	4588000	2294	1924841200
FUTSTKZYDUSLIFE29-MAR-2023	431.5	0	0	0		430.6	-0.2	1	0	0	0
FUTSTKBOSCHLTD23-FEB-2023	17298.55	17225	17225	16900	16944.25	16944.25	-2.04	32	900	18	15289765
FUTSTKWHIRLPOOL25-JAN-2023	1522.35	1519.9	1521.5	1496.4	1511.15	1511.15	-0.73	1914	152950	437	230700610
FUTSTKM&M29-MAR-2023	1269.4	1260	1260	1250	1256.7	1256.7	-1	11	4900	7	6147890
FUTSTKMETROPOLIS23-FEB-2023	1374	1372.15	1377.85	1362.55	1364	1364	-0.72	121	6000	15	8214140
FUTSTKNAUKRI25-JAN-2023	3940.1	3931.95	3945.05	3809	3826.75	3826.75	-2.87	9664	402125	3217	1549853394
FUTSTKBANKBARODA25-JAN-2023	188.55	187.75	189.4	182.1	183.5	183.5	-2.67	14201	54756000	9360	10109076998
FUTSTKESCORTS29-MAR-2023	2201.65	0	0	0		2179.4	-1.01	0	0	0	0
FUTSTKASIANPAINT23-FEB-2023	3062.9	3074.5	3074.5	3033.1	3043.9	3043.9	-0.62	578	66600	333	203566070
FUTSTKDELTACORP29-MAR-2023	220.95	220	220	220	220	216.7	-1.92	6	2800	1	616000
FUTSTKMETROPOLIS25-JAN-2023	1373.75	1368.1	1378.95	1358	1364.6	1364.6	-0.66	3450	322000	805	440991000
FUTSTKHAVELLS25-JAN-2023	1132.55	1135.05	1155.7	1122.7	1151.6	1151.6	1.68	9345	1841000	3682	2105520275
FUTSTKGUJGASLTD25-JAN-2023	491.8	492.95	495.35	476.45	477.9	477.9	-2.82	3454	2422500	1938	1171766313
FUTSTKSRF23-FEB-2023	2332	2325	2325	2277.25	2282.75	2282.75	-2.11	216	23250	62	53338725
FUTSTKINDIAMART29-MAR-2023	4421	0	0	0		4429.15	0.18	6	0	0	0
FUTSTKHAVELLS29-MAR-2023	1146.1	1141.95	1142.45	1141.95	1142.45	1166.95	1.81	4	1000	2	1142200
FUTSTKTITAN25-JAN-2023	2625.65	2631	2635.6	2595.05	2610.8	2610.8	-0.56	17374	1531125	4083	4000330538
FUTSTKNESTLEIND29-MAR-2023	20066.7	0	0	0		19829.55	-1.18	5	0	0	0
FUTSTKASTRAL25-JAN-2023	2014.35	2019.95	2047.7	1998.1	2019.85	2019.85	0.27	6061	938850	3414	1900399009
FUTSTKM&MFIN29-MAR-2023	238.05	236	236	235	235	237.85	-0.08	5	36000	9	8479600
FUTSTKGRANULES25-JAN-2023	328.9	330	330.4	322.35	324.45	324.45	-1.35	3848	1236000	618	401899400
FUTSTKHDFCLIFE25-JAN-2023	599.35	600.15	611.9	597.7	600.2	600.2	0.14	12602	9607400	8734	5809592470
FUTSTKAPOLLOHOSP25-JAN-2023	4516.95	4526	4533.05	4441.75	4453.15	4453.15	-1.41	13796	490375	3923	2196772044
FUTSTKMPHASIS29-MAR-2023	2036.55	2014.35	2033	2014.35	2033	2038.15	0.07	6	1650	6	3336987.5
FUTSTKATUL23-FEB-2023	8263.45	8122.55	8122.55	7990	7993.3	8053.55	-2.54	19	1200	16	9646316.25
FUTSTKCUB23-FEB-2023	180.1	181	181	177	178.9	178.9	-0.66	103	310000	62	55442500
FUTSTKCROMPTON25-JAN-2023	348.8	349.6	350.5	339.6	340.6	340.6	-2.35	2903	1390500	927	477390375
FUTSTKAMBUJACEM23-FEB-2023	538.25	539.55	542.65	523.85	525.05	525.05	-2.45	708	604800	336	322428780
FUTSTKGODREJCP23-FEB-2023	901.35	906	908.1	896	896.4	896.4	-0.54	41	14000	14	12607750
FUTSTKDLF25-JAN-2023	382.55	382.15	382.7	369.7	373.3	373.3	-2.41	26154	9789450	5933	3663282480
FUTSTKCANBK23-FEB-2023	339.6	338.9	340.5	327.85	329.3	329.3	-3.03	435	1984500	735	659787660
FUTSTKINDIAMART23-FEB-2023	4321.95	4341.5	4343.4	4340.15	4340.15	4401.05	1.83	45	450	3	1953757.5
FUTSTKNTPC25-JAN-2023	168.65	168.9	168.9	165.3	167.3	167.3	-0.8	9479	10852800	1904	1812848235
FUTSTKAPOLLOHOSP23-FEB-2023	4546.7	4552.25	4552.25	4472.35	4480.3	4480.3	-1.46	123	16000	128	72272750
FUTSTKPOWERGRID25-JAN-2023	216.85	216.6	216.6	211.45	211.95	211.95	-2.25	12162	7535700	2791	1607048775
FUTSTKCHAMBLFERT29-MAR-2023	319.65	322	322	317.7	317.7	317.7	-0.61	4	3000	2	959550
FUTSTKBALRAMCHIN23-FEB-2023	405.6	402.3	403.05	382.15	389.25	389.25	-4.03	504	254400	159	99536160
FUTSTKIRCTC23-FEB-2023	646.9	647.35	647.35	635.6	637.1	637.1	-1.51	1114	141750	162	90635300
FUTSTKGRANULES23-FEB-2023	331	331	331	325	326.55	326.55	-1.34	45	62000	31	20270600
FUTSTKPERSISTENT25-JAN-2023	4056.85	4039.95	4074.5	3894.55	3933.3	3933.3	-3.04	2712	452025	2583	1785119359
FUTIDXNIFTY25-JAN-2023	18317.3	18299	18303.3	18083.2	18103.05	18103.05	-1.16	223308	10588200	211764	1.92351E+11
FUTSTKLTIM25-JAN-2023	4376.6	4331.95	4335	4275.45	4300.5	4300.5	-1.73	12386	529350	3529	2277065363
FUTSTKSBICARD25-JAN-2023	793.55	786.2	796	781.15	786.45	786.45	-0.89	8824	1476800	1846	1161963200
FUTSTKRBLBANK29-MAR-2023	189.65	186.65	186.65	182	182	182.8	-3.61	7	25000	5	4623250
FUTSTKBHARATFORG29-MAR-2023	893	876	876	870	872	874.4	-2.08	3	3000	3	2618000
FUTSTKPFC23-FEB-2023	157.15	156.8	157.65	152.95	155.65	155.65	-0.95	236	1922000	310	298689960
FUTSTKDRREDDY29-MAR-2023	4306.5	4306.5	4306.5	4302.9	4302.9	4302.9	-0.08	15	250	2	1076175
FUTSTKIPCALAB29-MAR-2023	863.65	0	0	0		869.35	0.65	1	0	0	0
FUTSTKPERSISTENT23-FEB-2023	4047.65	4010	4010.8	3887.55	3920.65	3920.65	-3.13	107	11900	68	46820830
FUTSTKGODREJPROP23-FEB-2023	1254.75	1252.45	1252.45	1220	1223.5	1223.5	-2.49	247	43350	102	53398976.25
FUTSTKTATAMOTORS23-FEB-2023	397.8	397.6	397.6	388	389	389	-2.21	2495	2003550	1406	782426673.8
FUTSTKJKCEMENT23-FEB-2023	2993.65	3005.4	3009	2927.8	2932.15	2932.15	-2.05	39	10500	42	31216562.5
FUTSTKSBICARD29-MAR-2023	802.65	794	794.5	793	794.5	796.45	-0.77	11	7200	9	5717520
FUTSTKCONCOR29-MAR-2023	756	740	740	740	740	741.9	-1.86	1	1000	1	740000
FUTSTKBATAINDIA25-JAN-2023	1651.7	1653.85	1653.9	1633.45	1645.2	1645.2	-0.39	8890	304425	1107	499960106.3
FUTSTKTORNTPHARM23-FEB-2023	1559.65	1547.55	1547.55	1539.55	1545.1	1545.1	-0.93	7	3000	6	4626100
FUTSTKIRCTC29-MAR-2023	647	640	641.2	636.2	637.5	645.3	-0.26	30	34125	39	21813750
FUTSTKDELTACORP25-JAN-2023	218.2	217.55	217.55	213	214.15	214.15	-1.85	5587	2170000	775	466636100
FUTSTKBPCL25-JAN-2023	338.75	340.55	342.7	335	337.85	337.85	-0.26	8007	4467600	2482	1511128260
FUTSTKBHARTIARTL29-MAR-2023	830.75	829	829	818.95	818.95	818.95	-1.42	6	3800	4	3133527.5
FUTSTKLT29-MAR-2023	2124	2125	2125	2091	2099.45	2099.45	-1.15	30	4800	16	10074435
FUTSTKHAVELLS23-FEB-2023	1138	1144.5	1160.4	1131	1157.25	1157.25	1.69	117	28000	56	32222700
FUTSTKEICHERMOT29-MAR-2023	3265.15	3266	3272.85	3264	3272.85	3266.2	0.03	6	875	5	2859421.25
FUTSTKFSL23-FEB-2023	104.85	104	104	103	103.1	103.1	-1.66	135	197600	38	20418840
FUTSTKPVR23-FEB-2023	1725.55	1765	1799.3	1700	1708	1708	-1.01	172	50061	123	86715806.65
FUTSTKHINDUNILVR29-MAR-2023	2588.9	2595.25	2595.25	2575.7	2575.7	2575.7	-0.5	10	1200	4	3101760
FUTSTKMOTHERSON25-JAN-2023	76.45	76.3	76.6	74.2	75.05	75.05	-1.83	10629	8113500	1202	608981287.5
FUTSTKOFSS29-MAR-2023	3047.8	0	0	0		3062.6	0.48	0	0	0	0
FUTSTKCIPLA23-FEB-2023	1088	1083.2	1091	1076.8	1078.35	1078.35	-0.88	69	24050	37	26004972.5
FUTSTKHINDUNILVR23-FEB-2023	2573	2578.2	2578.2	2553.4	2564.3	2564.3	-0.33	213	19500	65	50038515
FUTSTKGODREJCP25-JAN-2023	895.2	895	905.25	890.7	892.2	892.2	-0.33	5261	1036000	1036	929541400
FUTSTKBAJFINANCE29-MAR-2023	6738.6	6720	6726.3	6663.9	6668.75	6668.75	-1.03	338	4500	36	30101400
FUTSTKSRF29-MAR-2023	2339.9	2320	2326.75	2302	2315.35	2301.2	-1.65	8	2250	6	5204175
FUTSTKCHAMBLFERT23-FEB-2023	315	315.3	320.25	313.35	315.85	315.85	0.26	409	252000	168	79830300
FUTSTKGLENMARK29-MAR-2023	441.7	435.5	436.1	435.5	435.8	435.8	-1.33	3	2900	2	1263820
FUTSTKONGC25-JAN-2023	150	149.05	149.25	145.35	146.6	146.6	-2.26	7869	14768600	3836	2168621070
FUTSTKBOSCHLTD29-MAR-2023	17409.3	17000	17000	17000	17000	17124.5	-1.63	1	50	1	850000
FUTSTKIPCALAB23-FEB-2023	851.75	0	0	0		863.8	1.41	39	0	0	0
FUTSTKMFSL25-JAN-2023	712.05	713.55	728.2	710.15	715.5	715.5	0.48	9270	2234700	3438	1604485610
FUTSTKBALRAMCHIN25-JAN-2023	404.9	403.15	404.35	380.95	388.4	388.4	-4.07	4653	4708800	2943	1840881120
FUTSTKPOLYCAB25-JAN-2023	2607.25	2605.95	2609.85	2571.45	2598.75	2598.75	-0.32	2592	251400	838	651137010
FUTSTKCOFORGE29-MAR-2023	3938	3938.1	3939	3871.65	3871.65	3871.65	-1.68	17	1050	7	4119337.5
FUTSTKASHOKLEY23-FEB-2023	149.3	149.05	149.1	146.4	147.5	147.5	-1.2	294	790000	158	116665750
FUTSTKIEX29-MAR-2023	144.95	142.2	142.2	141.5	141.5	141.5	-2.38	14	7500	2	1063875
FUTSTKALKEM25-JAN-2023	3024	3025.8	3028.85	3003.9	3014.9	3014.9	-0.3	1465	71600	358	216104300
FUTSTKIDFC25-JAN-2023	85.05	85	85.5	82.6	83.7	83.7	-1.58	11126	25690000	2569	2155750500
FUTSTKCUMMINSIND23-FEB-2023	1389.55	1398.4	1414.35	1374.1	1378.5	1378.5	-0.79	60	26400	44	36728370
FUTSTKAPOLLOTYRE23-FEB-2023	328.6	326.35	326.35	318	322.65	322.65	-1.81	98	343000	98	110494825
FUTSTKABB23-FEB-2023	2715.3	2728.75	2758	2728.75	2731	2731	0.57	51	5250	21	14387150
FUTSTKKOTAKBANK29-MAR-2023	1863	1862	1862	1846.55	1851.95	1851.95	-0.59	20	3600	9	6676140
FUTSTKNTPC23-FEB-2023	168.6	168.6	168.65	165.65	167.35	167.35	-0.74	257	524400	92	87599025
FUTSTKRECLTD29-MAR-2023	124.1	122.25	124.05	121.5	122.35	122.35	-1.41	22	96000	12	11780800
FUTSTKHINDCOPPER25-JAN-2023	116.8	117.1	117.1	113.7	114.8	114.8	-1.71	3844	5779200	1204	663082560
FUTSTKZYDUSLIFE25-JAN-2023	427.25	427.7	428.2	421.5	426.15	426.15	-0.25	5566	1445400	803	613804320
FUTSTKGUJGASLTD29-MAR-2023	498.5	481	481	481	481	485.1	-2.68	1	1250	1	601250
