CONTRACT_D	PREVIOUS_S	OPEN_PRICE	HIGH_PRICE	LOW_PRICE	CLOSE_PRIC	SETTLEMENT	NET_CHANGE	OI_NO_CON	TRADED_QUA	TRD_NO_CON	UNDRLNG_ST	NOTIONAL_V	PREMIUM_TR
OPTIDXNIFTY05-JAN-2023CE15050	3155.8	0	0	0		3188.1	32.3	0	0	0	18232.55	0	0
OPTSTKMRF29-MAR-2023PE89000	5315.95	0	0	0		4920.95	395	0	0	0	88874.7	0	0
OPTIDXMIDCPNIFTY17-JAN-2023PE7200	140.3	0	0	0		135.5	4.8	0	0	0	7212.2	0	0
OPTSTKATUL25-JAN-2023PE7200	16.3	0	0	0		16.25	0.05	0	0	0	8174.85	0	0
OPTSTKJKCEMENT23-FEB-2023PE3300	388.55	0	0	0		380.85	7.7	0	0	0	2964.75	0	0
OPTIDXNIFTY25-JAN-2023PE18000	147.8	146.95	168.3	117.4	123.35	123.35	24.45	72733	3066900	61338	18232.55	55633119483	428919482.5
OPTIDXFINNIFTY24-JAN-2023PE18750	287.1	0	0	0		237.55	49.55	0	0	0	19196.05	0	0
OPTSTKPOLYCAB25-JAN-2023PE3300	706.6	0	0	0		696.3	10.3	0	0	0	2590.9	0	0
OPTSTKPIIND29-MAR-2023PE3300	167.35	0	0	0		165.05	2.3	0	0	0	3413	0	0
OPTIDXFINNIFTY17-JAN-2023CE18750	597.5	0	0	0		666.6	69.1	0	0	0	19196.05	0	0
OPTSTKBAJAJ-AUTO25-JAN-2023PE3300	6.3	6.4	6.6	3.4	3.85	3.85	2.45	152	62250	249	3601.8	205721962.5	296962.5
OPTIDXFINNIFTY03-JAN-2023PE18000	0.6	0.35	0.5	0.05	0.1	19196.05	19195.45	10524	2882680	72067	19196.05	51889014174	774174
OPTSTKVOLTAS29-MAR-2023CE790	67.95	0	0	0		70.95	3	0	0	0	808.3	0	0
OPTSTKNESTLEIND29-MAR-2023CE18000	2097.3	0	0	0		2227.05	129.75	0	0	0	19727.55	0	0
OPTSTKPIIND29-MAR-2023CE3300	331.3	0	0	0		330.3	1	0	0	0	3413	0	0
OPTIDXFINNIFTY31-JAN-2023PE18750	342.2	0	0	0		292.5	49.7	0	0	0	19196.05	0	0
OPTSTKIPCALAB23-FEB-2023CE790	72	0	0	0		81.55	9.55	0	0	0	849.95	0	0
OPTSTKIRCTC23-FEB-2023PE790	147.85	0	0	0		146.25	1.6	0	0	0	644.05	0	0
OPTSTKPFC25-JAN-2023CE77	73.05	0	0	0		79.35	6.3	0	0	0	156	0	0
OPTIDXNIFTY09-FEB-2023CE18000	645.3	0	0	0		658.45	13.15	1	0	0	18232.55	0	0
OPTSTKLTTS29-MAR-2023PE3300	127.2	0	0	0		129.15	1.95	0	0	0	3707.2	0	0
OPTSTKAPOLLOHOSP25-JAN-2023CE3300	1166.55	0	0	0		1204.35	37.8	0	0	0	4490.9	0	0
OPTSTKALKEM29-MAR-2023PE3300	310.55	0	0	0		290.55	20	0	0	0	3028.8	0	0
OPTSTKABBOTINDIA29-MAR-2023PE18000	135.65	0	0	0		112.9	22.75	0	0	0	21680.8	0	0
OPTIDXNIFTY23-FEB-2023CE18000	606.6	587.35	641	567	629.6	629.6	23	3056	54100	1082	18232.55	1007011390	33211390
OPTSTKPIIND25-JAN-2023CE3300	197.55	0	0	0		195.7	1.85	0	0	0	3413	0	0
OPTIDXNIFTY29-MAR-2023CE18000	742.2	792.55	792.55	703.05	766.25	766.25	24.05	9865	42450	849	18232.55	795721845	31621845
OPTSTKAXISBANK25-JAN-2023PE790	0.85	0	0	0		0.4	0.45	0	0	0	962.3	0	0
OPTSTKIOC29-MAR-2023CE77	5.7	0	0	0		5.95	0.25	0	0	0	78.5	0	0
OPTSTKDIXON29-MAR-2023CE3300	732.55	0	0	0		751.05	18.5	0	0	0	3922.2	0	0
OPTSTKAXISBANK29-MAR-2023PE790	11.3	0	0	0		8.85	2.45	0	0	0	962.3	0	0
OPTSTKSBICARD23-FEB-2023PE790	36.95	0	0	0		37.6	0.65	0	0	0	792.4	0	0
OPTSTKBOSCHLTD23-FEB-2023CE18000	603.15	0	0	0		577	26.15	0	0	0	17133.75	0	0
OPTSTKGODREJCP29-MAR-2023PE790	17.5	0	0	0		17.35	0.15	0	0	0	892.75	0	0
OPTSTKBHEL23-FEB-2023PE77	4.65	0	0	0		4.55	0.1	0	0	0	80.35	0	0
OPTSTKRECLTD25-JAN-2023CE77	43.75	0	0	0		46.35	2.6	0	0	0	123	0	0
OPTIDXNIFTY30-DEC-2027CE18000	6242.2	0	0	0		6261.15	18.95	0	0	0	18232.55	0	0
OPTSTKL&TFH23-FEB-2023PE77	1.55	0	0	0		1.4	0.15	0	0	0	90.4	0	0
OPTSTKICICIBANK29-MAR-2023PE790	11.25	0	0	0		11.2	0.05	0	0	0	901.35	0	0
OPTSTKITC25-JAN-2023PE327.5	2.8	3.3	3.75	2.9	3.3	3.3	0.5	218	187200	117	331.1	61943840	635840
OPTSTKMOTHERSON25-JAN-2023PE77	4.15	3	3.35	3	3.1	3.1	1.05	9	101250	15	76.05	8111137.5	314887.5
OPTSTKLUPIN25-JAN-2023PE790	62.3	0	0	0		58.05	4.25	3	0	0	737.95	0	0
OPTSTKRECLTD25-JAN-2023PE77	0	0	0	0		0	0	0	0	0	123	0	0
OPTIDXFINNIFTY24-JAN-2023CE21200	24.65	0	0	0		27.9	3.25	0	0	0	19196.05	0	0
OPTSTKITC25-JAN-2023CE392.5	0.1	0.3	0.3	0.25	0.25	0.05	0.05	29	20800	13	331.1	8169760	5760
OPTIDXFINNIFTY10-JAN-2023PE21200	2094.75	0	0	0		1977.05	117.7	0	0	0	19196.05	0	0
OPTIDXFINNIFTY07-FEB-2023PE21200	2059.5	0	0	0		1951.2	108.3	0	0	0	19196.05	0	0
OPTIDXFINNIFTY07-FEB-2023CE21200	76.9	0	0	0		86	9.1	0	0	0	19196.05	0	0
OPTIDXFINNIFTY17-JAN-2023CE21200	7.75	0	0	0		8.65	0.9	0	0	0	19196.05	0	0
OPTSTKITC25-JAN-2023PE392.5	58.1	0	0	0		59.9	1.8	0	0	0	331.1	0	0
OPTSTKITC23-FEB-2023PE392.5	56.9	0	0	0		58.55	1.65	0	0	0	331.1	0	0
OPTSTKITC23-FEB-2023CE392.5	1.1	0	0	0		0.9	0.2	0	0	0	331.1	0	0
OPTIDXFINNIFTY28-FEB-2023PE21200	2074.75	0	0	0		1974.2	100.55	0	0	0	19196.05	0	0
OPTIDXFINNIFTY17-JAN-2023PE21200	2074.6	0	0	0		1957.95	116.65	0	0	0	19196.05	0	0
OPTIDXFINNIFTY24-JAN-2023PE21200	2064.1	0	0	0		1949.95	114.15	0	0	0	19196.05	0	0
OPTIDXFINNIFTY31-JAN-2023CE21200	48.4	0	0	0		54.6	6.2	0	0	0	19196.05	0	0
OPTIDXFINNIFTY03-JAN-2023CE21200	0.25	0.55	0.55	0.05	0.1	19196.05	19195.8	357	47840	1196	19196.05	1014215308	7308
OPTIDXFINNIFTY28-FEB-2023CE21200	175.1	0	0	0		191.9	16.8	0	0	0	19196.05	0	0
OPTIDXFINNIFTY31-JAN-2023PE21200	2060.6	0	0	0		1949.4	111.2	0	0	0	19196.05	0	0
OPTIDXFINNIFTY03-JAN-2023PE21200	2121.65	0	0	0		19196.05	17074.4	0	0	0	19196.05	0	0
OPTIDXFINNIFTY10-JAN-2023CE21200	0.55	3.55	3.55	2.1	2.55	2.55	2	12	2560	64	19196.05	54279316	7316
OPTSTKPAGEIND23-FEB-2023CE54500	69.7	0	0	0		72.75	3.05	0	0	0	42166.4	0	0
OPTSTKCUB29-MAR-2023PE162.5	6.7	0	0	0		6.4	0.3	0	0	0	178.95	0	0
OPTSTKRAIN29-MAR-2023CE162.5	28.95	0	0	0		29.45	0.5	0	0	0	179.8	0	0
OPTSTKBANKBARODA29-MAR-2023CE162.5	32.85	0	0	0		33.7	0.85	0	0	0	187.5	0	0
OPTSTKINDUSTOWER25-JAN-2023PE162.5	0.65	0	0	0		0.6	0.05	0	0	0	189.7	0	0
OPTSTKRAIN29-MAR-2023PE162.5	10	0	0	0		9.6	0.4	0	0	0	179.8	0	0
OPTSTKASHOKLEY23-FEB-2023CE162.5	5	0	0	0		4.5	0.5	0	0	0	147.4	0	0
OPTSTKINDUSTOWER23-FEB-2023PE162.5	2.35	0	0	0		2.35	0	0	0	0	189.7	0	0
OPTSTKRBLBANK29-MAR-2023PE162.5	13.05	0	0	0		11.45	1.6	0	0	0	186.65	0	0
OPTSTKPOWERGRID25-JAN-2023CE162.5	53.25	0	0	0		53.8	0.55	0	0	0	215.6	0	0
OPTSTKONGC23-FEB-2023PE162.5	16.25	0	0	0		16.7	0.45	0	0	0	149.55	0	0
OPTSTKBAJAJ-AUTO25-JAN-2023CE3980	8.15	0	0	0		9.4	1.25	0	0	0	3601.8	0	0
OPTSTKABCAPITAL23-FEB-2023PE162.5	13.55	0	0	0		14.05	0.5	0	0	0	154.35	0	0
OPTSTKFEDERALBNK23-FEB-2023CE162.5	2.1	0	0	0		2	0.1	0	0	0	137.75	0	0
OPTSTKABCAPITAL29-MAR-2023PE162.5	15.9	0	0	0		16.35	0.45	0	0	0	154.35	0	0
OPTSTKPAGEIND25-JAN-2023PE54500	12349.75	0	0	0		12115	234.75	0	0	0	42166.4	0	0
OPTSTKEXIDEIND25-JAN-2023CE162.5	20.1	0	0	0		19.55	0.55	0	0	0	180.9	0	0
OPTSTKCUB23-FEB-2023CE162.5	21.7	0	0	0		22.1	0.4	0	0	0	178.95	0	0
OPTSTKBAJAJ-AUTO25-JAN-2023PE3980	397.15	0	0	0		371.5	25.65	0	0	0	3601.8	0	0
OPTSTKIBULHSGFIN23-FEB-2023CE162.5	13.55	0	0	0		11.45	2.1	0	0	0	150.65	0	0
OPTSTKABCAPITAL23-FEB-2023CE162.5	8	0	0	0		7.4	0.6	0	0	0	154.35	0	0
OPTSTKIEX25-JAN-2023PE162.5	20.65	0	0	0		20.25	0.4	0	0	0	142.65	0	0
OPTSTKRBLBANK29-MAR-2023CE162.5	34.5	0	0	0		38.15	3.65	0	0	0	186.65	0	0
OPTSTKNTPC29-MAR-2023CE162.5	14.5	0	0	0		14.1	0.4	0	0	0	167.6	0	0
OPTSTKBANKBARODA25-JAN-2023CE162.5	25.8	0	0	0		26.8	1	0	0	0	187.5	0	0
OPTSTKONGC29-MAR-2023PE162.5	18.25	0	0	0		18.7	0.45	0	0	0	149.55	0	0
OPTSTKRBLBANK25-JAN-2023CE162.5	23.9	0	0	0		27.9	4	3	0	0	186.65	0	0
OPTSTKBANKBARODA25-JAN-2023PE162.5	0.65	0.6	0.6	0.5	0.55	1.15	0.5	45	93600	16	187.5	15261480	51480
OPTSTKRAIN25-JAN-2023CE162.5	20.25	0	0	0		20.8	0.55	0	0	0	179.8	0	0
OPTSTKBAJAJ-AUTO29-MAR-2023PE3980	417.3	0	0	0		396.75	20.55	0	0	0	3601.8	0	0
OPTSTKCOALINDIA25-JAN-2023PE162.5	0	0	0	0		0	0	0	0	0	224.1	0	0
OPTSTKNTPC23-FEB-2023CE162.5	11.8	0	0	0		11.4	0.4	0	0	0	167.6	0	0
OPTSTKABCAPITAL25-JAN-2023PE162.5	10.7	0	0	0		11.25	0.55	0	0	0	154.35	0	0
OPTSTKIBULHSGFIN25-JAN-2023CE162.5	5.65	5.55	5.55	3.4	3.7	3.7	1.95	140	292000	73	150.65	48594000	1144000
OPTSTKRAIN25-JAN-2023PE162.5	3.2	0	0	0		2.85	0.35	0	0	0	179.8	0	0
OPTSTKFEDERALBNK29-MAR-2023CE162.5	4.15	0	0	0		4.1	0.05	0	0	0	137.75	0	0
OPTSTKONGC23-FEB-2023CE162.5	5.75	0	0	0		5.3	0.45	0	0	0	149.55	0	0
OPTSTKINDUSTOWER23-FEB-2023CE162.5	31.4	0	0	0		31.05	0.35	0	0	0	189.7	0	0
OPTSTKCOALINDIA25-JAN-2023CE162.5	62.95	0	0	0		62.3	0.65	0	0	0	224.1	0	0
OPTSTKHAL25-JAN-2023PE2940	397.95	0	0	0		398.85	0.9	0	0	0	2539	0	0
OPTSTKMARICO29-MAR-2023CE445	73.35	0	0	0		76.95	3.6	0	0	0	510.6	0	0
OPTSTKBOSCHLTD25-JAN-2023CE17500	319.9	324.4	324.4	280	296.6	296.6	23.3	61	600	12	17133.75	10679415	179415
OPTIDXFINNIFTY31-JAN-2023PE17500	57.8	0	0	0		44.35	13.45	0	0	0	19196.05	0	0
OPTSTKPFC25-JAN-2023PE164	14.8	0	0	0		9.95	4.85	0	0	0	156	0	0
OPTIDXFINNIFTY24-JAN-2023PE17500	34.55	0	0	0		24.45	10.1	0	0	0	19196.05	0	0
OPTSTKPFC29-MAR-2023CE164	5.7	0	0	0		8.25	2.55	0	0	0	156	0	0
OPTSTKBALRAMCHIN23-FEB-2023CE445	16.35	0	0	0		17.1	0.75	0	0	0	402.3	0	0
OPTSTKPIDILITIND29-MAR-2023CE2940	34.5	0	0	0		34.9	0.4	0	0	0	2536.95	0	0
OPTSTKHINDUNILVR25-JAN-2023PE2940	371.1	0	0	0		387.4	16.3	0	0	0	2542	0	0
OPTSTKOFSS23-FEB-2023PE2940	89.1	0	0	0		96.85	7.75	0	0	0	2999.55	0	0
OPTSTKSUNTV23-FEB-2023PE445	10.15	0	0	0		10.3	0.15	0	0	0	486.8	0	0
OPTIDXFINNIFTY28-MAR-2023CE17500	2091.1	0	0	0		2184.25	93.15	0	0	0	19196.05	0	0
OPTSTKTITAN29-MAR-2023CE2940	61.25	0	0	0		73.55	12.3	0	0	0	2613.6	0	0
OPTSTKSIEMENS29-MAR-2023CE2940	151.5	0	0	0		154.15	2.65	0	0	0	2837.45	0	0
OPTSTKBOSCHLTD23-FEB-2023CE17500	802.5	0	0	0		772.65	29.85	0	0	0	17133.75	0	0
OPTIDXFINNIFTY03-JAN-2023CE17500	1577.7	0	0	0		19196.05	17618.35	0	0	0	19196.05	0	0
OPTSTKTITAN25-JAN-2023CE2940	6.2	0	0	0		9.25	3.05	0	0	0	2613.6	0	0
OPTSTKACC23-FEB-2023PE2940	485.85	0	0	0		483.05	2.8	0	0	0	2442.7	0	0
OPTSTKSUNTV25-JAN-2023PE445	4.05	0	0	0		4.05	0	0	0	0	486.8	0	0
OPTSTKAUROPHARMA29-MAR-2023PE445	36.05	0	0	0		32.85	3.2	0	0	0	441.3	0	0
OPTSTKHDFC23-FEB-2023PE2940	304	0	0	0		293.95	10.05	0	0	0	2664.7	0	0
OPTSTKHINDUNILVR29-MAR-2023PE2940	370.8	0	0	0		383.85	13.05	0	0	0	2542	0	0
OPTSTKHDFC23-FEB-2023CE2940	45	0	0	0		46.65	1.65	0	0	0	2664.7	0	0
OPTSTKSHREECEM25-JAN-2023CE17500	6029	0	0	0		6303.45	274.45	0	0	0	23732.5	0	0
OPTSTKAMBUJACEM23-FEB-2023PE445	4.6	0	0	0		4	0.6	0	0	0	530.95	0	0
OPTSTKACC25-JAN-2023PE2940	489.3	0	0	0		486.75	2.55	0	0	0	2442.7	0	0
OPTSTKTITAN23-FEB-2023CE2940	30.05	0	0	0		38.45	8.4	0	0	0	2613.6	0	0
OPTSTKALKEM25-JAN-2023CE2940	119.85	130.9	133.8	130.85	131.6	131.6	11.75	2	800	4	3028.8	2457280	105280
OPTSTKHAL23-FEB-2023CE2940	44.05	0	0	0		42.25	1.8	0	0	0	2539	0	0
OPTIDXFINNIFTY28-FEB-2023PE17500	153.4	0	0	0		132.3	21.1	0	0	0	19196.05	0	0
OPTSTKLICHSGFIN25-JAN-2023PE445	29.2	0	0	0		30.7	1.5	1	0	0	421.6	0	0
OPTSTKNESTLEIND23-FEB-2023PE17500	74.75	0	0	0		59.1	15.65	0	0	0	19727.55	0	0
OPTSTKBOSCHLTD25-JAN-2023PE17500	724.05	0	0	0		732.2	8.15	2	0	0	17133.75	0	0
OPTSTKWIPRO23-FEB-2023CE445	4.75	0	0	0		5.35	0.6	9	0	0	397.05	0	0
OPTSTKTCS29-MAR-2023PE2940	40.8	0	0	0		32.75	8.05	0	0	0	3311.35	0	0
OPTSTKBALRAMCHIN25-JAN-2023PE445	50.7	0	0	0		47.95	2.75	0	0	0	402.3	0	0
OPTSTKOFSS23-FEB-2023CE2940	202.1	0	0	0		184.4	17.7	0	0	0	2999.55	0	0
OPTSTKZYDUSLIFE25-JAN-2023PE445	28.4	0	0	0		24.95	3.45	0	0	0	424.65	0	0
OPTSTKWIPRO29-MAR-2023PE445	54.25	0	0	0		51.3	2.95	0	0	0	397.05	0	0
OPTSTKTATASTEEL29-MAR-2023CE99	24.35	0	0	0		23.65	0.7	0	0	0	118.45	0	0
OPTSTKBEL29-MAR-2023CE99	9.05	0	0	0		9.05	0	0	0	0	100.35	0	0
OPTSTKFSL29-MAR-2023PE99	6.65	0	0	0		6.4	0.25	0	0	0	103.9	0	0
OPTIDXBANKNIFTY19-JAN-2023PE43400	602.6	590	604	462	489	489	113.6	72	8400	336	43425.25	369044662.5	4484662.5
OPTIDXBANKNIFTY12-JAN-2023PE43400	516.45	490	508.65	334.85	360.05	360.05	156.4	4078	934625	37385	43425.25	40942264760	379539760
OPTSTKSAIL29-MAR-2023PE99	14	0	0	0		14.35	0.35	0	0	0	88.35	0	0
OPTIDXBANKNIFTY02-FEB-2023PE43400	1272.75	0	0	0		1151.75	121	0	0	0	43425.25	0	0
OPTSTKL&TFH29-MAR-2023CE99	5.5	0	0	0		5.65	0.15	0	0	0	90.4	0	0
OPTIDXBANKNIFTY23-FEB-2023PE43400	1570.4	978.95	1006.05	881	894.4	894.4	676	38	1250	50	43425.25	55412958.75	1162958.75
OPTSTKPFC25-JAN-2023PE99	0	0	0	0		0	0	0	0	0	156	0	0
OPTSTKSAIL23-FEB-2023PE99	12.6	0	0	0		12.95	0.35	0	0	0	88.35	0	0
OPTSTKTATASTEEL25-JAN-2023CE99	21	0	0	0		20.15	0.85	0	0	0	118.45	0	0
OPTIDXBANKNIFTY12-JAN-2023CE43400	387	360.05	487	353.95	455.3	455.3	68.3	4993	1027200	41088	43425.25	45025453970	444973970
OPTSTKBHEL23-FEB-2023CE99	1.6	0	0	0		1.6	0	0	0	0	80.35	0	0
OPTSTKFSL25-JAN-2023CE99	7.65	0	0	0		7.9	0.25	0	0	0	103.9	0	0
OPTIDXBANKNIFTY19-JAN-2023CE43400	558.9	563.75	650	526.6	631.05	631.05	72.15	125	12700	508	43425.25	558977057.5	7797057.5
OPTSTKL&TFH29-MAR-2023PE99	13.05	0	0	0		12.65	0.4	0	0	0	90.4	0	0
OPTSTKGAIL25-JAN-2023CE99	1.9	2.1	2.1	1.75	1.8	1.8	0.1	92	1043100	114	96.8	105285390	2018490
OPTSTKNATIONALUM25-JAN-2023CE99	0.35	0.45	0.45	0.25	0.35	0.5	0.15	55	532500	71	83.1	52893750	176250
OPTIDXBANKNIFTY23-FEB-2023CE43400	1795.6	1268.4	1268.4	1140	1245	1245	550.6	20	325	13	43425.25	14501603.75	396603.75
OPTSTKL&TFH25-JAN-2023PE99	10.2	0	0	0		9.7	0.5	0	0	0	90.4	0	0
OPTSTKRECLTD29-MAR-2023CE99	23.85	0	0	0		26.2	2.35	0	0	0	123	0	0
OPTIDXBANKNIFTY29-MAR-2023CE43400	2412.45	0	0	0		2516.9	104.45	0	0	0	43425.25	0	0
OPTSTKMANAPPURAM23-FEB-2023PE99	1.4	0	0	0		1.05	0.35	0	0	0	122.1	0	0
OPTSTKBHEL25-JAN-2023PE99	18.8	0	0	0		18.6	0.2	0	0	0	80.35	0	0
OPTSTKRECLTD29-MAR-2023PE99	0.85	0	0	0		0.65	0.2	0	0	0	123	0	0
OPTSTKBEL23-FEB-2023CE99	7.05	0	0	0		7.05	0	0	0	0	100.35	0	0
OPTSTKRECLTD23-FEB-2023PE99	0.35	0	0	0		0.25	0.1	0	0	0	123	0	0
OPTIDXBANKNIFTY05-JAN-2023PE43400	369.05	391.95	392	171.35	198.5	198.5	170.55	52375	71067375	2842695	43425.25	3.10185E+12	17528659854
OPTIDXBANKNIFTY25-JAN-2023CE43400	676.65	692.05	789	643.3	762.05	762.05	85.4	2141	255800	10232	43425.25	11288757455	187037455
OPTSTKFEDERALBNK25-JAN-2023CE99	39.15	0	0	0		39.15	0	0	0	0	137.75	0	0
OPTSTKTATASTEEL23-FEB-2023PE99	1.3	0	0	0		1.35	0.05	0	0	0	118.45	0	0
OPTSTKTATASTEEL23-FEB-2023CE99	22.55	0	0	0		21.75	0.8	0	0	0	118.45	0	0
OPTSTKSAIL23-FEB-2023CE99	3.5	0	0	0		3.25	0.25	0	0	0	88.35	0	0
OPTSTKMANAPPURAM25-JAN-2023PE99	0.35	0	0	0		0.2	0.15	0	0	0	122.1	0	0
OPTSTKL&TFH23-FEB-2023CE99	3.5	0	0	0		3.65	0.15	0	0	0	90.4	0	0
OPTSTKFSL23-FEB-2023CE99	10.25	0	0	0		10.55	0.3	0	0	0	103.9	0	0
OPTSTKBEL29-MAR-2023PE99	6.2	0	0	0		6.1	0.1	0	0	0	100.35	0	0
OPTIDXBANKNIFTY02-FEB-2023CE43400	1327.95	0	0	0		1416.4	88.45	0	0	0	43425.25	0	0
OPTSTKTATACOMM29-MAR-2023CE1420	75.55	0	0	0		82.85	7.3	0	0	0	1336.1	0	0
OPTSTKICICIGI23-FEB-2023CE1420	12.55	0	0	0		17.1	4.55	0	0	0	1267.6	0	0
OPTSTKUBL23-FEB-2023CE1420	285.05	0	0	0		268.6	16.45	0	0	0	1669.8	0	0
OPTSTKPFC29-MAR-2023PE139	4.55	0	0	0		3.15	1.4	0	0	0	156	0	0
OPTSTKBATAINDIA23-FEB-2023PE1420	7.75	0	0	0		8.05	0.3	0	0	0	1645.85	0	0
OPTSTKFEDERALBNK25-JAN-2023CE139	4.75	5.1	7.15	4.7	4.9	4.9	0.15	205	3310000	662	137.75	478070250	17980250
OPTSTKSBILIFE25-JAN-2023CE1420	1.8	2.2	2.3	1.95	2.05	2.05	0.25	16	38250	51	1268.4	54396112.5	81112.5
OPTSTKCUMMINSIND25-JAN-2023PE1420	63.9	0	0	0		57.2	6.7	10	0	0	1395.9	0	0
OPTSTKMETROPOLIS23-FEB-2023PE1420	149	0	0	0		120.65	28.35	0	0	0	1366.85	0	0
OPTSTKBATAINDIA23-FEB-2023CE1420	255.15	0	0	0		247.4	7.75	0	0	0	1645.85	0	0
OPTSTKICICIGI23-FEB-2023PE1420	177.4	0	0	0		155.95	21.45	0	0	0	1267.6	0	0
OPTSTKTRENT29-MAR-2023CE1420	83.1	0	0	0		84.5	1.4	0	0	0	1347.35	0	0
OPTSTKTRENT29-MAR-2023PE1420	138.15	0	0	0		134.7	3.45	0	0	0	1347.35	0	0
OPTSTKMETROPOLIS29-MAR-2023PE1420	169.9	0	0	0		143.95	25.95	0	0	0	1366.85	0	0
OPTSTKMANAPPURAM25-JAN-2023PE139	19.9	0	0	0		17.45	2.45	0	0	0	122.1	0	0
OPTSTKWHIRLPOOL23-FEB-2023CE1420	121.65	0	0	0		135.3	13.65	0	0	0	1515.5	0	0
OPTSTKINDIGO25-JAN-2023CE1420	628.8	0	0	0		626.7	2.1	0	0	0	2040.9	0	0
OPTSTKICICIGI25-JAN-2023PE1420	175	0	0	0		150.65	24.35	0	0	0	1267.6	0	0
OPTSTKM&M25-JAN-2023CE1420	0.95	1.05	1.15	0.85	0.95	0.95	0	25	24500	35	1249.3	34815410	25410
OPTSTKWHIRLPOOL29-MAR-2023CE1420	144.6	0	0	0		157.85	13.25	0	0	0	1515.5	0	0
OPTSTKUBL29-MAR-2023PE1420	11.4	0	0	0		12.75	1.35	0	0	0	1669.8	0	0
OPTSTKWHIRLPOOL29-MAR-2023PE1420	45.75	0	0	0		39.85	5.9	0	0	0	1515.5	0	0
OPTSTKBALKRISIND25-JAN-2023CE1420	714.1	0	0	0		715.35	1.25	0	0	0	2129.6	0	0
OPTSTKGODREJPROP29-MAR-2023PE1420	219.8	0	0	0		214.7	5.1	0	0	0	1243.1	0	0
OPTSTKM&M25-JAN-2023PE1420	156.7	0	0	0		168.8	12.1	0	0	0	1249.3	0	0
OPTSTKUBL23-FEB-2023PE1420	4.55	0	0	0		5.25	0.7	0	0	0	1669.8	0	0
OPTSTKINDIGO25-JAN-2023PE1420	0.05	0	0	0		0.05	0	0	0	0	2040.9	0	0
OPTSTKGODREJPROP25-JAN-2023PE1420	188.6	0	0	0		182.2	6.4	0	0	0	1243.1	0	0
OPTSTKINDUSINDBK25-JAN-2023PE1420	196.15	0	0	0		183	13.15	0	0	0	1240.95	0	0
OPTSTKHAVELLS25-JAN-2023PE1420	313.45	0	0	0		286.45	27	0	0	0	1127.95	0	0
OPTSTKTRENT25-JAN-2023PE1420	99.45	0	0	0		95	4.45	5	0	0	1347.35	0	0
OPTSTKBAJAJFINSV23-FEB-2023CE1420	182.3	0	0	0		189.35	7.05	0	0	0	1563	0	0
OPTSTKMETROPOLIS25-JAN-2023PE1420	124.8	0	0	0		92.05	32.75	0	0	0	1366.85	0	0
OPTSTKCUMMINSIND25-JAN-2023CE1420	28.5	33.85	33.85	28	30	38.85	10.35	29	10200	17	1395.9	14808930	324930
OPTSTKMANAPPURAM23-FEB-2023CE139	2.85	0	0	0		3.45	0.6	0	0	0	122.1	0	0
OPTSTKBATAINDIA25-JAN-2023PE1420	1.25	0	0	0		1.25	0	0	0	0	1645.85	0	0
OPTSTKM&M23-FEB-2023CE1420	20.8	0	0	0		17.3	3.5	0	0	0	1249.3	0	0
OPTSTKPFC23-FEB-2023PE139	3	0	0	0		1.8	1.2	0	0	0	156	0	0
OPTSTKICICIGI25-JAN-2023CE1420	2.4	0.6	6.8	0.5	5.1	5.1	2.7	14	32300	76	1267.6	46050747.5	184747.5
OPTSTKCOLPAL29-MAR-2023PE1420	25.1	0	0	0		25.35	0.25	0	0	0	1517.35	0	0
OPTSTKAPOLLOTYRE25-JAN-2023PE265	0.35	0	0	0		0.35	0	0	0	0	325.4	0	0
OPTSTKM&MFIN25-JAN-2023PE265	27.7	29	31.05	29	31.05	32.75	5.05	2	8000	2	234.25	2360200	240200
OPTSTKPFC29-MAR-2023CE171		0	0	0		5.9		0	0	0	156	0	0
OPTSTKPAGEIND25-JAN-2023CE53000	6	0	0	0		5.9	0.1	0	0	0	42166.4	0	0
OPTSTKINDIACEM25-JAN-2023PE265	43.65	0	0	0		43.4	0.25	0	0	0	222.3	0	0
OPTSTKGRANULES25-JAN-2023PE265	0.55	0	0	0		0.3	0.25	0	0	0	326.45	0	0
OPTSTKVEDL25-JAN-2023CE265	53.9	0	0	0		56.95	3.05	0	0	0	319.55	0	0
OPTSTKINDHOTEL29-MAR-2023PE265	6.1	0	0	0		5.55	0.55	0	0	0	320.2	0	0
OPTSTKPETRONET25-JAN-2023CE270.5	0.05	0	0	0		0	0.05	0	0	0	216.1	0	0
OPTSTKABFRL29-MAR-2023CE265	37.55	0	0	0		36.45	1.1	0	0	0	285.55	0	0
OPTSTKZEEL29-MAR-2023PE265	37.2	0	0	0		38.7	1.5	0	0	0	240.1	0	0
OPTSTKATUL25-JAN-2023CE10300	1.2	0	0	0		0.8	0.4	0	0	0	8174.85	0	0
OPTSTKVEDL23-FEB-2023PE265	5.8	0	0	0		5.1	0.7	0	0	0	319.55	0	0
OPTSTKINDHOTEL25-JAN-2023PE265	0.7	2	2	2	2	0.5	0.2	2	2000	1	320.2	534000	4000
OPTSTKPAGEIND23-FEB-2023PE53000	10680.05	0	0	0		10450.75	229.3	0	0	0	42166.4	0	0
OPTSTKZEEL29-MAR-2023CE265	19.55	0	0	0		18	1.55	0	0	0	240.1	0	0
OPTSTKBSOFT23-FEB-2023CE265	43.05	0	0	0		44.55	1.5	0	0	0	299.6	0	0
