CONTRACT_D	PREVIOUS_S	OPEN_PRICE	HIGH_PRICE	LOW_PRICE	CLOSE_PRIC	SETTLEMENT	NET_CHANGE	OI_NO_CON	TRADED_QUA	TRD_NO_CON	UNDRLNG_ST	NOTIONAL_V	PREMIUM_TR
OPTIDXFINNIFTY17-JAN-2023CE18750	666.6	0	0	0		523.45	143.15	0	0	0	19007	0	0
OPTSTKBAJAJ-AUTO25-JAN-2023PE3300	3.85	4.45	6.3	4.45	5.9	5.9	2.05	97	51000	204	3552.85	168567987.5	267987.5
OPTSTKVOLTAS29-MAR-2023CE790	70.95	0	0	0		68.85	2.1	0	0	0	805.8	0	0
OPTSTKNESTLEIND29-MAR-2023CE18000	2227.05	0	0	0		2048.95	178.1	0	0	0	19520.3	0	0
OPTSTKPIIND29-MAR-2023CE3300	330.3	0	0	0		283.9	46.4	0	0	0	3340.95	0	0
OPTSTKIPCALAB23-FEB-2023CE790	81.55	0	0	0		85.6	4.05	0	0	0	855.75	0	0
OPTIDXFINNIFTY31-JAN-2023PE18750	292.5	0	0	0		351.15	58.65	0	0	0	19007	0	0
OPTSTKIRCTC23-FEB-2023PE790	146.25	0	0	0		153.75	7.5	0	0	0	635.2	0	0
OPTSTKPFC25-JAN-2023CE77	79.35	0	0	0		77.8	1.55	0	0	0	154.5	0	0
OPTIDXNIFTY09-FEB-2023CE18000	658.45	0	0	0		536	122.45	1	0	0	18042.95	0	0
OPTSTKLTTS29-MAR-2023PE3300	129.15	0	0	0		124.95	4.2	0	0	0	3717.05	0	0
OPTSTKAPOLLOHOSP25-JAN-2023CE3300	1204.35	0	0	0		1146.1	58.25	0	0	0	4433.3	0	0
OPTSTKALKEM29-MAR-2023PE3300	290.55	0	0	0		292.45	1.9	0	0	0	3025.2	0	0
OPTSTKABBOTINDIA29-MAR-2023PE18000	112.9	0	0	0		92.75	20.15	0	0	0	21938.1	0	0
OPTIDXNIFTY23-FEB-2023CE18000	629.6	600	617.95	497.5	505.1	505.1	124.5	3724	152600	3052	18042.95	2828151788	81351787.5
OPTSTKPIIND25-JAN-2023CE3300	195.7	0	0	0		147	48.7	0	0	0	3340.95	0	0
OPTSTKAXISBANK25-JAN-2023PE790	0.4	0	0	0		0.4	0	0	0	0	957.45	0	0
OPTIDXNIFTY29-MAR-2023CE18000	766.25	739.05	750	638.5	643.8	643.8	122.45	10150	120150	2403	18042.95	2243996058	81296057.5
OPTSTKIOC29-MAR-2023CE77	5.95	0	0	0		5.65	0.3	0	0	0	78.1	0	0
OPTSTKDIXON29-MAR-2023CE3300	751.05	0	0	0		700.6	50.45	0	0	0	3864.15	0	0
OPTSTKAXISBANK29-MAR-2023PE790	8.85	0	0	0		9.1	0.25	0	0	0	957.45	0	0
OPTSTKSBICARD23-FEB-2023PE790	37.6	0	0	0		41	3.4	0	0	0	784	0	0
OPTSTKBOSCHLTD23-FEB-2023CE18000	577	0	0	0		463.6	113.4	0	0	0	16857.4	0	0
OPTSTKGODREJCP29-MAR-2023PE790	17.35	0	0	0		17.8	0.45	0	0	0	888.7	0	0
OPTSTKBHEL23-FEB-2023PE77	4.55	0	0	0		4.9	0.35	0	0	0	79.2	0	0
OPTSTKRECLTD25-JAN-2023CE77	46.35	0	0	0		45.5	0.85	0	0	0	122.2	0	0
OPTIDXNIFTY30-DEC-2027CE18000	6261.15	0	0	0		6090	171.15	0	0	0	18042.95	0	0
OPTSTKL&TFH23-FEB-2023PE77	1.4	0	0	0		1.7	0.3	0	0	0	88.5	0	0
OPTSTKICICIBANK29-MAR-2023PE790	11.2	0	0	0		11.3	0.1	0	0	0	899.1	0	0
OPTSTKITC25-JAN-2023PE327.5	3.3	3.3	5.95	3.3	5.1	5.1	1.8	194	723200	452	327	240548000	3700000
OPTSTKMOTHERSON25-JAN-2023PE77	3.1	3.25	4.2	3.25	3.55	3.55	0.45	10	67500	10	74.8	5452987.5	255487.5
OPTSTKLUPIN25-JAN-2023PE790	58.05	0	0	0		60.25	2.2	3	0	0	734.6	0	0
OPTSTKRECLTD25-JAN-2023PE77	0	0	0	0		0	0	0	0	0	122.2	0	0
OPTSTKPERSISTENT25-JAN-2023CE3300	767.15	0	0	0		650.15	117	0	0	0	3929	0	0
OPTSTKL&TFH25-JAN-2023CE77	14.1	0	0	0		12.3	1.8	0	0	0	88.5	0	0
OPTSTKIDFC23-FEB-2023CE77	11.35	0	0	0		10.1	1.25	0	0	0	83.15	0	0
OPTIDXFINNIFTY07-FEB-2023CE18750	908.4	0	0	0		776.05	132.35	0	0	0	19007	0	0
OPTSTKBRITANNIA25-JAN-2023CE3300	955.2	0	0	0		947.7	7.5	0	0	0	4235	0	0
OPTSTKMFSL25-JAN-2023CE790	5	0	0	0		5.2	0.2	1	0	0	713.85	0	0
OPTSTKDIXON25-JAN-2023PE3300	8.1	0	0	0		10	1.9	0	0	0	3864.15	0	0
OPTSTKDIXON23-FEB-2023CE3300	692.8	0	0	0		639.9	52.9	0	0	0	3864.15	0	0
OPTIDXFINNIFTY31-JAN-2023CE18750	835.1	0	0	0		700.75	134.35	0	0	0	19007	0	0
OPTSTKDIVISLAB29-MAR-2023CE3300	304.05	0	0	0		329.55	25.5	0	0	0	3435.5	0	0
OPTSTKBOSCHLTD29-MAR-2023CE18750	615	0	0	0		514.55	100.45	0	0	0	16857.4	0	0
OPTSTKTATASTEEL25-JAN-2023CE77	41.8	0	0	0		39.05	2.75	0	0	0	115.75	0	0
OPTSTKRAMCOCEM25-JAN-2023PE790	78.55	0	0	0		82.45	3.9	0	0	0	708.45	0	0
OPTSTKCOFORGE29-MAR-2023CE3300	851	0	0	0		789.4	61.6	0	0	0	3949	0	0
OPTSTKOFSS29-MAR-2023PE3300	335.55	0	0	0		324.55	11	0	0	0	3014.8	0	0
OPTSTKMRF23-FEB-2023CE95000	2317.3	0	0	0		1984.85	332.45	0	0	0	88011.3	0	0
OPTSTKSAIL25-JAN-2023CE77	12.35	0	0	0		9.6	2.75	5	0	0	85.25	0	0
OPTIDXNIFTY02-FEB-2023CE18750	246.05	0	0	0		177.4	68.65	0	0	0	18042.95	0	0
OPTSTKMRF23-FEB-2023PE95000	7537.65	0	0	0		8088.85	551.2	0	0	0	88011.3	0	0
OPTSTKBHARATFORG29-MAR-2023CE790	128.1	0	0	0		114.1	14	0	0	0	860.75	0	0
OPTSTKINDIAMART23-FEB-2023PE3300	14.85	0	0	0		13.6	1.25	0	0	0	4360.05	0	0
OPTSTKNESTLEIND23-FEB-2023PE18000	114.7	0	0	0		139.1	24.4	0	0	0	19520.3	0	0
OPTSTKABB25-JAN-2023PE3300	599.35	0	0	0		584.2	15.15	0	0	0	2705.2	0	0
OPTSTKADANIENT25-JAN-2023PE3300	9.85	9.85	12.15	8.4	10.65	10.65	0.8	776	230250	921	3827.05	762198612.5	2373612.5
OPTSTKJSWSTEEL23-FEB-2023CE790	41.85	0	0	0		28	13.85	0	0	0	736.3	0	0
OPTSTKEICHERMOT29-MAR-2023CE3300	208.2	0	0	0		206.9	1.3	0	0	0	3215.25	0	0
OPTSTKL&TFH25-JAN-2023PE77	0.4	0.25	0.35	0.25	0.3	0.5	0.1	8	80316	9	88.5	6209765.4	25433.4
OPTSTKPERSISTENT29-MAR-2023CE3300	866.55	0	0	0		762.85	103.7	0	0	0	3929	0	0
OPTSTKLTIM25-JAN-2023PE3300	0.55	0	0	0		0.7	0.15	0	0	0	4278.05	0	0
OPTSTKMGL25-JAN-2023CE790	77.7	0	0	0		72.8	4.9	0	0	0	851.45	0	0
OPTIDXNIFTY05-JAN-2023CE18750	1.2	1.15	2.5	0.9	1.55	1.55	0.35	23150	8717700	174354	18042.95	1.63471E+11	13868612.5
OPTIDXNIFTY12-JAN-2023PE18000	52	56.35	127.85	44.95	111.25	111.25	59.25	29446	11497250	229945	18042.95	2.08024E+11	1073174065
OPTSTKRAMCOCEM23-FEB-2023CE790	15.8	0	0	0		14.1	1.7	0	0	0	708.45	0	0
OPTSTKABBOTINDIA29-MAR-2023CE18000	4078.6	0	0	0		4311.55	232.95	0	0	0	21938.1	0	0
OPTSTKMGL23-FEB-2023CE790	93.2	0	0	0		88.7	4.5	0	0	0	851.45	0	0
OPTSTKRAMCOCEM25-JAN-2023CE790	5	0	0	0		3.95	1.05	0	0	0	708.45	0	0
OPTSTKSAIL29-MAR-2023CE77	15.8	0	0	0		13.45	2.35	0	0	0	85.25	0	0
OPTSTKLUPIN23-FEB-2023PE790	66.75	0	0	0		68.6	1.85	0	0	0	734.6	0	0
OPTSTKASIANPAINT25-JAN-2023PE3300	275.85	259.35	285.3	259.35	285.3	285.3	9.45	225	600	3	3016.8	2141240	161240
OPTSTKBHARTIARTL23-FEB-2023PE790	21.3	0	0	0		22.95	1.65	0	0	0	811.8	0	0
OPTSTKPVR25-JAN-2023CE1980	8.9	4.1	4.1	3.35	3.4	3.4	5.5	7	8547	21	1703.55	16955436.85	32376.85
OPTSTKASTRAL29-MAR-2023PE1980	136.15	0	0	0		132.1	4.05	0	0	0	2015.05	0	0
OPTSTKNESTLEIND25-JAN-2023CE16250	3543.5	0	0	0		3332.95	210.55	0	0	0	19520.3	0	0
OPTSTKESCORTS29-MAR-2023CE1980	298	0	0	0		281	17	0	0	0	2145.4	0	0
OPTIDXFINNIFTY17-JAN-2023PE18850	204.5	0	0	0		261.4	56.9	0	0	0	19007	0	0
OPTSTKASTRAL25-JAN-2023CE1980	103.05	0	0	0		105.15	2.1	0	0	0	2015.05	0	0
OPTSTKACC23-FEB-2023PE1980	5.2	0	0	0		6.3	1.1	0	0	0	2409.3	0	0
OPTSTKHDFCAMC23-FEB-2023CE1980	258.3	0	0	0		249.95	8.35	0	0	0	2180.95	0	0
OPTSTKABBOTINDIA25-JAN-2023PE16250	0.05	0	0	0		0	0.05	0	0	0	21938.1	0	0
OPTSTKMETROPOLIS25-JAN-2023CE1980	0.05	0	0	0		0.05	0	0	0	0	1358.7	0	0
OPTSTKASTRAL29-MAR-2023CE1980	195.15	0	0	0		198.05	2.9	0	0	0	2015.05	0	0
OPTSTKMPHASIS25-JAN-2023PE1980	49.6	82	82	47.95	47.95	63.4	13.8	6	2475	9	2006.35	5036968.75	136468.75
OPTIDXFINNIFTY07-FEB-2023PE18850	376.85	0	0	0		442.3	65.45	0	0	0	19007	0	0
OPTSTKGRASIM29-MAR-2023PE1980	267.45	0	0	0		288.05	20.6	0	0	0	1690.35	0	0
OPTSTKBOSCHLTD25-JAN-2023CE16250	1152.55	0	0	0		934.75	217.8	0	0	0	16857.4	0	0
OPTSTKLT25-JAN-2023CE1980	135.35	0	0	0		119.65	15.7	0	0	0	2070.55	0	0
OPTSTKRELIANCE25-JAN-2023CE1980	585.1	0	0	0		546.2	38.9	0	0	0	2518.55	0	0
OPTIDXNIFTY12-JAN-2023PE18850	633.85	620.25	620.25	620.25	620.25	798.2	164.35	4	100	2	18042.95	1947025	62025
OPTSTKPVR25-JAN-2023PE1980	266.45	0	0	0		275.85	9.4	0	0	0	1703.55	0	0
OPTIDXFINNIFTY17-JAN-2023CE18850	599.15	0	0	0		463.25	135.9	0	0	0	19007	0	0
OPTSTKBATAINDIA25-JAN-2023CE1980	0.55	0	0	0		0.35	0.2	0	0	0	1639	0	0
OPTSTKINFY25-JAN-2023CE1980	0.4	0.35	0.6	0.1	0.4	0.4	0	66	16800	42	1494.8	33271480	7480
OPTIDXNIFTY25-JAN-2023CE16250	2050.45	0	0	0		1858.75	191.7	0	0	0	18042.95	0	0
OPTIDXNIFTY25-JAN-2023CE18850	42.1	41.7	41.7	22.1	23.3	23.3	18.8	1420	330550	6611	18042.95	6239721748	8854247.5
OPTSTKDALBHARAT23-FEB-2023PE1980	175.65	0	0	0		188.85	13.2	0	0	0	1848.1	0	0
OPTIDXNIFTY19-JAN-2023PE18850	667.85	0	0	0		816.05	148.2	1	0	0	18042.95	0	0
OPTSTKLT29-MAR-2023PE1980	59	0	0	0		63.9	4.9	0	0	0	2070.55	0	0
OPTSTKINDIGO25-JAN-2023PE1980	54.05	54	54	54	54	54	0.05	9	300	1	2003.05	610200	16200
OPTSTKINDIGO29-MAR-2023PE1980	122	0	0	0		135.9	13.9	0	0	0	2003.05	0	0
OPTSTKUBL25-JAN-2023PE1980	302.85	0	0	0		293.55	9.3	0	0	0	1679.55	0	0
OPTSTKKOTAKBANK23-FEB-2023CE1980	37.85	0	0	0		33.5	4.35	0	0	0	1820.75	0	0
OPTSTKSRF25-JAN-2023PE1980	5.45	0	0	0		7.15	1.7	0	0	0	2265.3	0	0
OPTSTKMPHASIS29-MAR-2023PE1980	132.25	0	0	0		130.35	1.9	0	0	0	2006.35	0	0
OPTSTKINDIGO23-FEB-2023CE1980	171.35	0	0	0		146.85	24.5	0	0	0	2003.05	0	0
OPTSTKDEEPAKNTR29-MAR-2023CE1980	205.55	0	0	0		181.85	23.7	0	0	0	1960	0	0
OPTIDXFINNIFTY31-JAN-2023PE18850	328.85	0	0	0		392.95	64.1	0	0	0	19007	0	0
OPTSTKMRF29-MAR-2023PE82000	2205.6	0	0	0		2392.25	186.65	0	0	0	88011.3	0	0
OPTSTKDEEPAKNTR29-MAR-2023PE1980	155.25	0	0	0		170.95	15.7	0	0	0	1960	0	0
OPTSTKINDIGO29-MAR-2023CE1980	214.2	0	0	0		189.8	24.4	0	0	0	2003.05	0	0
OPTSTKPVR25-JAN-2023PE2280	556.7	0	0	0		567.9	11.2	0	0	0	1703.55	0	0
OPTSTKATUL29-MAR-2023PE8200	481.95	0	0	0		572.35	90.4	0	0	0	7978.55	0	0
OPTSTKINDIGO23-FEB-2023PE2280	272.3	0	0	0		299.15	26.85	0	0	0	2003.05	0	0
OPTSTKINDIGO23-FEB-2023CE2280	54.9	0	0	0		43.45	11.45	0	0	0	2003.05	0	0
OPTSTKHDFC29-MAR-2023CE2280	447.95	0	0	0		413.05	34.9	0	0	0	2625.7	0	0
OPTSTKSUNTV25-JAN-2023CE450	43.6	0	0	0		36.65	6.95	1	0	0	478.5	0	0
OPTSTKIGL23-FEB-2023CE450	15.7	0	0	0		14.55	1.15	0	0	0	417.1	0	0
OPTSTKJUBLFOOD29-MAR-2023PE450	15.7	0	0	0		17.4	1.7	0	0	0	499.3	0	0
OPTSTKATUL23-FEB-2023PE8200	388.15	0	0	0		482.6	94.45	0	0	0	7978.55	0	0
OPTSTKHDFCLIFE25-JAN-2023CE450	147.45	0	0	0		150.35	2.9	0	0	0	598.6	0	0
OPTSTKAARTIIND25-JAN-2023PE450	0.05	0	0	0		0.05	0	0	0	0	607.9	0	0
OPTIDXMIDCPNIFTY28-FEB-2023PE8200	954.5	0	0	0		1034.7	80.2	0	0	0	7120.45	0	0
OPTSTKAUROPHARMA23-FEB-2023PE450	29.25	0	0	0		29	0.25	0	0	0	441.2	0	0
OPTSTKESCORTS23-FEB-2023PE2280	189.55	0	0	0		200.85	11.3	0	0	0	2145.4	0	0
OPTSTKTATAMOTORS25-JAN-2023PE450	54.35	58.5	63.65	58.5	60.1	64.65	10.3	585	27075	19	385.6	13852852.5	1669102.5
OPTSTKHAL29-MAR-2023PE2280	76.4	0	0	0		89.95	13.55	0	0	0	2481.95	0	0
OPTSTKWIPRO29-MAR-2023PE450	55.1	0	0	0		60.6	5.5	0	0	0	389.7	0	0
OPTSTKLUPIN25-JAN-2023PE450	0	0	0	0		0	0	0	0	0	734.6	0	0
OPTSTKMARUTI29-MAR-2023PE8200	378.75	0	0	0		360.75	18	0	0	0	8422.8	0	0
OPTSTKJUBLFOOD25-JAN-2023CE450	62.35	54.8	54.8	54.75	54.75	54.95	7.4	5	6250	5	499.3	3154937.5	342437.5
OPTSTKMARICO23-FEB-2023CE450	67.3	0	0	0		63.1	4.2	0	0	0	506.15	0	0
OPTSTKDLF23-FEB-2023CE450	6.6	0	0	0		4.95	1.65	0	0	0	371.85	0	0
OPTIDXMIDCPNIFTY17-JAN-2023CE8200	1.1	0	0	0		0.35	0.75	0	0	0	7120.45	0	0
OPTIDXMIDCPNIFTY31-JAN-2023PE8200	957	0	0	0		1045.65	88.65	0	0	0	7120.45	0	0
OPTSTKLICHSGFIN29-MAR-2023CE450	25.4	0	0	0		24.95	0.45	0	0	0	421.3	0	0
OPTSTKDEEPAKNTR29-MAR-2023PE2280	339.25	0	0	0		364.75	25.5	0	0	0	1960	0	0
OPTSTKULTRACEMCO25-JAN-2023CE8200	4.85	4.6	4.6	3	3.4	3.4	1.45	24	2400	24	7005.3	19688500	8500
OPTSTKASTRAL25-JAN-2023CE2280	13.7	0	0	0		13.5	0.2	0	0	0	2015.05	0	0
OPTSTKCANFINHOME25-JAN-2023PE450	0.95	0.3	0.3	0.3	0.3	0.3	0.65	42	975	1	543.05	439042.5	292.5
OPTSTKBALRAMCHIN25-JAN-2023PE450	52	0	0	0		64.65	12.65	1	0	0	386.75	0	0
OPTIDXMIDCPNIFTY07-FEB-2023CE8200	19.95	0	0	0		12.8	7.15	0	0	0	7120.45	0	0
OPTSTKSBIN25-JAN-2023CE450	164.25	0	0	0		156.95	7.3	4	0	0	605.2	0	0
OPTSTKTORNTPOWER23-FEB-2023PE450	7.05	0	0	0		10.15	3.1	0	0	0	484.4	0	0
OPTSTKGUJGASLTD23-FEB-2023CE450	57.5	0	0	0		47.7	9.8	0	0	0	477.5	0	0
OPTSTKICICIPRULI25-JAN-2023PE450	4.9	3.9	5.2	3.65	4.6	4.6	0.3	476	460500	307	468.75	209230950	2005950
OPTSTKSUNTV29-MAR-2023CE450	61.55	0	0	0		55.4	6.15	0	0	0	478.5	0	0
OPTIDXMIDCPNIFTY10-JAN-2023PE8200	977.25	0	0	0		1070.55	93.3	0	0	0	7120.45	0	0
OPTSTKHDFC25-JAN-2023PE2280	1.75	0	0	0		2.45	0.7	0	0	0	2625.7	0	0
OPTSTKSYNGENE25-JAN-2023PE450	0.05	0	0	0		0	0.05	0	0	0	590.6	0	0
OPTSTKBEL25-JAN-2023PE119	18.35	0	0	0		19.9	1.55	0	0	0	98.75	0	0
OPTSTKGAIL25-JAN-2023CE119	0.05	0	0	0		0.05	0	0	0	0	95.4	0	0
OPTSTKVEDL25-JAN-2023PE342.5	30.35	0	0	0		38.15	7.8	0	0	0	308.3	0	0
OPTSTKIDEA25-JAN-2023CE9	0.15	0.15	0.2	0.1	0.15	0.15	0	1619	17080000	244	7.8	156177000	2457000
OPTSTKFEDERALBNK25-JAN-2023CE119	19.7	0	0	0		18.35	1.35	0	0	0	136.4	0	0
OPTSTKIDEA29-MAR-2023CE9	0.55	0.45	0.5	0.45	0.5	0.5	0.05	6	210000	3	7.8	1991500	101500
OPTSTKMANAPPURAM23-FEB-2023CE119	10.85	0	0	0		10.4	0.45	0	0	0	121.6	0	0
OPTSTKPFC29-MAR-2023PE119	0.45	0	0	0		0.5	0.05	0	0	0	154.5	0	0
OPTSTKITC25-JAN-2023CE342.5	2.4	2.1	2.35	1.4	1.55	1.55	0.85	390	628800	393	327	216385360	1021360
OPTSTKMANAPPURAM23-FEB-2023PE119	6.6	0	0	0		6.7	0.1	0	0	0	121.6	0	0
OPTSTKPETRONET25-JAN-2023PE180.5	0.05	0	0	0		0.05	0	0	0	0	216.55	0	0
OPTSTKFEDERALBNK23-FEB-2023PE119	1.7	0	0	0		1.85	0.15	0	0	0	136.4	0	0
OPTSTKRECLTD29-MAR-2023CE119	11.15	0	0	0		10.55	0.6	0	0	0	122.2	0	0
OPTSTKPFC25-JAN-2023PE119	0	0	0	0		0	0	0	0	0	154.5	0	0
OPTSTKRECLTD23-FEB-2023PE119	3.9	0	0	0		4.1	0.2	0	0	0	122.2	0	0
OPTSTKTATASTEEL23-FEB-2023CE119	8.55	5.4	5.4	5.4	5.4	7.05	1.5	5	27500	5	115.75	3421000	148500
OPTSTKTATASTEEL25-JAN-2023PE119	4.05	3.9	5.75	3.8	5.4	5.4	1.35	196	2365000	430	115.75	292964650	11529650
OPTSTKBEL23-FEB-2023CE119	1.15	0	0	0		0.85	0.3	0	0	0	98.75	0	0
OPTSTKTATASTEEL29-MAR-2023PE119	9.95	0	0	0		11.15	1.2	0	0	0	115.75	0	0
OPTSTKPFC23-FEB-2023PE119	0.15	0	0	0		0.15	0	0	0	0	154.5	0	0
OPTSTKITC29-MAR-2023CE342.5	14.65	0	0	0		12.65	2	0	0	0	327	0	0
OPTSTKRECLTD25-JAN-2023PE119	1.6	1.5	2.5	1.4	1.7	1.7	0.1	61	1576000	197	122.2	190544800	3000800
OPTSTKBEL23-FEB-2023PE119	18.65	0	0	0		20	1.35	0	0	0	98.75	0	0
OPTSTKFSL23-FEB-2023PE119	16.8	0	0	0		18	1.2	0	0	0	102.2	0	0
OPTSTKIDEA25-JAN-2023PE9	1.25	1.25	1.35	1.25	1.35	1.35	0.1	480	2660000	38	7.8	27457500	3517500
OPTSTKBEL25-JAN-2023CE119	0.2	0	0	0		0.1	0.1	0	0	0	98.75	0	0
OPTSTKIDEA29-MAR-2023PE9	1.65	0	0	0		1.75	0.1	0	0	0	7.8	0	0
OPTSTKITC23-FEB-2023PE342.5	18.05	0	0	0		20.4	2.35	0	0	0	327	0	0
OPTSTKVEDL25-JAN-2023CE342.5	3.95	3.7	3.7	1.75	1.9	1.9	2.05	56	358000	179	308.3	123431200	816200
OPTSTKFSL23-FEB-2023CE119	2.85	0	0	0		2.35	0.5	0	0	0	102.2	0	0
OPTSTKPFC29-MAR-2023CE119	39.35	0	0	0		37.85	1.5	0	0	0	154.5	0	0
OPTSTKFSL25-JAN-2023CE119	0.9	0	0	0		0.6	0.3	0	0	0	102.2	0	0
OPTSTKTATASTEEL29-MAR-2023CE119	11.3	0	0	0		9.75	1.55	0	0	0	115.75	0	0
OPTSTKITC29-MAR-2023PE342.5	20.65	0	0	0		22.8	2.15	0	0	0	327	0	0
OPTSTKFEDERALBNK25-JAN-2023PE119	0.45	0.45	0.55	0.45	0.45	0.5	0.05	34	25000	5	136.4	2987250	12250
OPTSTKTATASTEEL23-FEB-2023PE119	7.95	0	0	0		9.2	1.25	0	0	0	115.75	0	0
OPTSTKFSL29-MAR-2023PE119	18.15	0	0	0		19.25	1.1	0	0	0	102.2	0	0
OPTSTKFSL25-JAN-2023PE119	15.5	0	0	0		16.95	1.45	0	0	0	102.2	0	0
