CONTRACT_D	PREVIOUS_S	OPEN_PRICE	HIGH_PRICE	LOW_PRICE	CLOSE_PRIC	SETTLEMENT	NET_CHANGE	OI_NO_CON	TRADED_QUA	TRD_NO_CON	UNDRLNG_ST	NOTIONAL_V	PREMIUM_TR
OPTSTKGUJGASLTD25-JAN-2023PE310	0	0	0	0		0	0	0	0	0	477.5	0	0
OPTSTKAPOLLOTYRE25-JAN-2023PE310	3.05	3.3	6.4	3.3	4.8	4.8	1.75	204	1704500	487	320.15	537139750	8744750
OPTSTKINDIACEM25-JAN-2023CE310	0.15	0	0	0		0.1	0.05	0	0	0	219.55	0	0
OPTSTKGLENMARK25-JAN-2023CE310	126	0	0	0		119.65	6.35	0	0	0	428.45	0	0
OPTIDXFINNIFTY10-JAN-2023PE20100	908.85	0	0	0		1081.7	172.85	0	0	0	19007	0	0
OPTSTKCROMPTON25-JAN-2023CE310	39.45	0	0	0		32.9	6.55	0	0	0	339.9	0	0
OPTIDXFINNIFTY07-FEB-2023CE20100	291.8	0	0	0		228.4	63.4	0	0	0	19007	0	0
OPTSTKBALRAMCHIN25-JAN-2023CE310	93.9	0	0	0		78.6	15.3	0	0	0	386.75	0	0
OPTIDXNIFTY12-JAN-2023PE20100	1834.35	0	0	0		2027.65	193.3	0	0	0	18042.95	0	0
OPTSTKCANBK29-MAR-2023PE310	17.55	0	0	0		20.6	3.05	0	0	0	326.9	0	0
OPTSTKBIOCON23-FEB-2023CE310	2.9	0	0	0		2.4	0.5	0	0	0	260.85	0	0
OPTSTKZYDUSLIFE25-JAN-2023PE310	0	0	0	0		0	0	0	0	0	423.85	0	0
OPTSTKBPCL25-JAN-2023PE310	0.85	0.85	1.15	0.7	0.95	0.95	0.1	198	329400	183	336.3	102419550	305550
OPTSTKITC23-FEB-2023PE310	2.7	3	4.1	3	3.75	3.75	1.05	33	56000	35	327	17562640	202640
OPTSTKBPCL23-FEB-2023PE310	5.4	0	0	0		5.35	0.05	0	0	0	336.3	0	0
OPTSTKTATAMOTORS25-JAN-2023PE310	0.25	0.35	0.4	0.3	0.4	0.4	0.15	65	11400	8	385.6	3537918.75	3918.75
OPTSTKCROMPTON23-FEB-2023PE310	4.2	0	0	0		5.4	1.2	0	0	0	339.9	0	0
OPTSTKLICHSGFIN25-JAN-2023CE310	112.9	0	0	0		112.5	0.4	0	0	0	421.3	0	0
OPTSTKDLF25-JAN-2023CE310	71.8	0	0	0		63.75	8.05	3	0	0	371.85	0	0
OPTSTKCHAMBLFERT25-JAN-2023PE310	8.85	9.1	9.85	7.15	8.75	8.75	0.1	214	616500	411	316.5	196163550	5048550
OPTIDXNIFTY23-FEB-2023PE20100	1759.65	0	0	0		1929.35	169.7	0	0	0	18042.95	0	0
OPTIDXFINNIFTY28-MAR-2023CE20100	660.9	0	0	0		576.1	84.8	0	0	0	19007	0	0
OPTSTKJINDALSTEL25-JAN-2023CE310	289.75	0	0	0		276.8	12.95	0	0	0	585.6	0	0
OPTSTKITC25-JAN-2023CE310	23.5	20.25	20.25	18.2	18.65	18.65	4.85	117	212800	133	327	70045280	4077280
OPTSTKLICHSGFIN23-FEB-2023CE310	115.05	0	0	0		114.65	0.4	0	0	0	421.3	0	0
OPTSTKABFRL23-FEB-2023PE310	31.1	0	0	0		34.8	3.7	0	0	0	279.95	0	0
OPTSTKMRF25-JAN-2023CE96500	646.2	0	0	0		466.7	179.5	1	0	0	88011.3	0	0
OPTSTKBANDHANBNK25-JAN-2023CE310	0.3	0	0	0		0.25	0.05	3	0	0	240.1	0	0
OPTSTKHINDALCO25-JAN-2023PE310	0	0	0	0		0.05	0.05	0	0	0	461.5	0	0
OPTIDXFINNIFTY31-JAN-2023CE20100	229.55	0	0	0		171.2	58.35	0	0	0	19007	0	0
OPTSTKVEDL25-JAN-2023CE310	17.4	15.85	15.85	9.45	10.3	10.3	7.1	1245	5372000	2686	308.3	1723383800	58063800
OPTSTKLICHSGFIN23-FEB-2023PE310	0.5	0	0	0		0.45	0.05	0	0	0	421.3	0	0
OPTSTKCHAMBLFERT23-FEB-2023CE310	27.55	0	0	0		28.35	0.8	0	0	0	316.5	0	0
OPTSTKABFRL29-MAR-2023CE310	15.15	0	0	0		12.8	2.35	0	0	0	279.95	0	0
OPTSTKCROMPTON29-MAR-2023PE310	7.3	0	0	0		8.8	1.5	0	0	0	339.9	0	0
OPTIDXNIFTY25-JAN-2023PE20100	1755.75	0	0	0		1984.65	228.9	17	0	0	18042.95	0	0
OPTSTKBATAINDIA23-FEB-2023CE2020	4.65	0	0	0		4	0.65	0	0	0	1639	0	0
OPTSTKINDIGO29-MAR-2023PE2020	140.55	0	0	0		155.85	15.3	0	0	0	2003.05	0	0
OPTSTKIGL29-MAR-2023PE405	23.45	0	0	0		24.05	0.6	0	0	0	417.1	0	0
OPTSTKKOTAKBANK29-MAR-2023CE2020	52.5	0	0	0		47.9	4.6	0	0	0	1820.75	0	0
OPTSTKSRF23-FEB-2023CE2020	333.1	0	0	0		300.65	32.45	0	0	0	2265.3	0	0
OPTSTKDEEPAKNTR25-JAN-2023CE2020	60.15	60.15	60.15	36.5	38.4	38.4	21.75	78	23750	95	1960	49058737.5	1083737.5
OPTSTKLT29-MAR-2023CE2380	38.7	0	0	0		33.75	4.95	0	0	0	2070.55	0	0
OPTSTKHEROMOTOCO29-MAR-2023CE2380	413.15	0	0	0		402.55	10.6	0	0	0	2709.3	0	0
OPTSTKZYDUSLIFE25-JAN-2023PE405	5.15	5.15	5.15	3.65	3.65	5.1	0.05	22	5400	3	423.85	2209410	22410
OPTSTKAUROPHARMA29-MAR-2023PE405	15.9	0	0	0		15.7	0.2	0	0	0	441.2	0	0
OPTSTKRELIANCE29-MAR-2023PE2380	66.75	0	0	0		76.65	9.9	0	0	0	2518.55	0	0
OPTSTKESCORTS25-JAN-2023PE2380	228.65	0	0	0		244.85	16.2	0	0	0	2145.4	0	0
OPTSTKICICIPRULI25-JAN-2023CE405	66.2	0	0	0		65.95	0.25	0	0	0	468.75	0	0
OPTSTKLT29-MAR-2023CE2020	174.35	0	0	0		161.3	13.05	0	0	0	2070.55	0	0
OPTSTKPIDILITIND23-FEB-2023CE2380	218.65	0	0	0		197.6	21.05	0	0	0	2511	0	0
OPTSTKPIDILITIND25-JAN-2023PE2380	15.7	0	0	0		19.2	3.5	3	0	0	2511	0	0
OPTSTKATUL29-MAR-2023CE9300	208.15	0	0	0		157.1	51.05	0	0	0	7978.55	0	0
OPTSTKINDIGO23-FEB-2023PE2020	109.75	0	0	0		125.35	15.6	0	0	0	2003.05	0	0
OPTSTKSRF23-FEB-2023CE2380	115.05	0	0	0		96.65	18.4	0	0	0	2265.3	0	0
OPTSTKRELIANCE25-JAN-2023CE2020	545.3	0	0	0		506.4	38.9	0	0	0	2518.55	0	0
OPTSTKWIPRO23-FEB-2023CE405	17.15	0	0	0		13.6	3.55	0	0	0	389.7	0	0
OPTSTKLAURUSLABS23-FEB-2023CE405	15.45	0	0	0		13.8	1.65	0	0	0	374.15	0	0
OPTSTKTITAN25-JAN-2023CE2020	601.85	0	0	0		585.3	16.55	0	0	0	2597.5	0	0
OPTSTKHAL25-JAN-2023CE2380	205.05	0	0	0		160.85	44.2	0	0	0	2481.95	0	0
OPTSTKATUL29-MAR-2023PE9300	1186.1	0	0	0		1333.5	147.4	0	0	0	7978.55	0	0
OPTSTKMARICO25-JAN-2023CE405	107.25	0	0	0		102.75	4.5	0	0	0	506.15	0	0
OPTSTKHEROMOTOCO29-MAR-2023PE2380	35.2	0	0	0		36.15	0.95	0	0	0	2709.3	0	0
OPTSTKWIPRO23-FEB-2023PE405	21.25	0	0	0		25.1	3.85	0	0	0	389.7	0	0
OPTSTKINDIGO25-JAN-2023PE2020	47.75	47.75	69.8	45.55	62.9	62.9	15.15	54	18300	61	2003.05	38031825	1065825
OPTSTKESCORTS23-FEB-2023PE2020	64.3	0	0	0		69.25	4.95	0	0	0	2145.4	0	0
OPTSTKWIPRO29-MAR-2023PE405	25.4	0	0	0		29	3.6	0	0	0	389.7	0	0
OPTSTKBALKRISIND29-MAR-2023CE2380	72.95	0	0	0		69.5	3.45	0	0	0	2122.75	0	0
OPTSTKHDFC25-JAN-2023PE2380	6.55	0	0	0		8.95	2.4	0	0	0	2625.7	0	0
OPTSTKICICIPRULI25-JAN-2023PE405	2.3	0	0	0		0.6	1.7	1	0	0	468.75	0	0
OPTSTKGLENMARK29-MAR-2023CE405	53.15	0	0	0		48.55	4.6	0	0	0	428.45	0	0
OPTSTKINDIGO25-JAN-2023CE2020	100.2	90.05	90.05	53	58.5	58.5	41.7	72	11400	38	2003.05	23726130	698130
OPTSTKESCORTS25-JAN-2023CE2380	25.1	10.75	10.75	10.75	10.75	19.4	5.7	3	275	1	2145.4	657456.25	2956.25
OPTSTKDEEPAKNTR29-MAR-2023CE2020	186.6	0	0	0		164.25	22.35	0	0	0	1960	0	0
OPTSTKMPHASIS25-JAN-2023CE2020	60.25	42.7	64.45	42.7	55.75	55.75	4.5	64	43175	157	2006.35	89761705	2548205
OPTSTKMANAPPURAM25-JAN-2023PE102	0.35	0.35	0.35	0.2	0.2	0.35	0	3	12000	2	121.6	1227300	3300
OPTSTKL&TFH25-JAN-2023PE102	12.2	0	0	0		13.75	1.55	0	0	0	88.5	0	0
OPTSTKL&TFH23-FEB-2023CE102	2.85	0	0	0		2.25	0.6	0	0	0	88.5	0	0
OPTIDXFINNIFTY17-JAN-2023CE17100	2142.35	0	0	0		1950.75	191.6	0	0	0	19007	0	0
OPTIDXFINNIFTY28-MAR-2023CE17100	2510.05	0	0	0		2338.95	171.1	0	0	0	19007	0	0
OPTIDXFINNIFTY28-MAR-2023PE17100	146.55	0	0	0		168.4	21.85	0	0	0	19007	0	0
OPTSTKBEL29-MAR-2023CE102	7.6	0	0	0		6.7	0.9	0	0	0	98.75	0	0
OPTSTKTATASTEEL25-JAN-2023CE102	17.4	16.05	16.05	15	15.65	14.9	2.5	30	16500	3	115.75	1939850	256850
OPTIDXNIFTY25-JAN-2023CE17100	1234.25	1181.05	1181.05	1027.8	1031.1	1055.85	178.4	166	1850	37	18042.95	33620202.5	1985202.5
OPTIDXFINNIFTY28-FEB-2023CE17100	2355.55	0	0	0		2178.35	177.2	0	0	0	19007	0	0
OPTIDXNIFTY12-JAN-2023CE17100	1164.55	1045	1045	960	968	968	196.55	17	1050	21	18042.95	18991150	1036150
OPTSTKFSL23-FEB-2023PE102	6	0	0	0		6.65	0.65	0	0	0	102.2	0	0
OPTSTKMANAPPURAM23-FEB-2023PE102	1.5	0	0	0		1.5	0	0	0	0	121.6	0	0
OPTSTKPAGEIND25-JAN-2023CE52000	11.5	0	0	0		9.2	2.3	0	0	0	42161.45	0	0
OPTSTKTATASTEEL23-FEB-2023CE102	19.35	0	0	0		17.05	2.3	0	0	0	115.75	0	0
OPTSTKGAIL23-FEB-2023CE102	3.55	0	0	0		2.95	0.6	0	0	0	95.4	0	0
OPTIDXFINNIFTY28-FEB-2023PE17100	80.7	0	0	0		96.25	15.55	0	0	0	19007	0	0
OPTSTKRECLTD29-MAR-2023CE102	23.6	0	0	0		22.8	0.8	0	0	0	122.2	0	0
OPTIDXFINNIFTY07-FEB-2023PE17100	33.3	0	0	0		41.9	8.6	0	0	0	19007	0	0
OPTSTKPAGEIND25-JAN-2023PE52000	9634.6	0	0	0		9648	13.4	0	0	0	42161.45	0	0
OPTIDXFINNIFTY10-JAN-2023CE17100	2118.2	0	0	0		1925.85	192.35	0	0	0	19007	0	0
OPTSTKSAIL29-MAR-2023PE102	16.45	0	0	0		18.55	2.1	0	0	0	85.25	0	0
OPTSTKMANAPPURAM23-FEB-2023CE102	22.55	0	0	0		22.05	0.5	0	0	0	121.6	0	0
OPTIDXFINNIFTY17-JAN-2023PE17100	2.2	0	0	0		3.05	0.85	0	0	0	19007	0	0
OPTSTKBEL23-FEB-2023CE102	5.6	0	0	0		4.75	0.85	0	0	0	98.75	0	0
OPTSTKBEL29-MAR-2023PE102	7.6	0	0	0		8.35	0.75	0	0	0	98.75	0	0
OPTSTKFEDERALBNK25-JAN-2023PE102	0.05	0	0	0		0.05	0	0	0	0	136.4	0	0
OPTIDXNIFTY19-JAN-2023CE17100	1200	0	0	0		1016.45	183.55	0	0	0	18042.95	0	0
OPTSTKSAIL23-FEB-2023PE102	15.25	0	0	0		17.55	2.3	0	0	0	85.25	0	0
OPTSTKL&TFH23-FEB-2023PE102	13.45	0	0	0		14.8	1.35	0	0	0	88.5	0	0
OPTSTKPFC25-JAN-2023CE102	54.45	0	0	0		52.9	1.55	1	0	0	154.5	0	0
OPTSTKFSL25-JAN-2023CE102	6.1	0	0	0		5	1.1	0	0	0	102.2	0	0
OPTIDXNIFTY25-JAN-2023PE17100	15.15	12.35	30	12.35	25.45	25.45	10.3	11436	683850	13677	18042.95	11709239843	15404842.5
OPTIDXNIFTY23-FEB-2023CE17100	1407.65	0	0	0		1243.85	163.8	4	0	0	18042.95	0	0
OPTSTKRECLTD23-FEB-2023PE102	0.4	0	0	0		0.4	0	0	0	0	122.2	0	0
OPTSTKFSL29-MAR-2023CE102	11.3	0	0	0		10.2	1.1	0	0	0	102.2	0	0
OPTSTKL&TFH29-MAR-2023CE102	4.75	0	0	0		4	0.75	0	0	0	88.5	0	0
OPTSTKGAIL29-MAR-2023CE102	5.25	0	0	0		4.6	0.65	0	0	0	95.4	0	0
OPTIDXFINNIFTY07-FEB-2023CE17100	2241.3	0	0	0		2057.35	183.95	0	0	0	19007	0	0
OPTSTKCUB23-FEB-2023PE147.5	1.25	0	0	0		1.25	0	0	0	0	178.65	0	0
OPTSTKFSL25-JAN-2023CE107.5	3.55	0	0	0		2.75	0.8	25	0	0	102.2	0	0
OPTSTKBANKBARODA25-JAN-2023PE147.5	0.2	0	0	0		0.25	0.05	2	0	0	182.7	0	0
OPTSTKINDUSTOWER25-JAN-2023CE147.5	42.85	0	0	0		38.5	4.35	0	0	0	185.35	0	0
OPTSTKNMDC23-FEB-2023CE107.5	21.15	0	0	0		17.8	3.35	0	0	0	121.6	0	0
OPTIDXBANKNIFTY25-JAN-2023PE40800	62.65	57.65	129.15	54.5	104.3	104.3	41.65	482	51200	2048	42958.8	2093858664	4898663.75
OPTIDXBANKNIFTY12-JAN-2023PE40800	42.1	14.95	42.3	14.95	26	26	16.1	1123	285625	11425	42958.8	11661559478	8059477.5
OPTSTKABCAPITAL23-FEB-2023CE147.5	14.55	0	0	0		10.75	3.8	0	0	0	148.25	0	0
OPTSTKMANAPPURAM29-MAR-2023CE107.5	20.55	0	0	0		20.1	0.45	0	0	0	121.6	0	0
OPTSTKHINDCOPPER23-FEB-2023CE107.5	15.35	0	0	0		14	1.35	0	0	0	114.6	0	0
OPTSTKCUB29-MAR-2023CE147.5	36.5	0	0	0		36.15	0.35	0	0	0	178.65	0	0
OPTSTKMANAPPURAM23-FEB-2023PE107.5	2.6	0	0	0		2.65	0.05	0	0	0	121.6	0	0
OPTSTKEXIDEIND25-JAN-2023PE147.5	0.05	0	0	0		0.05	0	0	0	0	179.2	0	0
OPTSTKFSL23-FEB-2023PE107.5	8.9	0	0	0		9.75	0.85	0	0	0	102.2	0	0
OPTSTKIBULHSGFIN25-JAN-2023PE107.5	0.2	0.05	0.25	0.05	0.25	0.3	0.1	41	320000	80	145.45	34448000	48000
OPTSTKASHOKLEY23-FEB-2023CE147.5	10	0	0	0		9	1	0	0	0	145.8	0	0
OPTSTKFEDERALBNK23-FEB-2023CE147.5	5.35	0	0	0		4.75	0.6	0	0	0	136.4	0	0
OPTIDXBANKNIFTY25-JAN-2023CE37800	5789.2	0	0	0		5319.05	470.15	0	0	0	42958.8	0	0
OPTIDXBANKNIFTY02-FEB-2023CE40800	3154.2	0	0	0		2753.35	400.85	0	0	0	42958.8	0	0
OPTSTKHINDCOPPER25-JAN-2023CE107.5	12.05	8.65	8.65	8.65	8.65	8.65	3.4	4	4800	1	114.6	557520	41520
OPTSTKRAIN23-FEB-2023CE147.5	36.4	0	0	0		33.45	2.95	0	0	0	176.5	0	0
OPTSTKHINDCOPPER29-MAR-2023PE107.5	7.75	0	0	0		8.25	0.5	0	0	0	114.6	0	0
OPTSTKNMDC29-MAR-2023PE107.5	3.6	0	0	0		4.4	0.8	0	0	0	121.6	0	0
OPTSTKHINDCOPPER25-JAN-2023PE107.5	2.75	1.35	1.35	1	1	1	1.75	19	62400	13	114.6	6787440	79440
OPTSTKIBULHSGFIN29-MAR-2023PE147.5	17.05	0	0	0		19.1	2.05	0	0	0	145.45	0	0
OPTIDXBANKNIFTY19-JAN-2023PE40800	126.35	0	0	0		170.35	44	0	0	0	42958.8	0	0
OPTSTKHINDCOPPER23-FEB-2023PE107.5	5.45	0	0	0		5.9	0.45	0	0	0	114.6	0	0
OPTIDXBANKNIFTY05-JAN-2023CE40800	2640.4	0	0	0		2166.3	474.1	14	0	0	42958.8	0	0
OPTSTKFEDERALBNK29-MAR-2023CE147.5	8.15	0	0	0		7.45	0.7	0	0	0	136.4	0	0
OPTSTKEXIDEIND29-MAR-2023CE147.5	36.65	0	0	0		35	1.65	0	0	0	179.2	0	0
OPTSTKONGC29-MAR-2023PE147.5	10.2	0	0	0		11.55	1.35	0	0	0	146.25	0	0
OPTSTKFEDERALBNK29-MAR-2023PE147.5	15.55	0	0	0		16.25	0.7	0	0	0	136.4	0	0
OPTSTKONGC25-JAN-2023CE147.5	4.6	3.95	3.95	2.3	2.75	2.75	1.85	791	2922150	759	146.25	439156795	8139670
OPTSTKMANAPPURAM23-FEB-2023CE107.5	18.25	0	0	0		17.75	0.5	0	0	0	121.6	0	0
OPTSTKONGC23-FEB-2023CE147.5	11.35	0	0	0		9.4	1.95	0	0	0	146.25	0	0
OPTSTKASHOKLEY25-JAN-2023CE147.5	4.65	4.45	4.5	3.1	3.7	3.7	0.95	213	2450000	490	145.8	370701500	9326500
OPTSTKEXIDEIND23-FEB-2023CE147.5	35.15	0	0	0		33.45	1.7	0	0	0	179.2	0	0
OPTSTKVEDL25-JAN-2023PE147.5	0	0	0	0		0	0	0	0	0	308.3	0	0
OPTSTKDIVISLAB29-MAR-2023PE3160	106.15	0	0	0		94	12.15	0	0	0	3435.5	0	0
OPTSTKNTPC25-JAN-2023PE152.5	0.6	0.25	0.35	0.25	0.25	0.65	0.05	40	427500	75	166.6	65308890	115140
OPTIDXNIFTY09-FEB-2023CE17950	689.2	0	0	0		563.5	125.7	0	0	0	18042.95	0	0
OPTSTKEICHERMOT25-JAN-2023PE3050	22.55	22.9	27.9	18.4	22	22	0.55	94	28700	164	3215.25	88183138.75	648138.75
OPTSTKABB23-FEB-2023CE3050	51.95	0	0	0		54.1	2.15	0	0	0	2705.2	0	0
OPTSTKHAL23-FEB-2023CE3050	27.2	0	0	0		19.1	8.1	0	0	0	2481.95	0	0
OPTSTKPOWERGRID25-JAN-2023PE152.5	0	0	0	0		0	0	0	0	0	211.05	0	0
OPTIDXNIFTY25-JAN-2023CE17950	480.75	440.8	445.7	319	327.65	327.65	153.1	404	38000	760	18042.95	695959235	13859235
OPTSTKIBULHSGFIN23-FEB-2023PE152.5	15.75	0	0	0		18.15	2.4	0	0	0	145.45	0	0
OPTSTKPOWERGRID25-JAN-2023CE152.5	63.75	0	0	0		59.15	4.6	0	0	0	211.05	0	0
OPTSTKONGC23-FEB-2023CE152.5	8.95	0	0	0		7.25	1.7	0	0	0	146.25	0	0
OPTSTKCOALINDIA25-JAN-2023CE152.5	72.25	0	0	0		65.25	7	0	0	0	217.15	0	0
OPTSTKPIDILITIND23-FEB-2023PE3050	490.65	0	0	0		515.55	24.9	0	0	0	2511	0	0
OPTSTKPERSISTENT25-JAN-2023CE3050	1011.9	0	0	0		891.9	120	0	0	0	3929	0	0
OPTSTKCUB25-JAN-2023PE152.5	0.45	0	0	0		0.4	0.05	0	0	0	178.65	0	0
OPTSTKDIVISLAB23-FEB-2023CE3160	333.45	0	0	0		364.1	30.65	0	0	0	3435.5	0	0
OPTSTKOFSS29-MAR-2023PE3160	242.15	0	0	0		232.6	9.55	0	0	0	3014.8	0	0
OPTSTKBAJAJ-AUTO25-JAN-2023PE3160	2.1	0	0	0		3.1	1	0	0	0	3552.85	0	0
OPTSTKOFSS25-JAN-2023PE3050	111.7	0	0	0		101.55	10.15	0	0	0	3014.8	0	0
OPTSTKTCS29-MAR-2023CE3160	288.45	0	0	0		289.05	0.6	0	0	0	3314.6	0	0
OPTSTKONGC29-MAR-2023CE152.5	12.2	0	0	0		10.4	1.8	0	0	0	146.25	0	0
OPTSTKADANIENT23-FEB-2023PE3050	26.55	0	0	0		25.7	0.85	0	0	0	3827.05	0	0
OPTSTKNTPC25-JAN-2023CE152.5	16.3	0	0	0		15.3	1	0	0	0	166.6	0	0
OPTSTKEICHERMOT29-MAR-2023CE3050	338.45	0	0	0		337.55	0.9	0	0	0	3215.25	0	0
OPTIDXNIFTY09-FEB-2023PE17950	282.4	0	0	0		350.05	67.65	0	0	0	18042.95	0	0
OPTSTKALKEM25-JAN-2023CE3160	33.4	0	0	0		30.7	2.7	0	0	0	3025.2	0	0
OPTSTKABB25-JAN-2023PE3050	362.25	0	0	0		347.55	14.7	0	0	0	2705.2	0	0
OPTSTKASIANPAINT29-MAR-2023PE3160	227.15	0	0	0		232.4	5.25	0	0	0	3016.8	0	0
OPTSTKCOALINDIA25-JAN-2023PE152.5	0	0	0	0		0	0	0	0	0	217.15	0	0
OPTSTKIEX29-MAR-2023PE152.5	16.65	0	0	0		17.8	1.15	0	0	0	140.5	0	0
OPTSTKTCS23-FEB-2023CE3160	241.55	0	0	0		242.1	0.55	0	0	0	3314.6	0	0
OPTSTKDIVISLAB23-FEB-2023PE3160	70.35	0	0	0		59.2	11.15	0	0	0	3435.5	0	0
OPTSTKASIANPAINT23-FEB-2023PE3050	136.45	0	0	0		140.55	4.1	0	0	0	3016.8	0	0
OPTSTKSIEMENS29-MAR-2023PE3160	354.4	0	0	0		369.35	14.95	0	0	0	2815.45	0	0
OPTSTKALKEM23-FEB-2023PE3050	113.7	0	0	0		114.3	0.6	0	0	0	3025.2	0	0
OPTSTKCUB25-JAN-2023CE152.5	27.5	0	0	0		27.15	0.35	0	0	0	178.65	0	0
OPTSTKRAIN23-FEB-2023PE152.5	3.7	0	0	0		4.2	0.5	0	0	0	176.5	0	0
OPTSTKSIEMENS25-JAN-2023CE3160	11.3	0	0	0		8.25	3.05	0	0	0	2815.45	0	0
OPTIDXNIFTY02-FEB-2023CE17950	630.65	0	0	0		504.05	126.6	0	0	0	18042.95	0	0
OPTSTKPOLYCAB29-MAR-2023PE3050	474.95	0	0	0		469.95	5	0	0	0	2596.6	0	0
OPTIDXNIFTY05-JAN-2023CE17050	1188.85	0	0	0		996.1	192.75	29	0	0	18042.95	0	0
OPTSTKBRITANNIA23-FEB-2023PE3850	34.3	0	0	0		34.15	0.15	0	0	0	4235	0	0
OPTSTKAPOLLOHOSP29-MAR-2023PE3850	85.2	0	0	0		93.8	8.6	0	0	0	4433.3	0	0
OPTSTKDIXON25-JAN-2023PE3850	126.05	112.1	116	111.5	111.5	111.5	14.55	10	1000	8	3864.15	3962918.75	112918.75
OPTSTKBRITANNIA29-MAR-2023CE3850	514.4	0	0	0		506.85	7.55	0	0	0	4235	0	0
OPTSTKBRITANNIA25-JAN-2023CE3850	416.25	0	0	0		408.25	8	0	0	0	4235	0	0
OPTSTKNAVINFLUOR29-MAR-2023PE3850	202.85	0	0	0		234.75	31.9	0	0	0	3942	0	0
OPTSTKBAJAJ-AUTO23-FEB-2023CE3850	70.35	0	0	0		55.15	15.2	0	0	0	3552.85	0	0
OPTSTKINDIAMART29-MAR-2023PE3850	154.25	0	0	0		149.85	4.4	0	0	0	4360.05	0	0
OPTSTKBRITANNIA23-FEB-2023CE3850	462.75	0	0	0		455	7.75	0	0	0	4235	0	0
OPTIDXNIFTY29-MAR-2023PE17050	181.85	0	0	0		217.05	35.2	0	0	0	18042.95	0	0
OPTIDXNIFTY29-MAR-2023CE17050	1634.25	0	0	0		1475.9	158.35	0	0	0	18042.95	0	0
OPTSTKADANIENT23-FEB-2023CE3850	282.45	0	0	0		276.55	5.9	0	0	0	3827.05	0	0
OPTSTKLTTS29-MAR-2023CE3850	290.15	0	0	0		292.05	1.9	0	0	0	3717.05	0	0
OPTSTKDIVISLAB23-FEB-2023PE3850	468.55	0	0	0		434.45	34.1	0	0	0	3435.5	0	0
OPTSTKPIIND23-FEB-2023PE3850	461.2	0	0	0		517.55	56.35	0	0	0	3340.95	0	0
OPTSTKNAVINFLUOR25-JAN-2023PE3850	78.6	64.6	82.95	64.6	75	75	3.6	9	1500	10	3942	5888490	113490
OPTIDXNIFTY25-JAN-2023PE17050	13.9	14.6	26.7	13.1	22.5	22.5	8.6	709	73700	1474	18042.95	1258140935	1555935
OPTIDXNIFTY12-JAN-2023CE17050	1213.6	0	0	0		1022.8	190.8	1	0	0	18042.95	0	0
OPTSTKADANIENT29-MAR-2023PE3850	331.1	0	0	0		330.35	0.75	0	0	0	3827.05	0	0
OPTSTKASIANPAINT25-JAN-2023CE3850	0.1	0	0	0		0.05	0.05	1	0	0	3016.8	0	0
OPTSTKBRITANNIA25-JAN-2023PE3850	8.9	0	0	0		8.45	0.45	0	0	0	4235	0	0
OPTSTKDRREDDY25-JAN-2023PE3850	6.7	5.1	7.5	5.05	5.05	5.05	1.65	49	5625	45	4253.5	21692443.75	36193.75
OPTSTKAPOLLOHOSP25-JAN-2023PE3850	9.8	0	0	0		11.85	2.05	24	0	0	4433.3	0	0
OPTSTKLTIM23-FEB-2023CE3850	612.8	0	0	0		553.15	59.65	0	0	0	4278.05	0	0
OPTSTKLTTS29-MAR-2023PE3850	372	0	0	0		364.95	7.05	0	0	0	3717.05	0	0
OPTSTKPIIND29-MAR-2023PE3850	488.45	0	0	0		539.25	50.8	0	0	0	3340.95	0	0
OPTSTKDIVISLAB23-FEB-2023CE3850	48.25	0	0	0		55.8	7.55	0	0	0	3435.5	0	0
OPTSTKEICHERMOT25-JAN-2023CE3850	2.75	0.35	2.95	0.35	2.8	2.4	0.35	4	1400	8	3215.25	5393088.75	3088.75
OPTSTKLTIM29-MAR-2023PE3850	128.65	0	0	0		143.55	14.9	0	0	0	4278.05	0	0
OPTSTKLTIM29-MAR-2023CE3850	688.8	0	0	0		631.65	57.15	0	0	0	4278.05	0	0
OPTIDXNIFTY19-JAN-2023CE17050	1247.2	0	0	0		1062.35	184.85	0	0	0	18042.95	0	0
OPTSTKASIANPAINT25-JAN-2023PE3850	806.25	0	0	0		818.45	12.2	0	0	0	3016.8	0	0
OPTSTKNAUKRI25-JAN-2023PE3850	88.9	91.95	150.55	91.95	138.05	138.05	49.15	34	23500	188	3827.05	93549700	3074700
OPTIDXNIFTY23-FEB-2023PE17050	104	74.65	96	74.65	90.6	131.65	27.65	41	2150	43	18042.95	36836275	178775
OPTSTKADANIENT23-FEB-2023PE3850	264.8	0	0	0		263.65	1.15	1	0	0	3827.05	0	0
OPTIDXNIFTY09-FEB-2023PE17050	67.7	0	0	0		89.85	22.15	1	0	0	18042.95	0	0
OPTSTKEICHERMOT25-JAN-2023PE3850	623.75	625	625	615	625	622.35	1.4	4	1050	6	3215.25	4695250	652750
OPTSTKIDFCFIRSTB25-JAN-2023PE38	0	0	0	0		0	0	1	0	0	60.2	0	0
OPTSTKPETRONET25-JAN-2023PE223	9.65	8.75	8.85	8.75	8.8	8.8	0.85	2	9000	3	216.55	2086200	79200
OPTSTKHDFCBANK23-FEB-2023PE1670	78.5	0	0	0		94.1	15.6	0	0	0	1610.05	0	0
OPTSTKPETRONET25-JAN-2023CE223	3.65	3.45	3.45	3.4	3.4	3.4	0.25	3	6000	2	216.55	1358550	20550
