CONTRACT_D	PREVIOUS_S	OPEN_PRICE	HIGH_PRICE	LOW_PRICE	CLOSE_PRIC	SETTLEMENT	NET_CHANGE	OI_NO_CON	TRADED_QUA	TRD_NO_CON	UNDRLNG_ST	NOTIONAL_V	PREMIUM_TR
OPTSTKALKEM25-JAN-2023CE2940	122.2	0	0	0		143.1	20.9	2	0	0	3043.05	0	0
OPTSTKHAL23-FEB-2023CE2940	30.65	0	0	0		34.55	3.9	0	0	0	2511.7	0	0
OPTIDXFINNIFTY28-FEB-2023PE17500	155.95	0	0	0		190.45	34.5	0	0	0	18782.2	0	0
OPTSTKLICHSGFIN25-JAN-2023PE445	30.55	0	0	0		30.8	0.25	1	0	0	420.45	0	0
OPTSTKNESTLEIND23-FEB-2023PE17500	72.95	0	0	0		51.5	21.45	0	0	0	19775.8	0	0
OPTSTKBOSCHLTD25-JAN-2023PE17500	889	0	0	0		784.25	104.75	3	0	0	17006.45	0	0
OPTSTKWIPRO23-FEB-2023CE445	5	0	0	0		3.3	1.7	10	0	0	386.9	0	0
OPTSTKTCS29-MAR-2023PE2940	31.65	0	0	0		31.4	0.25	0	0	0	3311.1	0	0
OPTSTKBALRAMCHIN25-JAN-2023PE445	60.25	0	0	0		58	2.25	0	0	0	389.15	0	0
OPTSTKOFSS23-FEB-2023CE2940	192.1	0	0	0		185.05	7.05	0	0	0	3006.7	0	0
OPTSTKWIPRO29-MAR-2023PE445	56.6	0	0	0		58.65	2.05	0	0	0	386.9	0	0
OPTSTKPFC25-JAN-2023CE161	2.5	2.2	3.75	2	3.25	3.25	0.75	92	1252400	202	156.9	204941620	3305220
OPTSTKPIDILITIND29-MAR-2023PE2940	412.6	0	0	0		406.45	6.15	0	0	0	2518.1	0	0
OPTSTKTORNTPOWER23-FEB-2023PE445	8.8	0	0	0		8.55	0.25	0	0	0	484.6	0	0
OPTSTKPFC29-MAR-2023PE164	14.45	0	0	0		13.1	1.35	0	0	0	156.9	0	0
OPTSTKICICIPRULI25-JAN-2023CE445	31.55	0	0	0		33.45	1.9	10	0	0	471.7	0	0
OPTSTKSIEMENS29-MAR-2023PE2940	220.8	0	0	0		180.65	40.15	0	0	0	2895.05	0	0
OPTSTKBALRAMCHIN23-FEB-2023PE445	66.05	0	0	0		64.1	1.95	0	0	0	389.15	0	0
OPTSTKMRF29-MAR-2023PE83500	2892.05	0	0	0		2051.85	840.2	0	0	0	91275.9	0	0
OPTSTKTATAMOTORS29-MAR-2023CE445	16.45	0	0	0		16.6	0.15	0	0	0	386.9	0	0
OPTSTKTATACOMM29-MAR-2023CE1420	80.7	0	0	0		76.65	4.05	0	0	0	1326.6	0	0
OPTSTKICICIGI23-FEB-2023CE1420	13.1	0	0	0		18.2	5.1	0	0	0	1277	0	0
OPTSTKUBL23-FEB-2023CE1420	277.25	0	0	0		277.9	0.65	0	0	0	1680.75	0	0
OPTSTKFEDERALBNK25-JAN-2023CE139	4.1	4.05	4.3	3.5	4.15	4.15	0.05	187	1000000	200	136.7	142911250	3911250
OPTSTKPFC29-MAR-2023PE139	3.4	0	0	0		2.9	0.5	0	0	0	156.9	0	0
OPTSTKBATAINDIA23-FEB-2023PE1420	8.3	0	0	0		8.25	0.05	0	0	0	1635.1	0	0
OPTSTKSBILIFE25-JAN-2023CE1420	1.4	1.3	1.75	1.05	1.4	1.4	0	117	76500	102	1267.65	108741750	111750
OPTSTKCUMMINSIND25-JAN-2023PE1420	62	46.7	50.5	42.7	43.95	43.95	18.05	22	31800	53	1413.6	46589160	1433160
OPTSTKMETROPOLIS23-FEB-2023PE1420	124	0	0	0		118.05	5.95	0	0	0	1367.95	0	0
OPTSTKBATAINDIA23-FEB-2023CE1420	240.5	0	0	0		236.35	4.15	0	0	0	1635.1	0	0
OPTSTKGRASIM29-MAR-2023PE1420		0	0	0		12.8		0	0	0	1698.3	0	0
OPTSTKWHIRLPOOL23-FEB-2023CE1420	127	0	0	0		131.05	4.05	0	0	0	1512.15	0	0
OPTSTKINDIGO25-JAN-2023CE1420	588.55	0	0	0		622.75	34.2	0	0	0	2037.55	0	0
OPTSTKICICIGI25-JAN-2023PE1420	167.7	0	0	0		141.85	25.85	0	0	0	1277	0	0
OPTSTKM&M25-JAN-2023CE1420	2.55	0	0	0		3.3	0.75	32	0	0	1252.65	0	0
OPTSTKWHIRLPOOL29-MAR-2023PE1420	42.05	0	0	0		39.75	2.3	0	0	0	1512.15	0	0
OPTSTKUBL29-MAR-2023PE1420	11.45	0	0	0		11.05	0.4	0	0	0	1680.75	0	0
OPTSTKBALKRISIND25-JAN-2023CE1420	708.25	0	0	0		762.35	54.1	0	0	0	2177.15	0	0
OPTSTKGODREJPROP29-MAR-2023PE1420	234.55	0	0	0		234.25	0.3	0	0	0	1212.5	0	0
OPTSTKM&M25-JAN-2023PE1420	180.9	0	0	0		165.45	15.45	0	0	0	1252.65	0	0
OPTSTKUBL23-FEB-2023PE1420	4.45	0	0	0		4.15	0.3	0	0	0	1680.75	0	0
OPTSTKINDIGO25-JAN-2023PE1420	0.05	0	0	0		0.05	0	0	0	0	2037.55	0	0
OPTSTKGODREJPROP25-JAN-2023PE1420	208.1	0	0	0		208.15	0.05	0	0	0	1212.5	0	0
OPTSTKINDUSINDBK25-JAN-2023PE1420	198.2	0	0	0		204.35	6.15	0	0	0	1215.85	0	0
OPTSTKHAVELLS25-JAN-2023PE1420	266	0	0	0		248	18	0	0	0	1167.1	0	0
OPTSTKGRASIM29-MAR-2023CE1420		0	0	0		313		0	0	0	1698.3	0	0
OPTSTKTRENT25-JAN-2023PE1420	123.2	0	0	0		144.8	21.6	5	0	0	1279.9	0	0
OPTSTKBAJAJFINSV23-FEB-2023CE1420	176.6	0	0	0		121	55.6	0	0	0	1468.85	0	0
OPTSTKMETROPOLIS25-JAN-2023PE1420	95.6	0	0	0		88.55	7.05	0	0	0	1367.95	0	0
OPTSTKCUMMINSIND25-JAN-2023CE1420	28.3	28.25	39.5	28.25	33.85	33.85	5.55	148	220800	368	1413.6	321422220	7886220
OPTSTKMANAPPURAM23-FEB-2023CE139	3.25	0	0	0		3	0.25	0	0	0	120.95	0	0
OPTSTKBATAINDIA25-JAN-2023PE1420	1.25	0	0	0		1.15	0.1	0	0	0	1635.1	0	0
OPTSTKHDFCBANK29-MAR-2023PE1420		0	0	0		17.9		0	0	0	1599.7	0	0
OPTSTKM&M23-FEB-2023CE1420	14.3	0	0	0		16.85	2.55	0	0	0	1252.65	0	0
OPTSTKPFC23-FEB-2023PE139	2	0	0	0		1.55	0.45	0	0	0	156.9	0	0
OPTSTKCOLPAL29-MAR-2023PE1420	26.15	0	0	0		22.95	3.2	0	0	0	1524.95	0	0
OPTSTKICICIGI25-JAN-2023CE1420	3.05	0.55	4.9	0.55	4.7	4.7	1.65	14	2125	5	1277	3024703.75	7203.75
OPTSTKLT25-JAN-2023PE1420	0	0	0	0		0	0	0	0	0	2087.25	0	0
OPTSTKBAJAJFINSV25-JAN-2023CE1420	147.3	90	90	69.85	76.05	76.05	71.25	18	10500	21	1468.85	15704225	794225
OPTSTKICICIGI29-MAR-2023CE1420	27.55	0	0	0		35	7.45	0	0	0	1277	0	0
OPTSTKPAGEIND23-FEB-2023CE54500	67.15	0	0	0		66.5	0.65	0	0	0	42300.95	0	0
OPTSTKCUB29-MAR-2023PE162.5	6.4	0	0	0		6.5	0.1	0	0	0	177.85	0	0
OPTSTKRAIN29-MAR-2023CE162.5	27	0	0	0		27.45	0.45	0	0	0	177.4	0	0
OPTSTKBANKBARODA29-MAR-2023CE162.5	29.9	0	0	0		30.8	0.9	0	0	0	184.05	0	0
OPTSTKINDUSTOWER25-JAN-2023PE162.5	0.85	0	0	0		0.7	0.15	0	0	0	186.45	0	0
OPTSTKRAIN29-MAR-2023PE162.5	10.45	0	0	0		10.05	0.4	0	0	0	177.4	0	0
OPTSTKASHOKLEY23-FEB-2023CE162.5	3.9	0	0	0		4.6	0.7	0	0	0	148.45	0	0
OPTSTKINDUSTOWER23-FEB-2023PE162.5	2.95	0	0	0		2.65	0.3	0	0	0	186.45	0	0
OPTSTKRBLBANK29-MAR-2023PE162.5	13.25	0	0	0		11.35	1.9	0	0	0	186.25	0	0
OPTSTKPOWERGRID25-JAN-2023CE162.5	49.2	0	0	0		46.9	2.3	0	0	0	208.8	0	0
OPTSTKONGC23-FEB-2023PE162.5	18.9	0	0	0		18.65	0.25	0	0	0	146.5	0	0
OPTSTKBAJAJ-AUTO25-JAN-2023CE3980	5.25	0	0	0		9.25	4	0	0	0	3621.5	0	0
OPTSTKFEDERALBNK23-FEB-2023CE162.5	1.7	0	0	0		1.7	0	0	0	0	136.7	0	0
OPTSTKABCAPITAL23-FEB-2023PE162.5	17.75	0	0	0		16.8	0.95	0	0	0	149.6	0	0
OPTSTKABCAPITAL29-MAR-2023PE162.5	19.75	0	0	0		18.9	0.85	0	0	0	149.6	0	0
OPTSTKPAGEIND25-JAN-2023PE54500	12130.7	0	0	0		12001.2	129.5	0	0	0	42300.95	0	0
OPTSTKEXIDEIND25-JAN-2023CE162.5	17.95	0	0	0		19.15	1.2	0	0	0	180.6	0	0
OPTSTKCUB23-FEB-2023CE162.5	21.75	0	0	0		21	0.75	0	0	0	177.85	0	0
OPTSTKBAJAJ-AUTO25-JAN-2023PE3980	417.1	0	0	0		353.2	63.9	0	0	0	3621.5	0	0
OPTSTKIBULHSGFIN23-FEB-2023CE162.5	9.1	0	0	0		8.35	0.75	4	0	0	144.05	0	0
OPTSTKABCAPITAL23-FEB-2023CE162.5	5	0	0	0		5.35	0.35	0	0	0	149.6	0	0
OPTSTKIEX25-JAN-2023PE162.5	22.1	0	0	0		22.1	0	0	0	0	140.45	0	0
OPTSTKRBLBANK29-MAR-2023CE162.5	33.2	0	0	0		37.6	4.4	0	0	0	186.25	0	0
OPTSTKNTPC29-MAR-2023CE162.5	13.4	0	0	0		15.5	2.1	0	0	0	169.9	0	0
OPTSTKBANKBARODA25-JAN-2023CE162.5	22.45	0	0	0		23.45	1	0	0	0	184.05	0	0
OPTSTKBANKBARODA25-JAN-2023PE162.5	0.75	0.75	0.9	0.7	0.7	1.3	0.55	43	134550	23	184.05	21973477.5	109102.5
OPTSTKNTPC23-FEB-2023CE162.5	10.65	0	0	0		12.8	2.15	0	0	0	169.9	0	0
OPTSTKRAIN25-JAN-2023PE162.5	3.4	0	0	0		3	0.4	0	0	0	177.4	0	0
OPTSTKIBULHSGFIN25-JAN-2023CE162.5	2.25	1.85	2	1.4	1.9	1.9	0.35	139	216000	54	144.05	35472400	372400
OPTSTKABCAPITAL25-JAN-2023PE162.5	15.55	0	0	0		14.4	1.15	0	0	0	149.6	0	0
OPTSTKFEDERALBNK29-MAR-2023CE162.5	3.65	0	0	0		3.65	0	0	0	0	136.7	0	0
OPTSTKONGC23-FEB-2023CE162.5	4.15	0	0	0		4.1	0.05	0	0	0	146.5	0	0
OPTSTKINDUSTOWER23-FEB-2023CE162.5	27.3	0	0	0		28.1	0.8	0	0	0	186.45	0	0
OPTSTKCOALINDIA25-JAN-2023CE162.5	55.3	0	0	0		56.25	0.95	0	0	0	218.15	0	0
OPTSTKIEX25-JAN-2023CE162.5	0.35	0.35	0.35	0.3	0.3	0.3	0.05	42	18750	5	140.45	3052687.5	5812.5
OPTSTKNTPC23-FEB-2023PE162.5	5.05	0	0	0		3.9	1.15	0	0	0	169.9	0	0
OPTSTKCUB29-MAR-2023CE162.5	25.1	0	0	0		24.4	0.7	0	0	0	177.85	0	0
OPTSTKFEDERALBNK29-MAR-2023PE162.5	27.2	0	0	0		26.95	0.25	0	0	0	136.7	0	0
OPTSTKRBLBANK23-FEB-2023PE162.5	9.1	0	0	0		7.3	1.8	0	0	0	186.25	0	0
OPTSTKTATASTEEL29-MAR-2023CE99	21.35	0	0	0		21.95	0.6	0	0	0	116.55	0	0
OPTSTKBEL29-MAR-2023CE99	8.05	0	0	0		8.65	0.6	0	0	0	99.95	0	0
OPTSTKFSL29-MAR-2023PE99	6.95	0	0	0		6.85	0.1	0	0	0	102.3	0	0
OPTIDXBANKNIFTY12-JAN-2023PE43400	604.1	584.95	1119.65	473.8	828.7	828.7	224.6	2258	308725	12349	42608.7	13632344169	233679168.8
OPTIDXBANKNIFTY19-JAN-2023PE43400	718.6	715	1187.1	640.85	911.4	911.4	192.8	110	2100	84	42608.7	92956081.25	1816081.25
OPTSTKL&TFH29-MAR-2023CE99	4.8	0	0	0		4.8	0	0	0	0	88.6	0	0
OPTIDXBANKNIFTY23-FEB-2023PE43400	1123.05	0	0	0		1818.35	695.3	47	0	0	42608.7	0	0
OPTSTKPFC25-JAN-2023PE99	0	0	0	0		0	0	0	0	0	156.9	0	0
OPTSTKSAIL23-FEB-2023PE99	15.15	0	0	0		13.55	1.6	0	0	0	87.4	0	0
OPTSTKTATASTEEL25-JAN-2023CE99	17.55	0	0	0		18.25	0.7	0	0	0	116.55	0	0
OPTIDXBANKNIFTY12-JAN-2023CE43400	251.6	256	289	80.5	98.35	98.35	153.25	16789	3253850	130154	42608.7	1.41649E+11	431957516.3
OPTSTKBHEL23-FEB-2023CE99	1.35	0	0	0		1.8	0.45	0	0	0	81.95	0	0
OPTSTKFSL25-JAN-2023CE99	6.65	0	0	0		6.55	0.1	0	0	0	102.3	0	0
OPTIDXBANKNIFTY19-JAN-2023CE43400	415.55	433.95	455.3	196.85	235.4	235.4	180.15	331	18375	735	42608.7	802157547.5	4682547.5
OPTSTKL&TFH29-MAR-2023PE99	13.75	0	0	0		13.65	0.1	0	0	0	88.6	0	0
OPTSTKGAIL25-JAN-2023CE99	1.35	1.3	2.05	1.2	1.95	1.95	0.6	102	887550	97	97.35	89247727.5	1380277.5
OPTSTKNATIONALUM25-JAN-2023CE99	0.3	0.2	0.2	0.2	0.2	0.3	0	57	67500	9	81.7	6696000	13500
OPTIDXBANKNIFTY23-FEB-2023CE43400	1043.2	1045	1057.75	788.85	789.1	1423.15	379.95	66	1125	45	42608.7	49898177.5	1073177.5
OPTSTKL&TFH25-JAN-2023PE99	11.15	0	0	0		11	0.15	0	0	0	88.6	0	0
OPTSTKRECLTD29-MAR-2023CE99	25.45	0	0	0		26.95	1.5	0	0	0	123.85	0	0
OPTSTKMANAPPURAM23-FEB-2023PE99	1.05	0	0	0		1.1	0.05	0	0	0	120.95	0	0
OPTSTKBHEL25-JAN-2023PE99	19.65	0	0	0		17.1	2.55	0	0	0	81.95	0	0
OPTSTKRECLTD29-MAR-2023PE99	0.7	0	0	0		0.55	0.15	0	0	0	123.85	0	0
OPTSTKBEL23-FEB-2023CE99	6.05	0	0	0		6.65	0.6	0	0	0	99.95	0	0
OPTSTKRECLTD23-FEB-2023PE99	0.25	0	0	0		0.2	0.05	0	0	0	123.85	0	0
OPTIDXBANKNIFTY05-JAN-2023PE43400	461.5	460	1097.65	291	797.6	42608.7	42147.2	4624	6804275	272171	42608.7	2.98986E+11	3680836150
OPTIDXBANKNIFTY25-JAN-2023CE43400	536.25	554.25	595.15	302.05	346.9	346.9	189.35	2286	124650	4986	42608.7	5459652431	49842431.25
OPTSTKFEDERALBNK25-JAN-2023CE99	37.8	0	0	0		38.1	0.3	0	0	0	136.7	0	0
OPTSTKTATASTEEL23-FEB-2023PE99	1.7	0	0	0		1.5	0.2	0	0	0	116.55	0	0
OPTSTKTATASTEEL23-FEB-2023CE99	19.35	0	0	0		19.95	0.6	0	0	0	116.55	0	0
OPTSTKSAIL23-FEB-2023CE99	2.3	0	0	0		2.85	0.55	0	0	0	87.4	0	0
OPTSTKMANAPPURAM25-JAN-2023PE99	0.2	0	0	0		0.2	0	0	0	0	120.95	0	0
OPTSTKL&TFH23-FEB-2023CE99	2.9	0	0	0		2.9	0	0	0	0	88.6	0	0
OPTSTKFSL23-FEB-2023CE99	9.35	0	0	0		9.3	0.05	0	0	0	102.3	0	0
OPTSTKBEL29-MAR-2023PE99	6.75	0	0	0		6.2	0.55	0	0	0	99.95	0	0
OPTIDXBANKNIFTY02-FEB-2023CE43400	1147.75	707.4	736.4	705	736.4	958.35	189.4	6	150	6	42608.7	6618225	108225
OPTSTKL&TFH25-JAN-2023CE99	0.5	0.5	0.55	0.5	0.55	0.95	0.45	61	62468	7	88.6	6216012.2	31680.2
OPTSTKFSL23-FEB-2023PE99	5.2	0	0	0		5.1	0.1	0	0	0	102.3	0	0
OPTSTKRECLTD25-JAN-2023CE99	23.6	0	0	0		25.25	1.65	0	0	0	123.85	0	0
OPTSTKCANBK23-FEB-2023CE325	26.55	17.5	17.5	17.5	17.5	26.55	0	1	2700	1	327.5	924750	47250
OPTSTKBSOFT25-JAN-2023PE325	33.6	33.5	33.5	33.5	33.5	33.5	0.1	6	2000	1	291.7	717000	67000
OPTSTKWIPRO23-FEB-2023CE325	68.7	0	0	0		65.95	2.75	0	0	0	386.9	0	0
OPTSTKITC29-MAR-2023CE325	20.6	0	0	0		24.5	3.9	0	0	0	333.45	0	0
OPTSTKBSOFT23-FEB-2023PE325	38.9	0	0	0		40.75	1.85	0	0	0	291.7	0	0
OPTSTKBPCL29-MAR-2023PE325	13.75	0	0	0		11.7	2.05	0	0	0	342.35	0	0
OPTSTKBPCL23-FEB-2023CE325	24.4	0	0	0		28.35	3.95	0	0	0	342.35	0	0
OPTSTKTCS23-FEB-2023PE3340	130.65	0	0	0		130.95	0.3	0	0	0	3311.1	0	0
OPTSTKMRF25-JAN-2023CE90500	1836	0	0	0		3372.55	1536.55	0	0	0	91275.9	0	0
OPTIDXBANKNIFTY05-JAN-2023PE43300	381.6	377	997	219.4	693.3	42608.7	42227.1	5319	14282100	571284	42608.7	6.24867E+11	6451800683
OPTSTKAMBUJACEM25-JAN-2023CE325	195.1	0	0	0		200.95	5.85	0	0	0	524.75	0	0
OPTSTKCROMPTON29-MAR-2023CE325	33.8	0	0	0		32.85	0.95	0	0	0	338.8	0	0
OPTSTKGRANULES23-FEB-2023CE325	21.6	0	0	0		23	1.4	0	0	0	326.15	0	0
OPTSTKASIANPAINT23-FEB-2023PE3340	335.3	0	0	0		344.25	8.95	0	0	0	3004.35	0	0
OPTSTKINDHOTEL23-FEB-2023CE325	17.25	0	0	0		16.9	0.35	1	0	0	314.45	0	0
OPTSTKBALRAMCHIN29-MAR-2023PE325	11.5	0	0	0		10.85	0.65	0	0	0	389.15	0	0
OPTSTKBIOCON23-FEB-2023CE325	1.2	0	0	0		1.1	0.1	0	0	0	260.2	0	0
OPTSTKABFRL23-FEB-2023PE325	46.65	0	0	0		46.75	0.1	0	0	0	279.65	0	0
OPTSTKVEDL29-MAR-2023PE325	38.55	0	0	0		36.8	1.75	0	0	0	311.35	0	0
OPTSTKCHAMBLFERT25-JAN-2023CE325	9.1	10	11.2	8.05	9.5	9.5	0.4	184	625500	417	317.85	209499150	6211650
OPTIDXBANKNIFTY12-JAN-2023CE43300	292.2	305	334.85	97.5	120.25	120.25	171.95	24576	4747975	189919	42608.7	2.06365E+11	777262332.5
OPTSTKDIVISLAB29-MAR-2023PE3340	158.95	0	0	0		148.15	10.8	0	0	0	3461.8	0	0
OPTSTKMRF23-FEB-2023CE90500	3498.05	0	0	0		5192.35	1694.3	0	0	0	91275.9	0	0
OPTSTKWIPRO23-FEB-2023PE325	1	0	0	0		1.1	0.1	0	0	0	386.9	0	0
OPTSTKTATAMOTORS25-JAN-2023CE325	62.9	0	0	0		63.95	1.05	0	0	0	386.9	0	0
OPTSTKAPOLLOTYRE25-JAN-2023PE325	11.2	9.6	9.6	4.7	4.85	4.85	6.35	258	4865000	1390	338.25	1610672875	29547875
OPTSTKCHAMBLFERT23-FEB-2023CE325	21.3	0	0	0		21.65	0.35	0	0	0	317.85	0	0
OPTSTKVEDL23-FEB-2023CE325	18.9	0	0	0		19.95	1.05	1	0	0	311.35	0	0
OPTSTKINDHOTEL29-MAR-2023PE325	29.5	0	0	0		29.4	0.1	0	0	0	314.45	0	0
OPTSTKITC25-JAN-2023PE325	4.05	3.4	3.6	2	2.05	2.05	2	981	2659200	1662	333.45	870780880	6540880
OPTIDXBANKNIFTY23-FEB-2023CE43300	1085.45	1098.95	1150	795	889.1	889.1	196.35	85	1625	65	42608.7	71885388.75	1522888.75
OPTIDXBANKNIFTY19-JAN-2023PE43300	671.7	636.35	1114.5	602.55	821.15	821.15	149.45	79	6375	255	42608.7	280850483.8	4812983.75
OPTSTKABFRL23-FEB-2023CE325	4.6	0	0	0		4.4	0.2	0	0	0	279.65	0	0
OPTSTKZEEL25-JAN-2023CE325	0.15	0	0	0		0.15	0	0	0	0	239.75	0	0
OPTSTKLAURUSLABS25-JAN-2023CE325	51.85	0	0	0		55.75	3.9	0	0	0	378.55	0	0
OPTSTKAPOLLOTYRE23-FEB-2023PE325	21.85	0	0	0		14.4	7.45	0	0	0	338.25	0	0
OPTSTKBIOCON25-JAN-2023CE325	0.1	0	0	0		0.1	0	0	0	0	260.2	0	0
OPTSTKCHAMBLFERT29-MAR-2023CE325	29.2	0	0	0		29.65	0.45	0	0	0	317.85	0	0
OPTSTKALKEM29-MAR-2023CE2940	221.95	0	0	0		232.5	10.55	0	0	0	3043.05	0	0
OPTSTKHINDUNILVR23-FEB-2023CE2940	11.45	0	0	0		16.35	4.9	0	0	0	2583.6	0	0
OPTSTKGLENMARK23-FEB-2023PE445	32.2	0	0	0		28.85	3.35	0	0	0	434.35	0	0
OPTSTKTITAN29-MAR-2023PE2940	364.25	0	0	0		389.7	25.45	0	0	0	2562.1	0	0
OPTSTKTCS23-FEB-2023PE2940	15	0	0	0		14.7	0.3	0	0	0	3311.1	0	0
OPTIDXNIFTY25-JAN-2023CE17500	663.95	680	732.8	547.7	621.8	621.8	42.15	5873	180550	3611	17992.15	3272859323	113234322.5
OPTSTKHEROMOTOCO25-JAN-2023PE2940	237.2	0	0	0		190.05	47.15	0	0	0	2767.15	0	0
OPTSTKASIANPAINT29-MAR-2023CE2940	243.3	0	0	0		233.7	9.6	0	0	0	3004.35	0	0
OPTSTKHAL29-MAR-2023CE2940	65.4	0	0	0		71.8	6.4	0	0	0	2511.7	0	0
OPTSTKRELIANCE25-JAN-2023PE2940	412.1	0	0	0		416.75	4.65	0	0	0	2514.05	0	0
OPTSTKMRF29-MAR-2023CE83500	8705.55	0	0	0		11114.6	2409.05	0	0	0	91275.9	0	0
OPTSTKASIANPAINT23-FEB-2023PE2940	89.85	0	0	0		93.05	3.2	0	0	0	3004.35	0	0
OPTIDXNIFTY02-FEB-2023CE17500	794.75	0	0	0		747.55	47.2	0	0	0	17992.15	0	0
OPTSTKSUNTV29-MAR-2023CE445	58.5	0	0	0		60.65	2.15	0	0	0	481.9	0	0
OPTSTKIGL29-MAR-2023CE445	24.5	0	0	0		26.25	1.75	0	0	0	421.6	0	0
OPTSTKTCS25-JAN-2023CE2940	388.25	0	0	0		383.95	4.3	0	0	0	3311.1	0	0
OPTSTKALKEM23-FEB-2023PE2940	66.45	0	0	0		59.7	6.75	0	0	0	3043.05	0	0
OPTIDXNIFTY23-FEB-2023CE17500	839.15	845.1	895	739.95	803.55	803.55	35.6	1978	37600	752	17992.15	687720830	29720830
OPTIDXNIFTY09-FEB-2023CE17500	849.45	0	0	0		804	45.45	0	0	0	17992.15	0	0
OPTSTKMRF25-JAN-2023PE83500	920.3	0	0	0		373.7	546.6	0	0	0	91275.9	0	0
OPTSTKRELIANCE23-FEB-2023CE2940	0.5	0	0	0		15.6	15.1	1	0	0	2514.05	0	0
OPTIDXNIFTY19-JAN-2023PE17500	38.95	36.3	56.65	25.85	34.6	34.6	4.35	6722	604650	12093	17992.15	10605805278	24430277.5
OPTSTKHAL29-MAR-2023PE2940	477.6	0	0	0		454.75	22.85	0	0	0	2511.7	0	0
OPTSTKDLF23-FEB-2023PE445	74.6	0	0	0		73.75	0.85	0	0	0	372.75	0	0
OPTSTKTORNTPOWER29-MAR-2023CE445	60.25	0	0	0		60.1	0.15	0	0	0	484.6	0	0
OPTSTKCROMPTON25-JAN-2023PE445	103.4	0	0	0		104.6	1.2	0	0	0	338.8	0	0
OPTSTKICICIPRULI23-FEB-2023PE445	12.6	0	0	0		11.5	1.1	0	0	0	471.7	0	0
OPTSTKIGL23-FEB-2023CE445	16.15	0	0	0		17.6	1.45	0	0	0	421.6	0	0
OPTSTKTCS29-MAR-2023CE2940	452.1	0	0	0		447.8	4.3	0	0	0	3311.1	0	0
OPTSTKDLF23-FEB-2023CE445	5.6	0	0	0		5.55	0.05	0	0	0	372.75	0	0
OPTSTKOFSS25-JAN-2023CE2940	137.4	0	0	0		129.55	7.85	0	0	0	3006.7	0	0
OPTIDXFINNIFTY17-JAN-2023CE17500	1560.45	0	0	0		1338.7	221.75	0	0	0	18782.2	0	0
OPTSTKGLENMARK25-JAN-2023PE445	25.1	0	0	0		21.2	3.9	0	0	0	434.35	0	0
OPTSTKPFC29-MAR-2023PE161	12.65	0	0	0		11.35	1.3	0	0	0	156.9	0	0
OPTSTKACC25-JAN-2023CE2940	0.7	0	0	0		0.9	0.2	0	0	0	2440.2	0	0
OPTSTKGLENMARK23-FEB-2023CE445	19.8	0	0	0		22.25	2.45	0	0	0	434.35	0	0
