CONTRACT_D	PREVIOUS_S	OPEN_PRICE	HIGH_PRICE	LOW_PRICE	CLOSE_PRIC	SETTLEMENT	NET_CHANGE	OI_NO_CON	TRADED_QUA	TRD_NO_CON	UNDRLNG_ST	NOTIONAL_V	PREMIUM_TR
OPTSTKSHREECEM25-JAN-2023PE23000	282.25	230	305.8	179	192.05	192.05	90.2	236	4950	198	24238.1	114983648.8	1133648.75
OPTIDXNIFTY25-JUN-2026CE23000	2621.95	0	0	0		2584.1	37.85	0	0	0	17992.15	0	0
OPTSTKSHREECEM23-FEB-2023PE23000	686.25	0	0	0		604.3	81.95	1	0	0	24238.1	0	0
OPTIDXNIFTY28-DEC-2023CE18500	1204.05	1238.3	1238.3	1096.9	1150	1755.6	551.55	512	950	19	17992.15	18687465	1112465
OPTIDXNIFTY24-DEC-2025PE23000	2898.1	0	0	0		2917.3	19.2	0	0	0	17992.15	0	0
OPTIDXNIFTY29-JUN-2023CE23000	79.3	20.95	20.95	18	18	18	61.3	59	500	10	17992.15	11509147.5	9147.5
OPTIDXNIFTY31-DEC-2026CE23000	3084.5	0	0	0		3044.35	40.15	9	0	0	17992.15	0	0
OPTIDXNIFTY05-JAN-2023CE18500	2.4	1.25	2.3	0.05	0.1	17992.15	17989.75	171698	92321500	1846430	17992.15	1.70806E+12	109092082.5
OPTIDXFINNIFTY28-MAR-2023PE18500	538	0	0	0		614.1	76.1	0	0	0	18782.2	0	0
OPTSTKPETRONET25-JAN-2023PE263	45.45	0	0	0		41.6	3.85	0	0	0	220.5	0	0
OPTIDXNIFTY25-JUN-2026PE23000	2720.9	0	0	0		2737.2	16.3	0	0	0	17992.15	0	0
OPTSTKBOSCHLTD29-MAR-2023PE18500	1936.25	0	0	0		1834.7	101.55	0	0	0	17006.45	0	0
OPTIDXNIFTY09-FEB-2023PE18500	641.15	0	0	0		667.35	26.2	0	0	0	17992.15	0	0
OPTIDXNIFTY24-JUN-2027PE23000	2409.35	0	0	0		2421.35	12	0	0	0	17992.15	0	0
OPTIDXNIFTY19-JAN-2023CE18500	47.65	47.35	56	25	30.35	30.35	17.3	8097	879350	17587	17992.15	16298430563	30455562.5
OPTSTKABBOTINDIA23-FEB-2023CE23000	638.5	0	0	0		692.25	53.75	0	0	0	22104.4	0	0
OPTSTKBOSCHLTD25-JAN-2023CE18500	98.5	53	53	53	53	53	45.5	42	50	1	17006.45	927650	2650
OPTIDXNIFTY05-JAN-2023PE18500	447.4	424.35	605.55	373.65	511.7	17992.15	17544.75	3915	885150	17703	17992.15	16809276490	434001490
OPTIDXNIFTY29-MAR-2023PE23000	4604.15	0	0	0		4658.3	54.15	0	0	0	17992.15	0	0
OPTIDXNIFTY26-DEC-2024CE18500	2994.25	2289.8	2289.8	2289.8	2289.8	2951.2	43.05	10	50	1	17992.15	1039490	114490
OPTIDXNIFTY24-JUN-2027CE23000	3505	0	0	0		3463	42	0	0	0	17992.15	0	0
OPTIDXFINNIFTY17-JAN-2023CE18500	692.3	0	0	0		519.95	172.35	0	0	0	18782.2	0	0
OPTSTKVEDL25-JAN-2023PE325	20.7	20.05	20.5	16.75	17.2	17.2	3.5	57	66000	33	311.35	22696700	1246700
OPTSTKBSOFT29-MAR-2023CE325	18.45	0	0	0		17	1.45	0	0	0	291.7	0	0
OPTSTKBSOFT29-MAR-2023PE325	43.65	0	0	0		45.3	1.65	0	0	0	291.7	0	0
OPTSTKINDHOTEL25-JAN-2023CE325	5.35	5.05	5.3	3.8	5.05	5.05	0.3	171	270000	135	314.45	89015100	1265100
OPTSTKTCS25-JAN-2023PE3340	86.9	89.15	99	69.9	87.05	87.05	0.15	484	63175	361	3311.1	216220418.8	5215918.75
OPTSTKOFSS23-FEB-2023CE3340	42.2	0	0	0		39.1	3.1	0	0	0	3006.7	0	0
OPTIDXBANKNIFTY12-JAN-2023PE43300	545.35	476.4	1037	418.95	745.75	745.75	200.4	3181	631025	25241	42608.7	27731903289	408520788.8
OPTSTKBAJAJ-AUTO29-MAR-2023CE3340	344.05	0	0	0		395.65	51.6	0	0	0	3621.5	0	0
OPTSTKZYDUSLIFE25-JAN-2023CE325	100.1	0	0	0		108.5	8.4	0	0	0	432.3	0	0
OPTIDXBANKNIFTY29-MAR-2023CE43300	2285.4	0	0	0		2077.8	207.6	0	0	0	42608.7	0	0
OPTSTKGRANULES23-FEB-2023PE325	20.45	0	0	0		18.85	1.6	0	0	0	326.15	0	0
OPTSTKBAJAJ-AUTO25-JAN-2023PE3340	8.7	0	0	0		10.4	1.7	9	0	0	3621.5	0	0
OPTSTKMRF29-MAR-2023CE90500	4993.55	0	0	0		6785.7	1792.15	0	0	0	91275.9	0	0
OPTSTKCROMPTON25-JAN-2023CE325	21.15	0	0	0		20.05	1.1	0	0	0	338.8	0	0
OPTSTKABFRL25-JAN-2023PE325	44.8	0	0	0		45.05	0.25	4	0	0	279.65	0	0
OPTSTKALKEM29-MAR-2023PE3340	322.25	0	0	0		308.8	13.45	0	0	0	3043.05	0	0
OPTSTKDIVISLAB23-FEB-2023CE3340	244.9	0	0	0		259.6	14.7	0	0	0	3461.8	0	0
OPTSTKMRF25-JAN-2023PE90500	3977.05	4175.95	4175.95	558.6	1962.3	2266	1711.05	2	50	5	91275.9	4661464	136464
OPTSTKBIOCON23-FEB-2023PE325	62.3	0	0	0		62.9	0.6	0	0	0	260.2	0	0
OPTSTKLICHSGFIN23-FEB-2023PE325	1	0	0	0		0.95	0.05	0	0	0	420.45	0	0
OPTSTKOFSS25-JAN-2023CE3340	10	0	0	0		8.25	1.75	0	0	0	3006.7	0	0
OPTSTKAPOLLOTYRE29-MAR-2023CE325	27.1	0	0	0		38	10.9	0	0	0	338.25	0	0
OPTSTKINDHOTEL29-MAR-2023CE325	24.2	0	0	0		23.85	0.35	0	0	0	314.45	0	0
OPTSTKCROMPTON23-FEB-2023PE325	9.85	0	0	0		10.05	0.2	0	0	0	338.8	0	0
OPTSTKLAURUSLABS23-FEB-2023PE325	5.4	0	0	0		4.6	0.8	0	0	0	378.55	0	0
OPTSTKTATAMOTORS29-MAR-2023CE325	74.7	0	0	0		75.55	0.85	0	0	0	386.9	0	0
OPTSTKAPOLLOTYRE25-JAN-2023CE325	8.15	9.2	19.35	9.2	18.95	18.95	10.8	107	4410000	1260	338.25	1490755700	57505700
OPTSTKTATAMOTORS25-JAN-2023PE325	0.65	0.75	0.75	0.6	0.6	0.85	0.2	42	14250	10	386.9	4640655	9405
OPTSTKALKEM23-FEB-2023CE3340	28.95	0	0	0		31.35	2.4	0	0	0	3043.05	0	0
OPTSTKBSOFT25-JAN-2023CE325	2.3	1.9	1.9	1.5	1.5	3.65	1.35	34	12000	6	291.7	3920700	20700
OPTSTKDLF25-JAN-2023CE325	49.95	0	0	0		50.55	0.6	0	0	0	372.75	0	0
OPTSTKINDIACEM25-JAN-2023CE325	0.05	0	0	0		0.05	0	0	0	0	220.7	0	0
OPTSTKLICHSGFIN25-JAN-2023PE325	0.05	0	0	0		0.05	0	0	0	0	420.45	0	0
OPTSTKDLF29-MAR-2023CE325	62.9	0	0	0		63.35	0.45	0	0	0	372.75	0	0
OPTSTKCHAMBLFERT25-JAN-2023PE325	19.45	0	0	0		18.35	1.1	0	0	0	317.85	0	0
OPTSTKLAURUSLABS29-MAR-2023PE325	9.6	0	0	0		8.6	1	0	0	0	378.55	0	0
OPTIDXBANKNIFTY19-JAN-2023CE43300	459.25	454.9	485	228.45	266.15	266.15	193.1	513	21925	877	42608.7	956071012.5	6718512.5
OPTSTKZYDUSLIFE25-JAN-2023PE325	0	0	0	0		0	0	0	0	0	432.3	0	0
OPTSTKSBICARD25-JAN-2023PE860	78.35	0	0	0		81.85	3.5	3	0	0	779.55	0	0
OPTSTKSBICARD25-JAN-2023CE860	5.65	3	3	3	3	4.55	1.1	45	800	1	779.55	690400	2400
OPTSTKUPL25-JAN-2023CE860	0.65	0	0	0		0.65	0	0	0	0	720.3	0	0
OPTSTKLUPIN25-JAN-2023CE860	1	0.75	0.85	0.6	0.65	0.65	0.35	35	6800	8	742.85	5852802.5	4802.5
OPTSTKIPCALAB29-MAR-2023CE860	56.55	0	0	0		57.5	0.95	0	0	0	858.35	0	0
OPTSTKBHARATFORG23-FEB-2023PE860	47.6	0	0	0		39.3	8.3	0	0	0	879.7	0	0
OPTSTKCONCOR25-JAN-2023PE860	128.05	0	0	0		118	10.05	0	0	0	740.95	0	0
OPTSTKSUNPHARMA23-FEB-2023CE860	154.65	0	0	0		165.9	11.25	0	0	0	1016.2	0	0
OPTSTKCONCOR23-FEB-2023CE860	9.35	0	0	0		10.95	1.6	0	0	0	740.95	0	0
OPTSTKTATACONSUM23-FEB-2023CE860	8.9	0	0	0		8.85	0.05	0	0	0	763.85	0	0
OPTSTKPEL23-FEB-2023CE860	45.85	0	0	0		40.05	5.8	0	0	0	804.15	0	0
OPTSTKMFSL25-JAN-2023CE860	0.65	0	0	0		1.35	0.7	0	0	0	735.4	0	0
OPTSTKICICIBANK29-MAR-2023CE860	82.85	0	0	0		69.5	13.35	0	0	0	879.15	0	0
OPTSTKSUNPHARMA29-MAR-2023CE860	163.95	0	0	0		174.7	10.75	0	0	0	1016.2	0	0
OPTSTKSBILIFE25-JAN-2023CE860	402.35	0	0	0		410.8	8.45	0	0	0	1267.65	0	0
OPTSTKBEL23-FEB-2023CE121	0.7	0	0	0		0.8	0.1	0	0	0	99.95	0	0
OPTSTKMCDOWELL-N25-JAN-2023PE860	25.6	21	30.35	20.15	24.6	24.6	1	212	176875	283	850.2	156603218.8	4490718.75
OPTSTKRECLTD23-FEB-2023PE121	5	0	0	0		4.25	0.75	0	0	0	123.85	0	0
OPTSTKOBEROIRLTY25-JAN-2023PE860	26.35	22.55	30.6	22.55	24.95	24.95	1.4	47	215600	308	858.95	190824655	5408655
OPTSTKADANIPORTS29-MAR-2023PE860	86.85	0	0	0		81.35	5.5	0	0	0	819.6	0	0
OPTSTKCHOLAFIN23-FEB-2023CE860	11.6	0	0	0		6.25	5.35	0	0	0	683.25	0	0
OPTSTKJSWSTEEL23-FEB-2023PE860	127.6	0	0	0		116.05	11.55	0	0	0	750.7	0	0
OPTSTKRECLTD23-FEB-2023CE121	7.3	0	0	0		8.25	0.95	0	0	0	123.85	0	0
OPTSTKTECHM25-JAN-2023PE860	0.65	0	0	0		0.7	0.05	0	0	0	1011.65	0	0
OPTSTKSBICARD23-FEB-2023PE860	85.7	0	0	0		88.6	2.9	0	0	0	779.55	0	0
OPTIDXFINNIFTY31-JAN-2023CE14400	4678.1	0	0	0		4450.6	227.5	0	0	0	18782.2	0	0
OPTSTKJSWSTEEL23-FEB-2023CE860	11.95	0	0	0		14.6	2.65	0	0	0	750.7	0	0
OPTSTKPEL25-JAN-2023PE860	54.8	0	0	0		71.05	16.25	105	0	0	804.15	0	0
OPTSTKRECLTD29-MAR-2023CE121	9.5	0	0	0		10.4	0.9	0	0	0	123.85	0	0
OPTSTKAXISBANK29-MAR-2023PE860	23.05	0	0	0		24.45	1.4	0	0	0	949.55	0	0
OPTSTKTECHM23-FEB-2023PE860	4.95	0	0	0		5.45	0.5	0	0	0	1011.65	0	0
OPTSTKCONCOR25-JAN-2023CE860	1.65	0	0	0		2.05	0.4	0	0	0	740.95	0	0
OPTSTKTATACHEM23-FEB-2023PE860	25.85	0	0	0		22.75	3.1	0	0	0	942.15	0	0
OPTSTKTVSMOTOR25-JAN-2023PE860	0.75	0	0	0		0.55	0.2	0	0	0	1030.2	0	0
OPTSTKTATACHEM29-MAR-2023CE860	123.95	0	0	0		130.85	6.9	0	0	0	942.15	0	0
OPTSTKBEL25-JAN-2023PE121	21.85	0	0	0		20.7	1.15	0	0	0	99.95	0	0
OPTSTKBHARATFORG25-JAN-2023PE860	20.4	22	23.1	12.55	13.15	13.15	7.25	100	166000	166	879.7	145452700	2692700
OPTSTKTATACOMM25-JAN-2023PE860	0	0	0	0		0	0	0	0	0	1326.6	0	0
OPTSTKJSWSTEEL25-JAN-2023CE860	0.9	0.9	0.95	0.75	0.95	0.95	0.05	98	40500	30	750.7	34865437.5	35437.5
OPTSTKPIIND23-FEB-2023PE4050	693.15	0	0	0		704.2	11.05	0	0	0	3328.3	0	0
OPTSTKINDUSTOWER25-JAN-2023PE242.5	56.3	0	0	0		55.2	1.1	0	0	0	186.45	0	0
OPTSTKDIXON23-FEB-2023PE4050	334.85	0	0	0		346.85	12	0	0	0	3838.6	0	0
OPTSTKTATAPOWER25-JAN-2023PE242.5	34.45	0	0	0		34.85	0.4	0	0	0	207.6	0	0
OPTSTKBRITANNIA23-FEB-2023PE4050	81.75	0	0	0		61.15	20.6	0	0	0	4313.15	0	0
OPTSTKBAJAJ-AUTO25-JAN-2023PE4050	484.35	0	0	0		418.75	65.6	0	0	0	3621.5	0	0
OPTSTKAPOLLOHOSP25-JAN-2023CE4050	434.85	0	0	0		427.95	6.9	0	0	0	4429.05	0	0
OPTSTKLTIM23-FEB-2023PE4050	151.7	0	0	0		154.65	2.95	0	0	0	4260.15	0	0
OPTSTKPETRONET25-JAN-2023PE205.5	1.7	0	0	0		1	0.7	0	0	0	220.5	0	0
OPTSTKCOFORGE25-JAN-2023PE4050	227.6	0	0	0		234.65	7.05	2	0	0	3929	0	0
OPTSTKLTIM25-JAN-2023CE4050	320	0	0	0		302.6	17.4	0	0	0	4260.15	0	0
OPTSTKDIXON29-MAR-2023PE4050	392.85	0	0	0		404.05	11.2	0	0	0	3838.6	0	0
OPTSTKADANIENT29-MAR-2023PE4050	443.1	0	0	0		439.15	3.95	0	0	0	3829.8	0	0
OPTSTKCOFORGE25-JAN-2023CE4050	79.65	74.95	78.1	60.75	72.75	72.75	6.9	119	17700	118	3929	72903397.5	1218397.5
OPTSTKNAVINFLUOR29-MAR-2023PE4050	335.5	0	0	0		332.7	2.8	0	0	0	3943.25	0	0
OPTSTKPOWERGRID23-FEB-2023CE242.5	1.8	0	0	0		1.45	0.35	0	0	0	208.8	0	0
OPTSTKINDIAMART25-JAN-2023PE4050	69.5	0	0	0		63.9	5.6	0	0	0	4367.65	0	0
OPTSTKPETRONET23-FEB-2023CE242.5	2.1	0	0	0		2.85	0.75	0	0	0	220.5	0	0
OPTSTKDIXON23-FEB-2023CE4050	186.7	0	0	0		172.4	14.3	0	0	0	3838.6	0	0
OPTSTKITC25-JAN-2023CE242.5	85.45	0	0	0		91.85	6.4	0	0	0	333.45	0	0
OPTSTKPOWERGRID29-MAR-2023CE242.5	4.05	0	0	0		3.45	0.6	0	0	0	208.8	0	0
OPTSTKCOALINDIA29-MAR-2023PE242.5	29.55	0	0	0		28.8	0.75	0	0	0	218.15	0	0
OPTSTKADANIENT25-JAN-2023PE4050	302.5	270.4	271	270.4	271	296.95	5.55	39	500	2	3829.8	2160350	135350
OPTSTKPETRONET29-MAR-2023PE242.5	26.6	0	0	0		23.75	2.85	0	0	0	220.5	0	0
OPTSTKCOFORGE23-FEB-2023CE4050	248.85	0	0	0		235.25	13.6	0	0	0	3929	0	0
OPTSTKDIXON25-JAN-2023CE4050	93.75	0	0	0		80.8	12.95	0	0	0	3838.6	0	0
OPTSTKPERSISTENT23-FEB-2023PE4050	310.1	0	0	0		307	3.1	0	0	0	3929.4	0	0
OPTSTKDRREDDY29-MAR-2023CE4050	381.6	0	0	0		411.3	29.7	0	0	0	4297.45	0	0
OPTSTKCOALINDIA29-MAR-2023CE242.5	7.95	0	0	0		8.15	0.2	0	0	0	218.15	0	0
OPTSTKTATAPOWER25-JAN-2023CE242.5	0.95	0.25	0.3	0.25	0.3	0.8	0.15	12	33750	10	207.6	8193487.5	9112.5
OPTSTKINDIAMART25-JAN-2023CE4050	395.1	0	0	0		396.35	1.25	1	0	0	4367.65	0	0
OPTSTKNAVINFLUOR23-FEB-2023PE4050	278.85	0	0	0		275.65	3.2	0	0	0	3943.25	0	0
OPTSTKNAVINFLUOR25-JAN-2023PE4050	207.9	0	0	0		203.6	4.3	0	0	0	3943.25	0	0
OPTSTKPIIND23-FEB-2023CE4050	21.8	0	0	0		19.45	2.35	0	0	0	3328.3	0	0
OPTSTKBAJAJ-AUTO23-FEB-2023CE4050	22.65	0	0	0		32.05	9.4	0	0	0	3621.5	0	0
OPTSTKAPOLLOHOSP25-JAN-2023PE4050	18.5	19.15	28.35	14.6	15.15	15.15	3.35	34	29500	236	4429.05	120075912.5	600912.5
OPTSTKLTTS29-MAR-2023PE4050	487.65	0	0	0		531.7	44.05	0	0	0	3641.4	0	0
OPTSTKPETRONET25-JAN-2023PE242.5	25.4	0	0	0		21.75	3.65	0	0	0	220.5	0	0
OPTSTKPERSISTENT25-JAN-2023PE4050	231.05	0	0	0		226.8	4.25	1	0	0	3929.4	0	0
OPTSTKAARTIIND29-MAR-2023PE510	8.75	0	0	0		8.75	0	0	0	0	606.4	0	0
OPTSTKTATACONSUM25-JAN-2023PE830	68.9	0	0	0		67.5	1.4	3	0	0	763.85	0	0
OPTSTKBERGEPAINT29-MAR-2023PE510	7.95	0	0	0		7.9	0.05	0	0	0	573	0	0
OPTSTKSUNTV29-MAR-2023PE510	50	0	0	0		47.85	2.15	0	0	0	481.9	0	0
OPTSTKUPL23-FEB-2023PE830	115.55	0	0	0		111.55	4	0	0	0	720.3	0	0
OPTSTKGLENMARK25-JAN-2023CE510	0.7	0	0	0		0.85	0.15	8	0	0	434.35	0	0
OPTSTKCOROMANDEL23-FEB-2023PE830	17.05	0	0	0		15.05	2	0	0	0	902.65	0	0
OPTSTKMGL25-JAN-2023PE830	20.15	0	0	0		14.45	5.7	0	0	0	867.35	0	0
OPTSTKINTELLECT23-FEB-2023PE510	80.35	0	0	0		87.5	7.15	0	0	0	428.85	0	0
OPTSTKIRCTC23-FEB-2023CE510	133.9	0	0	0		135.45	1.55	0	0	0	637.15	0	0
OPTSTKJINDALSTEL25-JAN-2023PE510	2.05	2.1	2.55	1.5	1.55	1.55	0.5	147	116250	93	593.55	59494937.5	207437.5
OPTSTKSUNPHARMA25-JAN-2023PE830	0.05	0	0	0		0.05	0	0	0	0	1016.2	0	0
OPTSTKMARICO23-FEB-2023CE510	21.65	0	0	0		26.7	5.05	0	0	0	515.5	0	0
OPTSTKCONCOR29-MAR-2023CE830	26.25	0	0	0		29.3	3.05	0	0	0	740.95	0	0
OPTSTKMCDOWELL-N23-FEB-2023PE830	30.9	0	0	0		30.9	0	0	0	0	850.2	0	0
OPTSTKICICIPRULI25-JAN-2023CE510	2.4	2.75	2.75	2.05	2.55	2.55	0.15	37	55500	37	471.7	28437450	132450
OPTSTKTORNTPOWER29-MAR-2023CE510	25.95	0	0	0		25.75	0.2	0	0	0	484.6	0	0
OPTSTKHINDALCO25-JAN-2023CE510	2.35	2.2	2.75	1.9	2.5	2.5	0.15	1000	747600	534	465.7	382988340	1712340
OPTSTKBHARTIARTL25-JAN-2023PE830	24.3	26.65	28.5	18.5	26.95	26.95	2.65	169	190950	201	807.1	162771242.5	4282742.5
OPTSTKICICIBANK23-FEB-2023PE830	12.75	0	0	0		17.15	4.4	0	0	0	879.15	0	0
OPTSTKTORNTPOWER23-FEB-2023PE510	38.1	0	0	0		37.75	0.35	0	0	0	484.6	0	0
OPTSTKJUBLFOOD23-FEB-2023CE510	29.5	0	0	0		31.35	1.85	0	0	0	503.8	0	0
OPTSTKCONCOR23-FEB-2023CE830	14.2	0	0	0		16.45	2.25	0	0	0	740.95	0	0
OPTSTKTATACHEM25-JAN-2023CE830	110.65	0	0	0		119.4	8.75	0	0	0	942.15	0	0
OPTSTKSBICARD23-FEB-2023PE830	64.55	0	0	0		66.95	2.4	0	0	0	779.55	0	0
OPTSTKSYNGENE29-MAR-2023PE510	7.75	0	0	0		7.45	0.3	0	0	0	591.3	0	0
OPTSTKADANIPORTS25-JAN-2023PE830	35.35	35	35	27.95	28.8	28.8	6.55	162	84375	135	819.6	72507687.5	2476437.5
OPTSTKIRCTC25-JAN-2023PE510	0.5	0	0	0		0.4	0.1	0	0	0	637.15	0	0
OPTSTKSUNTV29-MAR-2023CE510	26.45	0	0	0		27.6	1.15	0	0	0	481.9	0	0
OPTSTKLAURUSLABS23-FEB-2023PE510	132	0	0	0		127.8	4.2	0	0	0	378.55	0	0
OPTSTKGUJGASLTD23-FEB-2023CE510	19.1	0	0	0		24.1	5	0	0	0	490.05	0	0
OPTSTKAXISBANK29-MAR-2023PE830	15.95	0	0	0		16.95	1	0	0	0	949.55	0	0
OPTSTKGODREJCP23-FEB-2023PE830	19.5	0	0	0		13.2	6.3	0	0	0	916.5	0	0
OPTSTKCONCOR23-FEB-2023PE830	106.2	0	0	0		97.95	8.25	0	0	0	740.95	0	0
OPTSTKSBICARD25-JAN-2023CE830	4.8	5	5.35	3.7	4.45	4.45	0.35	168	111200	139	779.55	92782600	486600
OPTSTKICICIBANK29-MAR-2023CE830	102.7	0	0	0		87.65	15.05	0	0	0	879.15	0	0
OPTSTKTATAMOTORS23-FEB-2023CE510	2	0	0	0		1.95	0.05	0	0	0	386.9	0	0
OPTSTKTATAMOTORS25-JAN-2023CE510	0.15	0.15	0.2	0.15	0.2	0.1	0.05	38	4275	3	386.9	2180962.5	712.5
OPTSTKINTELLECT25-JAN-2023CE510	4.25	0	0	0		2.65	1.6	0	0	0	428.85	0	0
OPTSTKHAVELLS25-JAN-2023CE1330		0	0	0		2.45		0	0	0	1167.1	0	0
OPTSTKSHREECEM23-FEB-2023PE26250	2521.8	0	0	0		2349.9	171.9	0	0	0	24238.1	0	0
OPTSTKHAVELLS23-FEB-2023PE1330		0	0	0		164.7		0	0	0	1167.1	0	0
OPTSTKTVSMOTOR25-JAN-2023PE1330	299.95	0	0	0		295	4.95	0	0	0	1030.2	0	0
OPTSTKPETRONET25-JAN-2023CE140.5	76.6	0	0	0		80.55	3.95	0	0	0	220.5	0	0
OPTSTKTVSMOTOR25-JAN-2023CE1330	0.1	0	0	0		0.1	0	0	0	0	1030.2	0	0
OPTSTKCIPLA25-JAN-2023CE1330	0.05	0	0	0		0.05	0	0	0	0	1088.35	0	0
OPTSTKCOLPAL25-JAN-2023CE1330	187.85	0	0	0		200.05	12.2	0	0	0	1524.95	0	0
OPTSTKSHREECEM29-MAR-2023PE26250	2730.35	0	0	0		2576.4	153.95	0	0	0	24238.1	0	0
OPTSTKHAVELLS29-MAR-2023PE1330		0	0	0		171.3		0	0	0	1167.1	0	0
OPTSTKHAVELLS23-FEB-2023CE1330		0	0	0		13.95		0	0	0	1167.1	0	0
OPTSTKCOLPAL29-MAR-2023CE1330	212.15	0	0	0		223.1	10.95	0	0	0	1524.95	0	0
OPTSTKSHREECEM23-FEB-2023CE26250	523.9	0	0	0		577.6	53.7	0	0	0	24238.1	0	0
OPTSTKPETRONET25-JAN-2023PE140.5	0	0	0	0		0	0	0	0	0	220.5	0	0
OPTSTKCOLPAL29-MAR-2023PE1330	9.05	0	0	0		7.65	1.4	0	0	0	1524.95	0	0
OPTSTKHAVELLS29-MAR-2023CE1330		0	0	0		28.85		0	0	0	1167.1	0	0
OPTSTKCOLPAL25-JAN-2023PE1330	0.4	0	0	0		0.2	0.2	0	0	0	1524.95	0	0
OPTSTKSHREECEM25-JAN-2023CE26250	166.2	70	70	48.6	60	191.95	25.75	4	175	7	24238.1	4603826.25	10076.25
OPTSTKSHREECEM25-JAN-2023PE26250	2307.7	0	0	0		2107.95	199.75	0	0	0	24238.1	0	0
OPTSTKCOLPAL23-FEB-2023PE1330	3.75	0	0	0		2.9	0.85	0	0	0	1524.95	0	0
OPTSTKCIPLA25-JAN-2023PE1330	258	0	0	0		236.85	21.15	0	0	0	1088.35	0	0
OPTSTKCOLPAL23-FEB-2023CE1330	198.45	0	0	0		210	11.55	0	0	0	1524.95	0	0
OPTSTKSHREECEM29-MAR-2023CE26250	897.4	0	0	0		969.05	71.65	0	0	0	24238.1	0	0
OPTSTKHAVELLS25-JAN-2023PE1330		0	0	0		160.5		0	0	0	1167.1	0	0
OPTSTKGMRINFRA29-MAR-2023CE45	1.95	0	0	0		2.1	0.15	0	0	0	40.4	0	0
OPTSTKIDFCFIRSTB23-FEB-2023PE45	0.2	0.25	1.9	0.2	1.9	0.15	0.05	3	75000	5	60.35	3418500	43500
OPTSTKGMRINFRA29-MAR-2023PE45	6.35	0	0	0		6	0.35	0	0	0	40.4	0	0
OPTSTKGMRINFRA23-FEB-2023PE45	5.8	0	0	0		5.45	0.35	0	0	0	40.4	0	0
OPTSTKGMRINFRA23-FEB-2023CE45	0.8	0.8	1	0.8	1	1.25	0.45	55	427500	19	40.4	19635750	398250
OPTSTKNATIONALUM25-JAN-2023CE45	36.1	0	0	0		36.9	0.8	0	0	0	81.7	0	0
OPTSTKNATIONALUM25-JAN-2023PE45	0	0	0	0		0	0	0	0	0	81.7	0	0
OPTSTKGMRINFRA25-JAN-2023PE45	5.3	0	0	0		4.85	0.45	11	0	0	40.4	0	0
OPTIDXNIFTY29-JUN-2023PE11900	0.35	0	0	0		0.35	0	14	0	0	17992.15	0	0
OPTSTKPNB23-FEB-2023CE45	12.2	0	0	0		12.6	0.4	0	0	0	56.75	0	0
OPTSTKGMRINFRA25-JAN-2023CE45	0.3	0.3	0.35	0.25	0.35	0.35	0.05	1112	10642500	473	40.4	482072625	3160125
OPTSTKIDFCFIRSTB25-JAN-2023PE45	0.05	0.05	0.05	0.05	0.05	0.05	0	122	45000	3	60.35	2027250	2250
OPTSTKPNB25-JAN-2023CE45	11.5	11.75	11.75	11.75	11.75	12	0.5	34	16000	1	56.75	908000	188000
OPTSTKPNB23-FEB-2023PE45	0.5	0.4	0.45	0.4	0.45	0.45	0.05	32	144000	9	56.75	6540800	60800
OPTSTKIDFCFIRSTB23-FEB-2023CE45	15.8	0	0	0		15.95	0.15	0	0	0	60.35	0	0
OPTSTKIDFCFIRSTB25-JAN-2023CE45	15.4	0	0	0		15.55	0.15	5	0	0	60.35	0	0
OPTSTKPNB25-JAN-2023PE45	0.1	0.15	0.15	0.1	0.1	0.1	0	366	704000	44	56.75	31767200	87200
OPTSTKSIEMENS29-MAR-2023CE2680	273.7	0	0	0		330.45	56.75	0	0	0	2895.05	0	0
OPTSTKTATASTEEL25-JAN-2023CE76	40.05	0	0	0		40.85	0.8	0	0	0	116.55	0	0
OPTSTKPIDILITIND29-MAR-2023CE2680	87.15	0	0	0		88.65	1.5	0	0	0	2518.1	0	0
OPTSTKATUL25-JAN-2023CE10400	0.15	0	0	0		0.1	0.05	0	0	0	7939.6	0	0
OPTSTKBHEL25-JAN-2023CE76	6.05	5.3	5.6	5.3	5.6	7.9	1.85	25	21000	2	81.95	1710450	114450
OPTSTKHDFC23-FEB-2023CE2680	113.35	25.7	63	25.7	63	109.55	3.8	1	900	3	2621.6	2457210	45210
OPTSTKMOTHERSON25-JAN-2023CE76	2.1	2.15	2.5	1.95	2.45	2.45	0.35	198	263250	39	75.5	20596275	589275
OPTSTKBHEL25-JAN-2023PE76	1.65	1.45	1.5	0.95	1	1	0.65	73	871500	83	81.95	67290300	1056300
OPTSTKIOC25-JAN-2023PE76	0.95	0.9	0.9	0.6	0.7	0.7	0.25	148	1160250	119	79.1	89047725	868725
OPTSTKOFSS29-MAR-2023CE2680	418.4	0	0	0		410.35	8.05	0	0	0	3006.7	0	0
OPTSTKIDFC23-FEB-2023CE76	10.75	0	0	0		11.3	0.55	0	0	0	84	0	0
OPTSTKRECLTD25-JAN-2023CE76	46.5	0	0	0		48.15	1.65	0	0	0	123.85	0	0
OPTSTKTITAN23-FEB-2023PE2680	162.15	0	0	0		181.1	18.95	0	0	0	2562.1	0	0
OPTSTKTITAN23-FEB-2023CE2680	104.6	0	0	0		87.65	16.95	0	0	0	2562.1	0	0
OPTSTKASIANPAINT25-JAN-2023CE2680	351.55	0	0	0		338.65	12.9	0	0	0	3004.35	0	0
